"","gene","wtambr","wtaother","wtbmbr","wtbother","wtcmbr","wtcother","wtambr","wtaother","wtbmbr","wtbother","wtcmbr","wtcother","PC1","PC2","PC3","PC4","PC5","PC6","som$unit.classif","som$distances"
"1","Solyc00g005060.1.1",0.349485166682943,0.40269885963656,1.28474998569528,1.38777878078145e-17,0.701601590669296,6.51135173822757,-0.482180901597443,-0.460658146405902,-0.103904660622974,-0.623533310499949,-0.339764257088576,2.01004127621484,0.852885253077203,-1.67936791592756,-0.711464355779915,-0.106998039092113,0.0107537920454001,2.22044604925031e-16,8,0.139315935419207
"2","Solyc00g005070.1.1",17.1933785503056,4.52355445945654,12.6456090523282,3.46158244964946,4.1808263303536,83.5189303244622,-0.119615961664519,-0.52621754394428,-0.265563550238918,-0.560298482750388,-0.537216418008024,2.00891195660613,0.81803264400068,-1.87992409318851,-0.274067733103394,0.0250195617969141,-0.0435057651086228,-2.22044604925031e-16,7,0.155094276947608
"3","Solyc00g005430.1.1",0.0400780465470403,0.832889738726533,0.409726634426696,1.35759672210865,1.47426399774647,0.94599555471362,-1.46357434611704,-0.0191938305045526,-0.79013168221121,0.936741293408012,1.14929105951654,0.186867505908247,-1.00800516643798,0.813958194078817,-1.38758940599445,1.14931737645003,-0.0971272798762312,3.33066907387547e-16,10,0.326340057055808
"4","Solyc00g005840.2.1",19.7457984165943,14.0743282617477,11.4830294123531,83.5132876779486,15.8112380839913,13.8820424492779,-0.237412631674517,-0.439208192757225,-0.531408731765563,2.03148695220746,-0.377407516290614,-0.446049879719542,-1.32297735106954,0.219321952410026,0.71102966222163,1.1025526380769,1.45428677766226,1.60982338570648e-15,31,0.0976670971806695
"5","Solyc00g005880.1.1",1.57084991243616,2.13326380823234,2.96943653635768,2.81142633395616,1.95581835291891,4.96637423829536,-0.958854207519749,-0.495433228121924,0.193561100627782,0.0633629613230979,-0.641645736926728,1.83900911061752,0.396063127540818,-1.6693448327889,-0.86720537584277,-0.23448394233242,0.900729440343242,1.88737914186277e-15,8,0.897422317763649
"6","Solyc00g006470.1.1",2455.5110955342,605.862048738755,108.094695996691,360.481814305943,499.447526431771,409.56551384544,2.00220571937682,-0.156337429651394,-0.737232659983224,-0.442696522939677,-0.280523333177692,-0.385415773624828,0.621739919295353,0.185161138782245,2.28669984758617,0.39962094364004,-0.665003077736573,-2.94209101525666e-15,30,0.0809312448516275
"7","Solyc00g006670.2.1",66.9760012691279,5.99468680390631,0.602260797206309,7.07082362468211,11.065296639258,4.84283793225543,2.02269381642788,-0.401378329309736,-0.615733001645431,-0.358600745469148,-0.199816192258898,-0.447165547744665,0.819973567124924,0.275678016107625,2.25616465377514,0.595944086337421,-0.427054604600932,-2.83106871279415e-15,30,0.0479781472397659
"8","Solyc00g006680.1.1",4327.53559240059,616.418045415253,177.372349089146,640.290679299194,1644.32790013901,517.536235961705,1.93638509664935,-0.453458320932721,-0.736189992484065,-0.438085092727048,0.208483417392125,-0.517135107897643,0.888333847614046,0.582009793252027,1.99974131804887,0.883390342014688,-0.696606893073219,-3.44169137633799e-15,30,0.294973773936617
"9","Solyc00g006690.2.1",222.3753693431,32.3165545799161,10.0810541010244,26.3848062925874,53.1128090769454,39.4715294598836,2.0077445747311,-0.401001362519559,-0.682807136737406,-0.476178483905377,-0.13743614144751,-0.310321450121248,0.87806505592005,0.189511299519288,2.16245084963553,0.629786879936699,-0.595126044122801,-3.1641356201817e-15,30,0.0448825329293332
"10","Solyc00g006840.2.1",1.75777048392212,1.0506031388442,0.780790975895972,23.9811500714258,0.640879337174677,4.55095239397934,-0.402966036391996,-0.47992963046835,-0.509294269447434,2.01568518878427,-0.524521361937001,-0.0989738905394879,-1.31511645105814,-0.169988346609432,0.525165949692511,1.03106329161007,1.52049164008317,2.22044604925031e-15,31,0.140821909301406
