"gene" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "som$unit.classif" "som$distances"
"26" "Solyc00g014800.1.1" 75.1590409119464 15.7915328286483 124.303609420505 5.63443590866402 10.0968722062073 4.19087383266486 0.72558787589025 -0.472208970049166 1.71712703687393 -0.677138215817541 -0.587104251196636 -0.706263475700833 -1.92483934748789 0.167241491847821 -1.17430424515937 0.891737869463922 -0.461422454493762 -3.66373598126302e-15 3 1.37657801924059
"27" "Solyc00g014830.2.1" 81.7063242065753 117.961028799942 106.126665942674 88.1508656885039 101.120213314631 73.1327527043836 -0.779361354545283 1.39525767783777 0.685412404122573 -0.392806762009776 0.385116834436469 -1.29361879984176 -1.56357185412905 -0.0494457338023525 0.33064111172231 -1.34059864695703 1.30761535292745 0 5 3.06896785338465
"28" "Solyc00g019730.1.1" 131.719432286805 77.0532261133049 66.1989976459106 133.966374569106 168.573007070124 155.823714843854 0.227876678683698 -1.0838205117045 -1.34426406506406 0.281791301353954 1.11216578310072 0.806250813630184 1.38592624371631 1.40798826684021 0.741001138074847 0.660298189761915 -0.701530668826942 9.43689570931383e-16 1 3.51270306327066
"29" "Solyc00g019970.2.1" 19.0088305327243 18.8580688285427 34.7151410089426 4.81352560169901 81.6219853284313 9.17186105676661 -0.319925812242377 -0.325271480002116 0.236984299598973 -0.823259097849425 1.90019450772807 -0.668722417233123 -0.842074429950696 2.1265339661865 0.337020433119769 -0.952314054087329 -0.00800236699410173 -8.32667268468867e-16 1 0.883428321479106
"30" "Solyc00g019990.1.1" 8.90906089948592 4.58583277007837 5.60653581974702 3.88664142906077 2.98296839044087 1.22984920649441 1.6770616232416 0.0200651003710217 0.411277720560953 -0.247919282180205 -0.594276920034088 -1.26620824195928 -2.1282261488242 0.129585256214831 0.247030279048054 2.21912644433869 0.0406901360505494 -2.88657986402541e-15 6 1.0896102095688
"31" "Solyc00g020010.1.1" 4.81712839640435 5.32370407834466 809.411599996293 2.44610675398439 4.30296587606945 2.17511514617251 -0.4051921391971 -0.403651865080349 2.04122620117657 -0.412401374453098 -0.406755481556611 -0.413225340889407 -1.14932284416016 0.0291838305064845 -1.71953403543856 -0.386674096506419 0.0082328819366938 -2.83106871279415e-15 3 0.0475936467494884
"32" "Solyc00g020040.1.1" 135.236395403332 146.243929516544 129.579231650161 116.344583198783 112.482176801066 136.311110596975 0.457761148345435 1.31614040305908 0.0166094829227952 -1.01544252411623 -1.31663709603168 0.541568585820594 -1.2120860313777 -1.72990568321949 0.686632372588498 0.104116079833684 -1.22810312783776 -1.2490009027033e-15 5 2.43721696383456
"33" "Solyc00g021630.1.1" 48.7281569338579 45.7950684213677 88.4686995744502 41.6665245052176 23.9177707286971 35.0545415365376 0.0660949360179636 -0.0670190303134538 1.86966180163594 -0.254387005576361 -1.0598884429082 -0.554462258855891 -1.44632482081676 -0.63471605242452 -1.47740197719603 0.333270512440529 0.0915399906695817 -2.77555756156289e-15 3 0.730000599912356
"34" "Solyc00g023580.1.1" 5.31274267442183 35.9694835347319 2.75373614294146 0.27109157661712 35.4344341132485 2.18366988343944 -0.486246620802002 1.30082110585431 -0.6354183153911 -0.780138656064392 1.26963156885637 -0.668649082453188 -0.980214161972749 0.694590547554905 1.58069191773773 -1.35751296805912 0.424296413867774 6.10622663543836e-16 5 3.21738483987569
"35" "Solyc00g023600.1.1" 18.3755773162303 8.99679449846593 35.4303918817658 14.8408809180252 12.5684572774717 6.90585742284337 0.213072947683677 -0.699734727774641 1.87296484852311 -0.130948026614306 -0.352115930946333 -0.903239110871509 -1.40978803602169 0.41211592617785 -1.57943047314935 0.596862061634269 0.298703153232532 -3.49720252756924e-15 3 0.76000040019043
"36" "Solyc00g023710.1.1" 3.9947830249487 0.262280771670524 63.5971470243917 1.39036015339059 0.211288361782708 2.39925131776569 -0.31509407267805 -0.462453953040045 2.03801829866373 -0.417917170086169 -0.464467142828166 -0.378085960031302 -1.15633551843342 0.0134976563223728 -1.7376231412947 -0.257322724644988 -0.0764584757504866 -3.02535774210355e-15 3 0.0519311599728595
"37" "Solyc00g026160.2.1" 7.53669693940485 2.16432555583662 1.09939813388124 3.36971363640495 2.56288975790226 4.91224454108304 1.70152082104176 -0.624986616663237 -1.08615383517925 -0.102992857382102 -0.452388239837546 0.565000728020374 -0.0759455719268802 0.106827856612701 0.895971200586873 2.42385337418708 -1.40697186991334 -6.38378239159465e-16 6 2.40633366280566
"38" "Solyc00g036520.1.1" 1.83280009147189 1.01186243117637 23.4593951475452 1.42513781280202 3.95432100017425 1.22148479863528 -0.411630025561573 -0.504176901741132 2.02640383698455 -0.457587072304387 -0.172464322310315 -0.48054551506714 -1.16733587352986 0.308128603073303 -1.6888039759628 -0.441564522730388 0.017482604643113 -2.38697950294409e-15 3 0.128327189807895
"39" "Solyc00g050430.2.1" 30.8646031237042 97.8574258970529 52.7861267057673 47.5017382751926 47.2078544408226 68.9306915851543 -1.1479208649486 1.73662768057641 -0.204033201366105 -0.431566156843651 -0.444220082322404 0.491112624904354 -0.0875200242297876 -1.45980920472509 0.719639224312307 -1.75933271276914 0.0746216824610386 1.30451205393456e-15 5 1.38140551193284
"40" "Solyc00g052430.2.1" 6.07042361343254 4.77066494934795 20.2036150883488 4.67854746150141 12.8926026330617 5.10889566962277 -0.454878624891377 -0.65990417176065 1.77450856153192 -0.674434898767006 0.621260371515816 -0.606551237628702 -1.1801609820035 1.13391566878386 -1.34523848698489 -0.731593576653381 -0.0308983733309489 -2.66453525910038e-15 3 1.29326568789821
"41" "Solyc00g052540.1.1" 10.1854083394678 2.08791328173211 0.819893786758192 0.563480573240955 1.63575828099508 0.826689517079903 2.01649494174818 -0.160969999097929 -0.501948039211384 -0.570899088742447 -0.282557188088254 -0.50012062660817 -1.59123647179938 0.381469055933845 1.00263946238472 2.41607233943417 -0.971369462390731 -2.16493489801906e-15 6 0.806691030939819
"42" "Solyc00g056680.1.1" 1.74870490393406 1.03784225910793 40.7342644740424 0.246457505510964 0.381351664371985 1.65033423221615 -0.362609182186764 -0.406413638894658 2.03974135465927 -0.45517999260664 -0.44686760569901 -0.368670935272196 -1.17053025850766 -0.0053376197042749 -1.71286797923389 -0.352747331456463 -0.0807090216233008 -2.58126853225349e-15 3 0.0471912735123051
"43" "Solyc00g068970.2.1" 531.663922018449 239.52581420714 93.4322873458265 299.186347016273 347.104065578797 73.8708258266387 1.56761006023595 -0.144171249456056 -1.00020530342381 0.205409247775422 0.486182802629107 -1.11482555776061 -1.02587983960461 1.05535318724084 1.33467078878898 2.19492592874443 0.356272396440299 -3.33066907387547e-16 6 1.82048353167545
"44" "Solyc00g068980.1.1" 239.517191262789 120.259350313838 52.5352783468489 141.641088987863 101.247791028933 62.525413394579 1.76937488428916 0.00942021390966608 -0.990021800191861 0.324962492226545 -0.271144001310259 -0.842591788923247 -0.966167701208665 0.257216875209866 1.22819424439815 2.61356081664417 0.150894519123405 -6.66133814775094e-16 6 0.961504670103067
"45" "Solyc00g069880.2.1" 1.43332738301248 1.60874945989168 12.5146130370518 1.35745146351651 1.94022532120687 1.17058374408805 -0.42282963868073 -0.383876250379958 2.03782771205179 -0.439678282861587 -0.310270304265006 -0.481173235864505 -1.2025678268657 0.121240427269622 -1.67758469681068 -0.445132851964533 0.0560756594415625 -2.94209101525666e-15 3 0.0687566912140984
"46" "Solyc00g072100.2.1" 1.41229799600907 1.68229256372848 0.833209984450634 3.74959674478529 16.9822826998974 2.16126437558698 -0.492494422124686 -0.449009486653218 -0.585761501635297 -0.116052458397097 2.01518484660769 -0.371866977797395 0.262892147774955 2.11328820639957 0.695857719226893 -0.740322654298073 0.377871426697591 9.71445146547012e-16 1 0.209569157898981
"47" "Solyc00g082550.1.1" 41.2342816755681 33.8176692514516 12.5927454166109 26.1023714289072 28.5797760987167 44.8334253387836 0.865794394718492 0.226284067655399 -1.60387196683971 -0.438980928239583 -0.225362394593983 1.17613682729939 0.421507363790346 -0.376411924313918 1.5481280792147 0.973588250400217 -1.60540688936444 3.33066907387547e-16 4 4.10102739750362
"48" "Solyc00g085070.2.1" 17.9669855181629 27.6647677193211 13.789480144761 1.06465844694798 232.832649748353 20.3422288974182 -0.385980806631818 -0.276882043204177 -0.432977187968991 -0.576129744220751 2.03122941569849 -0.359259633672758 -0.2015239751512 2.09929841644222 0.793955638883821 -0.923000201601361 -0.0041179686123326 3.05311331771918e-16 1 0.166886265354643
"49" "Solyc00g094520.1.1" 2.26033120676136 2.24428107009969 3.14814303409119 1.89997314158404 0.732750707947409 2.10086848553939 0.251002918733544 0.230442377049626 1.38830738336675 -0.210622871525828 -1.70585783475842 0.0467280271343243 -1.07308526529726 -1.48988053191117 -1.13846012969312 0.632351970454535 -0.383422625550863 -1.99493199737333e-15 3 2.80782769939186
"50" "Solyc00g094540.1.1" 17.5384148430616 28.8467863934364 9.92441629102775 15.0809136529562 25.6357148862456 8.2155750413343 -0.000227576590016695 1.36237885700226 -0.917679162448083 -0.296345096011927 0.975459602100522 -1.12358662405276 -1.11503092259413 0.535497095486324 1.81792374178075 -0.428293336815098 0.964033846729288 5.55111512312578e-16 5 3.13617344782061
"51" "Solyc00g094550.1.1" 1.21492072173006 2.52599258575686 1.64119775821246 1.70152088823751 1.5053659039028 2.83808549879513 -1.08947372724347 0.98186109793489 -0.416007615227376 -0.320704372580645 -0.630605501064091 1.47493011818069 0.912186907194559 -1.48464504582115 0.370508441049949 -1.44200533187026 -0.802129295888751 2.1094237467878e-15 4 2.45153299958936
"52" "Solyc00g095760.1.1" 3.30432806017879 4.69003969077108 30.8798732413318 1.6115817122905 2.26608604974675 0.79820143614598 -0.339367021642088 -0.220433785031702 2.02739440785435 -0.484652517895527 -0.428477540713633 -0.554463542571396 -1.37716427257153 -0.0325000951247471 -1.57978758263071 -0.381806512713625 0.0729552777288345 -2.72004641033163e-15 3 0.0971366035966991
"53" "Solyc00g099580.1.1" 97.4812678379609 73.2640243473221 55.5313304087388 24.3067190164302 19.7344661352247 42.9534869306142 1.52210467827858 0.707841809609324 0.111610688538659 -0.938262789225734 -1.09199687332043 -0.311297513880399 -2.04349449960529 -0.857280306436675 0.710465063279698 1.55178572015629 -1.06210381155 -2.88657986402541e-15 6 2.09034491187815
"54" "Solyc00g102000.1.1" 290.373876358891 173.05700844769 46.0406719024456 205.298498039181 253.369030225756 31.4987301525556 1.15741408174705 0.0603238606457961 -1.12747106795192 0.361830571269335 0.811362780268832 -1.26346022597909 -0.820805063293395 1.19699854993855 1.47781309281301 1.68623686539312 0.827658759760006 3.33066907387547e-16 6 3.04030835255134
"55" "Solyc00g105750.1.1" 3.98462048592681 2.36883398559679 6.30020182152323 1.51331947720939 1.48674844658542 0.261519506603329 0.613995528177914 -0.13076888985511 1.68131635643175 -0.525101163845401 -0.537348548110065 -1.10209328279909 -2.12158054356192 0.10150905634711 -0.99577944773846 0.769942220370621 0.0917178173160192 -3.44169137633799e-15 3 1.54577492667134
"56" "Solyc00g112190.2.1" 30.3734956575996 3.09354119326498 141.261952775291 4.96814920752409 2.93484051359711 2.25085070783728 -0.00797837918589976 -0.502289526806374 2.00131384919271 -0.468321741410016 -0.505165173655321 -0.517559028135096 -1.40302799188567 0.0824364159123593 -1.63548066953423 0.106346077995633 -0.144763116680022 -3.05311331771918e-15 3 0.186680992538118
"57" "Solyc00g121730.1.1" 63.2822089044503 25.638430142023 904.82321574218 13.7580055235725 22.9669708872837 5.57106412785645 -0.304518481530609 -0.409309690468127 2.03812889278246 -0.442381929743455 -0.416746389283573 -0.465172401756695 -1.24882852586289 0.0539240452504152 -1.68491798893416 -0.277557895873147 -0.0182670626599195 -2.94209101525666e-15 3 0.0518295580167179
"58" "Solyc00g125980.1.1" 8.51984872524251 4.78495030602363 9.10461686283809 6.56544120963868 7.98651947461191 4.12405687438327 0.817165268938424 -1.00790929379499 1.1029147949579 -0.137864571656159 0.556551581594511 -1.33085778003968 -1.53568346979978 1.56141009498942 -0.744454230456025 1.24045208950908 0.361764220272542 -2.22044604925031e-15 3 4.18624579701224
"59" "Solyc00g126000.1.1" 2.95867069313524 3.21310206327987 12.8225200797644 3.47600861118105 0.831502811959043 2.6536908653228 -0.320435101167427 -0.260805164884082 1.99131093116679 -0.1991889392948 -0.818969873614751 -0.391911852205727 -1.08627406146499 -0.423462286325021 -1.73393225658321 -0.112126642065406 0.136847083487229 -2.47024622979097e-15 3 0.240998555376823
"60" "Solyc00g127660.2.1" 5.47281338891285 7.34438713830642 3.61859623621413 6.07685352061817 6.02042965054561 5.45419515474157 -0.157758427626861 1.38218182533904 -1.68341758591853 0.33924881749038 0.292822974650361 -0.173077603934388 0.24096040447246 -0.408576825345551 1.97863872180852 -0.135673888710871 0.76733636290917 2.37310171513627e-15 5 3.08185169432547
"61" "Solyc00g131710.1.1" 170.834214702932 106.706875841857 1407.87374598498 50.2330103784266 58.5958104320605 5.0664933566741 -0.236476168434474 -0.353984825196945 2.03030826804344 -0.457469051903572 -0.442144832646563 -0.540233389861888 -1.3569183159672 0.0330448206231423 -1.63031171230459 -0.209287115639146 0.011141746549782 -2.88657986402541e-15 3 0.0781068898962892
"62" "Solyc00g142160.1.1" 4.09577954098597 1.88806209430239 56.5729507112826 2.6720794007777 1.72762084636387 2.24541647648249 -0.336844749094744 -0.43682738288145 2.03973011340125 -0.401320975413631 -0.444093411675585 -0.420643594335837 -1.17017870845679 0.0240117282112942 -1.72708247266517 -0.282593390653823 -0.0144705845868361 -3.02535774210355e-15 3 0.0473358146410457
"63" "Solyc00g166690.1.1" 9.54748390122682 23.6503979213435 246.234015364909 3.01745387949165 6.59019052519657 0.651155388060855 -0.398043479111694 -0.253118358032379 2.03420734375288 -0.465147723681406 -0.428433375836363 -0.489464407091035 -1.28571256691659 -0.0422667031457951 -1.62611686503424 -0.43604664890741 0.0547242453135586 -2.66453525910038e-15 3 0.0727877211017403
"64" "Solyc00g187050.2.1" 1.26670196653655 8.43007983942515 0.186796362197332 1.38777878078145e-17 1.50710131580696 0 -0.193396871771882 1.99953812278537 -0.52398990100978 -0.581174135429252 -0.119803079145207 -0.581174135429252 -1.28593272624028 -0.890559897260548 1.54010866160486 -0.778732503666035 0.47520402028728 4.9960036108132e-16 5 0.381002217552544
"65" "Solyc00g195360.1.1" 37.8836531148204 34.9911449215726 314.457284093023 9.24018232584063 32.2259830555233 8.97344714182649 -0.294772106811821 -0.319078610589577 2.02934853764899 -0.535470692408091 -0.342314989833075 -0.537712138006425 -1.38482003664261 0.101961929568571 -1.58819932646043 -0.352405145790999 -0.0161076489888235 -2.77555756156289e-15 3 0.0902824754318534
"66" "Solyc00g206460.1.1" 37.7809953391157 41.7165988955521 459.746777424671 17.731196745311 22.2950533999972 12.1968351508086 -0.342890093990362 -0.320693581352089 2.0369656716299 -0.455969473429988 -0.430229659837906 -0.487182863019558 -1.28337373470084 -0.00242991981150753 -1.64922252690893 -0.348548958046743 0.0226247779043578 -2.83106871279415e-15 3 0.0573905621013639
"67" "Solyc00g212260.1.1" 0.997459415644478 0.264672936355304 1.31309842718135 0.819365296336873 0.505724340455283 2.12138724243877 -0.00934159245343502 -1.12087234865498 0.469436986431665 -0.279484528634592 -0.75523234702367 1.69549383033501 0.918714670358232 -0.403564973036994 -1.08966396123484 0.365643111711297 -1.8586779582868 -4.44089209850063e-16 4 2.73347741332882
"68" "Solyc00g230060.1.1" 37.4483759736072 112.229307560258 72.676296365872 29.3273836760766 27.8283685706764 34.6010744794687 -0.442679837816548 1.77855523909971 0.603703121072406 -0.683899525347985 -0.728425113118767 -0.527253883888815 -1.58688802599128 -1.34286001931163 0.399999060851995 -0.991453750348813 0.367469046684879 -9.99200722162641e-16 5 1.16787731917177
"69" "Solyc00g230080.1.1" 40.5968212811824 45.5179696441972 96.803213494259 58.7064424214171 43.2546994063664 45.7551087715536 -0.679149091929585 -0.448794190324238 1.95182583358616 0.16854735778957 -0.554736006031341 -0.43769390309057 -0.604838666522367 -0.171983420212516 -1.9024030937704 -0.340050358421709 0.585212509469871 -1.55431223447522e-15 3 0.474497505452654
"70" "Solyc00g277510.1.1" 22.9187344508103 18.9101464858346 20.594476565022 41.2574668325383 19.383900832576 25.512449858574 -0.218366925169948 -0.693031917421302 -0.493586992931275 1.95315939280754 -0.636933708952421 0.0887601516674033 1.70377891829571 -0.386386511217071 -0.520262077087482 1.34857150840496 1.36188067637825 2.70313285644086e-15 2 1.05196967380096
"71" "Solyc00g281110.1.1" 6.94221038119657 1.67892740418657 52.4107005969875 6.93795624710504 7.77968115430606 4.6872730652816 -0.336026678106048 -0.609638514196351 2.02765339506075 -0.336247829323803 -0.292490748743453 -0.453249624691096 -1.07744545477114 0.248467895603538 -1.77756466941318 -0.233392101503061 0.0323248094670073 -2.52575738102223e-15 3 0.114679718463583
"72" "Solyc00g282510.1.1" 1.47102112006036 0.802496243105478 1.51829511393751 0.771654085662897 0.891125665319615 1.24557928371261 1.04749810219365 -0.928870554282214 1.18725481579689 -1.02004961936841 -0.666854258189455 0.381021513849539 -1.26140389341825 0.138744544165443 -0.959690320684137 1.17905414862253 -1.81542470764996 -3.91353616180368e-15 3 3.6945933209237
"73" "Solyc00g311230.2.1" 7.41090798902874 29.1439722386603 6.49017664920883 6.14596865982013 5.9240782404406 21.8107790142151 -0.53634651108297 1.6182370433353 -0.627626441976613 -0.661750708334903 -0.683748593354096 0.891235211413281 -0.0926322143033127 -1.60100680047725 1.09573722969897 -1.08388284502159 -0.707750001026698 1.16573417585641e-15 5 1.55861078537994
"74" "Solyc00g313030.1.1" 1.46999519482666 8.87932003131662 33.789874259838 1.42241748679077 2.8466220808945 0.177720055670106 -0.511492268676048 0.0603250333889953 1.98280599167372 -0.515164095360382 -0.405250594932071 -0.611224066094218 -1.42630707533827 -0.165087044407074 -1.43782565844178 -0.673150782143714 0.226797936508316 -2.44249065417534e-15 3 0.304587525093443
"75" "Solyc00g323130.2.1" 13.2577868080888 6.53127952256974 3.34847053052498 44.6725022778851 8.40971260064704 52.5701390448234 -0.383067258875721 -0.697024062755718 -0.845580289053744 1.0832009312933 -0.609349015296061 1.45181969468794 2.21585840546258 -0.637977003034817 -0.232981501261292 0.608185667427212 -0.322489530642826 2.22044604925031e-15 4 0.845700033286547
