"unit.classif" "genotype" "gene" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "som$distances" "som_cluster"
"1" 1 "wt" "Solyc05g054320.2.1" 19.8240203794983 39.9549943272807 18.6891095646789 29.9315654369363 18.1463040164742 33.1534208403849 -0.747960176879277 1.4687580929693 -0.872930659896371 0.365030175711621 -0.932701586966349 0.719804155061071 1.47482693608038 1.62528729384487 -0.0323977285030786 -0.335899224367433 -0.627128240175254 1.72084568816899e-15 1.16032957414457 1
"2" 1 "wt" "Solyc06g074820.2.1" 107.7544603626 376.221431733862 133.990543782019 419.418019800198 225.47707696913 438.025596613541 -1.19813786056768 0.632320412067797 -1.01925531240417 0.92684286885935 -0.395482933061822 1.05371282510653 2.1115804499947 0.39372835016821 0.0529416329936156 -0.325279813644794 -0.226076887139605 2.94209101525666e-15 0.0737705415717845 1
"3" 1 "wt" "Solyc11g006360.1.1" 1.3444955405878 15.0692712713834 3.92085708669758 10.9874266507536 3.92627576259018 17.617197762524 -1.11309170253392 0.932992427649067 -0.729008743620363 0.324472648239944 -0.728200929564387 1.31283629982966 1.77519904101789 0.790780416423835 -0.421763404411842 -0.586908840230907 -0.798487934050459 2.22044604925031e-15 0.598936474764154 1
"4" 1 "wt" "Solyc05g013440.2.1" 8.73592854365884 37.51012381469 13.7809799579587 38.9961201609255 28.776889498271 50.0162453503554 -1.31978193497081 0.497225063267208 -1.0012015666961 0.591061423764295 -0.0542533610889866 1.2869503757244 2.01919063653434 -0.0626471206240693 0.131744947428848 -0.48880680773703 -0.630046120512118 2.88657986402541e-15 0.523386720493938 1
"5" 1 "wt" "Solyc03g031420.1.1" 1.12698322067751 15.8993727066099 6.79663378370351 14.5230460895383 6.45204991740887 12.3070536609908 -1.47971285788083 1.12547043665516 -0.479842190598621 0.882748491499663 -0.540611244440066 0.491947364764693 1.73405091124547 1.00569690507601 0.254667181274725 -1.00487786149406 0.107681391000527 1.41553435639707e-15 0.628777353199688 1
"6" 1 "tf2" "Solyc01g111210.2.1" 17.5979874941568 21.6593252470878 12.1325991426897 23.2008217236643 18.3857336336276 24.8380019359336 -0.442822700615274 0.43974191649035 -1.63049993190809 0.774722735713666 -0.271638496726607 1.13049647704596 1.96166785186706 0.25643027702291 0.178335045848565 0.656219891997631 -0.570784161350258 1.99840144432528e-15 1.17967881070696 1
"7" 1 "tf2" "Solyc11g011420.1.1" 6.52313684992694 15.29972613087 14.7889557238179 17.2886880065 10.4152771252618 14.9622963260926 -1.68205413156276 0.524667956341718 0.396243541912618 1.02475813516356 -0.703442550244558 0.439827048389424 1.40338512163966 0.549477048519705 -0.401014629231496 -1.47150302876196 0.771103906471477 2.33146835171283e-15 2.29974787290181 1
"8" 1 "wt" "Solyc04g005910.2.1" 4.24380135638503 26.8693666241395 15.8635848543934 21.4790463354345 6.26371464700935 26.5571100307382 -1.27900845446335 1.01120387637968 -0.102826947661761 0.46558312187949 -1.07454813399505 0.979596537860991 1.50804346602162 1.1457133463634 -0.709943532702491 -1.05258644737329 -0.251225761102623 1.94289029309402e-15 1.24770684070236 1
"9" 1 "wt" "Solyc07g053640.1.1" 1.40433701076829 7.7976727948332 1.2360302392168 8.8685089647046 3.22139591736045 5.81337173919087 -1.0170446870415 0.941944618949694 -1.06861575678213 1.27006075051206 -0.460277596027409 0.333932670389276 1.92486244759102 0.949296463630699 0.547626257015423 -0.173808746517205 0.343726319169465 1.49880108324396e-15 0.562306435317956 1
"10" 1 "tf2" "Solyc11g069070.1.1" 59.3371984759534 210.358958787859 113.374218124082 176.153186623886 127.799022920373 236.722447225983 -1.43271775065553 0.854017135968509 -0.614502297840263 0.336081625418748 -0.396085400220378 1.25320668732891 1.79510676245321 0.449976595672383 -0.152400166130908 -0.920080540315374 -0.740217688757586 2.44249065417534e-15 0.614672657366642 1
"11" 1 "wt" "Solyc02g068080.2.1" 15.8997844885983 31.8883761306066 7.86049448446045 33.3627542486513 15.0606890462641 39.4103922149131 -0.636216616611638 0.633093770377545 -1.27444383103743 0.750142444925383 -0.702831149303293 1.23025538164944 1.99377977171099 0.653858106222093 -0.277805920807946 0.275791470576866 -0.513258565005905 3.49720252756924e-15 0.556886661038299 1
"12" 1 "wt" "Solyc09g091260.2.1" 3.00142811809497 15.6279051649549 3.36028067244528 26.2698110539643 7.56169994290348 23.5194898245981 -1.00639893058931 0.236729953410463 -0.97106841252363 1.28446959942081 -0.557421309731904 1.01368910001357 2.16550130498382 0.220154729473029 -0.227292745294015 -0.00726804338789228 0.248964035403704 3.27515792264421e-15 0.456586230310403 1
"13" 1 "tf2" "Solyc03g044150.2.1" 50.367699302994 120.893644975974 52.2057130369536 85.1587532381987 35.7381303156066 117.020112224995 -0.729026664757599 1.20900526377077 -0.678518596166722 0.227021109011025 -1.13104285224174 1.10256174038426 1.48084208038798 1.42397496078405 -0.602124939983904 -0.364691792535585 -0.770815741961565 2.77555756156289e-15 1.29180500132234 1
"14" 1 "tf2" "Solyc02g085180.2.1" 1.32971164926182 4.64992868819247 2.96004977140228 5.22468078845273 4.67918001825092 5.60962812375394 -1.69300586936408 0.354160601331872 -0.687778349473306 0.708539009375292 0.372196272318671 0.945888335811555 1.86241176076868 -0.461629176542536 0.545873788646722 -0.955804314216485 -0.255574715633571 9.99200722162641e-16 1.27432914277415 1
"15" 1 "tf2" "Solyc08g067180.2.1" 5.58357419098077 17.6933699112125 5.59349936437413 21.8840536750613 7.94883797918724 24.7160713346913 -0.968845263730172 0.441370769194004 -0.967689452437214 0.929386386403897 -0.693404373290453 1.25918193385994 2.10098396428925 0.416025914402204 -0.429939912108653 -0.0861439143128467 -0.215850350783225 3.71924713249427e-15 0.293998663093544 1
"16" 1 "wt" "Solyc06g053620.2.1" 2.35808257216297 14.8161864056028 4.36864771974941 9.38464645441124 9.5196777698326 14.4312941989002 -1.33551728037715 1.11545204023323 -0.939964830365006 0.0468674496708338 0.0734330984922111 1.03972952234588 1.59285328511024 0.419616073270822 0.55158776932151 -0.824603685647422 -1.12514805311828 5.55111512312578e-16 1.19876417303585 1
"17" 1 "tf2" "Solyc07g039310.1.1" 1.37581466974091 11.4730934887247 3.76144101472745 14.7633700648955 4.8314181817381 19.3965215327352 -1.1161068942149 0.312033899381317 -0.778688232946711 0.777404647766426 -0.627352604029394 1.43270918404326 2.05247235020188 0.171787228945105 -0.593004556901809 -0.312170408223047 -0.337371587091704 3.33066907387547e-15 0.508431494091868 1
