"gene" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "1" "2" "3" "4" "5" "6" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "som$unit.classif" "som$distances"
"1" "Solyc00g005050.2.1" 9.52573525929202 1.29697848692351 3.96377910765391 11.0248309687251 9.45763038364352 6.84258864232877 0.668230625438969 -1.52498426925402 -0.814200489351512 1.06778539773936 0.650078596912003 -0.0469098614848016 1.53872295110158 0.149044742942777 0.372909645266685 2.49124748137632 -0.654856216706738 1.7277845820729e-15 4 4.66126907809322
"2" "Solyc00g005070.1.1" 16.1747739263126 14.2025961928541 158.811325852359 4.47981874606273 11.5423469510571 3.10766739538249 -0.303938017890561 -0.336260498776126 2.03376570170657 -0.495609366196615 -0.379859944105039 -0.51809787473823 -0.968483387384087 -1.48356425306624 -0.0903644648974303 -0.0696930341915244 0.110815329536436 -8.32667268468867e-16 3 0.0572354677004275
"3" "Solyc00g005870.1.1" 6.11047178911882 0.529139521994693 37.6123822051538 1.4560895723767 2.34432617526463 1.56409942215704 -0.148834675158649 -0.533603747563983 2.02286202191315 -0.469701135430959 -0.408467373057992 -0.462255090701565 -0.905174348936567 -1.51007289153079 -0.1593653063208 0.219964090475966 0.230498535002811 -9.43689570931383e-16 3 0.119092819943752
"4" "Solyc00g005880.1.1" 1.83994273297518 1.12358110517276 61.6388001374373 2.03581244046073 5.71122618833261 1.78741775359458 -0.43457521218634 -0.464178432130356 2.0365771491925 -0.426481012544669 -0.274596716484188 -0.436745775846943 -0.72978817339962 -1.58630517082512 0.0253356329037413 -0.17954944035325 0.110874352229869 -6.10622663543836e-16 3 0.0775049044706795
"5" "Solyc00g007140.1.1" 6.45402460813104 15.9649196448838 2.98794650123361 4.15435285224845 3.46050660196192 5.49621603244434 0.00708472137028644 1.96794167765737 -0.707515044548766 -0.467037571250336 -0.610087540912557 -0.190386242316001 -1.0589199350966 1.70548775763243 -0.707832408638057 -0.497714990703073 -0.502358039613105 -2.08166817117217e-16 6 0.256226343280071
"6" "Solyc00g014800.1.1" 75.1590409119464 15.7915328286483 124.303609420505 5.63443590866402 10.0968722062073 4.19087383266486 0.72558787589025 -0.472208970049166 1.71712703687393 -0.677138215817541 -0.587104251196636 -0.706263475700833 -1.62552607780007 -0.958685409866459 -0.453481694741196 1.3828123154305 0.436564113885171 -8.32667268468867e-16 3 1.51120855217386
"7" "Solyc00g019970.2.1" 19.0088305327243 18.8580688285427 34.7151410089426 4.81352560169901 81.6219853284313 9.17186105676661 -0.319925812242377 -0.325271480002116 0.236984299598973 -0.823259097849425 1.90019450772807 -0.668722417233123 -0.551032994205169 -0.0109276334768164 2.36556907596306 0.197988511286475 0.172258779443556 2.77555756156289e-16 1 0.804629108421501
"8" "Solyc00g020010.1.1" 4.81712839640435 5.32370407834466 809.411599996293 2.44610675398439 4.30296587606945 2.17511514617251 -0.4051921391971 -0.403651865080349 2.04122620117657 -0.412401374453098 -0.406755481556611 -0.413225340889407 -0.758271501279274 -1.55792626765472 -0.132375045000335 -0.17934981047558 0.104736409856986 -6.93889390390723e-16 3 0.0210617639785897
"9" "Solyc00g023580.1.1" 5.31274267442183 35.9694835347319 2.75373614294146 0.27109157661712 35.4344341132485 2.18366988343944 -0.486246620802002 1.30082110585431 -0.6354183153911 -0.780138656064392 1.26963156885637 -0.668649082453188 -0.923927813225252 1.26577096346842 1.59765784525322 -0.700954795156649 -0.485233286174275 -5.55111512312578e-17 6 3.65394291506501
"10" "Solyc00g036520.1.1" 1.83280009147189 1.01186243117637 23.4593951475452 1.42513781280202 3.95432100017425 1.22148479863528 -0.411630025561573 -0.504176901741132 2.02640383698455 -0.457587072304387 -0.172464322310315 -0.48054551506714 -0.764763491134685 -1.58414460332002 0.146499202129319 -0.120457981778502 0.125227624752023 -8.32667268468867e-16 3 0.151735214203398
"11" "Solyc00g052540.1.1" 10.1854083394678 2.08791328173211 0.819893786758192 0.563480573240955 1.63575828099508 0.826689517079903 2.01649494174818 -0.160969999097929 -0.501948039211384 -0.570899088742447 -0.282557188088254 -0.50012062660817 -1.4912391651909 1.26927721084593 -0.56157851300784 3.20625628676682 0.571382244943069 -1.11022302462516e-16 5 0.62474783196888
"12" "Solyc00g069880.2.1" 1.43332738301248 1.60874945989168 12.5146130370518 1.35745146351651 1.94022532120687 1.17058374408805 -0.42282963868073 -0.383876250379958 2.03782771205179 -0.439678282861587 -0.310270304265006 -0.481173235864505 -0.813919891559487 -1.55270431086779 -0.00730283333837356 -0.195502859626599 0.0676508778000477 -6.93889390390723e-16 3 0.0576666301585988
