"","ITAG","cluster"
"774","Solyc02g084700.2.1",3
"775","Solyc02g084870.2.1",2
"776","Solyc02g084890.1.1",1
"777","Solyc02g084900.2.1",6
"778","Solyc02g085020.2.1",4
"779","Solyc02g085220.2.1",1
"780","Solyc02g085310.2.1",1
"781","Solyc02g085480.2.1",1
"782","Solyc02g085490.1.1",3
"783","Solyc02g085520.2.1",4
"784","Solyc02g085530.1.1",5
"785","Solyc02g085590.2.1",1
"786","Solyc02g085660.1.1",5
"787","Solyc02g085710.2.1",4
"788","Solyc02g085740.2.1",4
"789","Solyc02g085750.2.1",1
"790","Solyc02g085940.2.1",6
"791","Solyc02g085950.2.1",2
"792","Solyc02g085980.1.1",3
"793","Solyc02g086100.2.1",4
"794","Solyc02g086110.2.1",1
"795","Solyc02g086270.2.1",6
"796","Solyc02g086340.2.1",1
"797","Solyc02g086500.2.1",1
"798","Solyc02g086570.1.1",5
"799","Solyc02g086720.1.1",6
"800","Solyc02g086770.2.1",4
"801","Solyc02g086860.2.1",4
"802","Solyc02g086930.2.1",2
"803","Solyc02g086970.2.1",2
"804","Solyc02g087000.2.1",2
"805","Solyc02g087010.2.1",2
"806","Solyc02g087060.2.1",2
"807","Solyc02g087210.2.1",2
"808","Solyc02g087600.2.1",6
"809","Solyc02g087850.1.1",3
"810","Solyc02g087940.2.1",4
"811","Solyc02g088120.2.1",6
"812","Solyc02g088130.1.1",4
"813","Solyc02g088140.1.1",3
"814","Solyc02g088160.2.1",6
"815","Solyc02g088230.2.1",3
"816","Solyc02g088480.2.1",2
"817","Solyc02g088500.1.1",1
"818","Solyc02g088530.1.1",6
"819","Solyc02g088630.2.1",3
"820","Solyc02g088650.1.1",4
"821","Solyc02g088680.1.1",2
"822","Solyc02g088900.2.1",6
"823","Solyc02g088940.2.1",2
"824","Solyc02g089010.1.1",1
"825","Solyc02g089020.1.1",4
"826","Solyc02g089030.1.1",1
"827","Solyc02g089160.2.1",4
"828","Solyc02g089250.2.1",3
"829","Solyc02g089350.2.1",2
"830","Solyc02g089550.2.1",2
"831","Solyc02g089620.2.1",3
"832","Solyc02g089660.1.1",1
"833","Solyc02g089790.2.1",2
"834","Solyc02g089840.2.1",2
"835","Solyc02g089880.2.1",2
"836","Solyc02g089900.1.1",6
"837","Solyc02g090310.1.1",2
"838","Solyc02g090330.2.1",2
"839","Solyc02g090340.2.1",1
"840","Solyc02g090360.2.1",2
"841","Solyc02g090380.2.1",4
"842","Solyc02g090400.2.1",4
"843","Solyc02g090440.2.1",1
"844","Solyc02g090560.2.1",1
"845","Solyc02g090720.2.1",6
"846","Solyc02g090730.2.1",5
"847","Solyc02g090750.2.1",6
"848","Solyc02g090930.2.1",3
"849","Solyc02g091010.1.1",1
"850","Solyc02g091060.1.1",1
"851","Solyc02g091280.2.1",4
"852","Solyc02g091330.2.1",1
"853","Solyc02g091360.1.1",3
"854","Solyc02g091500.1.1",1
"855","Solyc02g091610.1.1",6
"856","Solyc02g091670.1.1",1
"857","Solyc02g091680.2.1",2
"858","Solyc02g091690.2.1",3
"859","Solyc02g091740.2.1",3
"860","Solyc02g091830.2.1",3
"861","Solyc02g091910.1.1",3
"862","Solyc02g091920.2.1",3
"863","Solyc02g091930.2.1",3
"864","Solyc02g092150.2.1",2
"865","Solyc02g092200.2.1",2
"866","Solyc02g092210.1.1",4
"867","Solyc02g092240.2.1",1
"868","Solyc02g092280.1.1",4
"869","Solyc02g092370.1.1",3
"870","Solyc02g092570.1.1",4
"871","Solyc02g092660.2.1",1
"872","Solyc02g092750.2.1",5
"873","Solyc02g092820.2.1",1
"874","Solyc02g092920.2.1",3
"875","Solyc02g093020.2.1",2
"876","Solyc02g093140.2.1",2
"877","Solyc02g093180.2.1",1
"878","Solyc02g093220.2.1",6
"879","Solyc02g093230.2.1",6
"880","Solyc02g093250.2.1",6
"881","Solyc02g093280.2.1",6
"882","Solyc02g093310.2.1",5
"883","Solyc02g093330.2.1",6
"884","Solyc02g093350.2.1",1
"885","Solyc02g093480.2.1",6
"886","Solyc02g093560.1.1",4
"887","Solyc02g093600.2.1",2
"888","Solyc02g093860.2.1",1
"889","Solyc02g094030.2.1",5
"890","Solyc02g094060.2.1",3
"891","Solyc02g094130.2.1",2
"892","Solyc02g094260.1.1",3
"893","Solyc02g094310.1.1",5
"894","Solyc02g094400.2.1",2
"895","Solyc02g094630.2.1",2
"896","Solyc02g094700.1.1",5
"897","Solyc03g005130.1.1",2
"898","Solyc03g005250.2.1",2
"899","Solyc03g005260.2.1",4
"900","Solyc03g005300.2.1",6
"901","Solyc03g005440.2.1",4
"902","Solyc03g005630.2.1",5
"903","Solyc03g005660.2.1",2
"904","Solyc03g005820.2.1",2
"905","Solyc03g005960.2.1",3
"906","Solyc03g006220.2.1",3
"907","Solyc03g006250.2.1",3
"908","Solyc03g006340.2.1",3
"909","Solyc03g006510.2.1",4
"910","Solyc03g006590.2.1",6
"911","Solyc03g006600.1.1",6
"912","Solyc03g006620.2.1",2
"913","Solyc03g006640.2.1",2
"914","Solyc03g006660.2.1",1
"915","Solyc03g006780.2.1",4
"916","Solyc03g006830.2.1",2
"917","Solyc03g006840.2.1",2
"918","Solyc03g006860.2.1",6
"919","Solyc03g006960.2.1",6
"920","Solyc03g007060.2.1",6
"921","Solyc03g007150.2.1",5
"922","Solyc03g007250.1.1",4
"923","Solyc03g007260.2.1",6
"924","Solyc03g007390.2.1",4
"925","Solyc03g007410.2.1",4
"926","Solyc03g007490.2.1",6
"927","Solyc03g007520.2.1",3
"928","Solyc03g007530.2.1",2
"929","Solyc03g007560.2.1",5
"930","Solyc03g007710.2.1",6
"931","Solyc03g007840.1.1",1
"932","Solyc03g007870.2.1",2
"933","Solyc03g007970.1.1",3
"934","Solyc03g013220.1.1",4
"935","Solyc03g013240.2.1",2
"936","Solyc03g013360.1.1",1
"937","Solyc03g013610.1.1",1
"938","Solyc03g019640.1.1",6
"939","Solyc03g019750.2.1",1
"940","Solyc03g019790.2.1",2
"941","Solyc03g019850.2.1",2
"942","Solyc03g020000.2.1",5
"943","Solyc03g020090.1.1",3
"944","Solyc03g025190.2.1",4
"945","Solyc03g025290.2.1",1
"946","Solyc03g025330.2.1",1
"947","Solyc03g025390.2.1",1
"948","Solyc03g025430.1.1",3
"949","Solyc03g025460.2.1",4
"950","Solyc03g025500.2.1",3
"951","Solyc03g025560.2.1",5
"952","Solyc03g025580.1.1",4
"953","Solyc03g025590.2.1",3
"954","Solyc03g025620.2.1",3
"955","Solyc03g025640.1.1",6
"956","Solyc03g025690.2.1",4
"957","Solyc03g025700.1.1",4
"958","Solyc03g025850.2.1",1
"959","Solyc03g026080.2.1",3
"960","Solyc03g026150.2.1",4
"961","Solyc03g026350.2.1",1
"962","Solyc03g031430.1.1",6
"963","Solyc03g031440.2.1",6
"964","Solyc03g031760.2.1",4
"965","Solyc03g031800.2.1",3
"966","Solyc03g031980.2.1",3
"967","Solyc03g032010.2.1",4
"968","Solyc03g033460.2.1",4
"969","Solyc03g033480.2.1",1
"970","Solyc03g033490.1.1",1
"971","Solyc03g033510.2.1",1
"972","Solyc03g033550.2.1",6
"973","Solyc03g033630.2.1",4
"974","Solyc03g033830.2.1",4
"975","Solyc03g033840.2.1",6
"976","Solyc03g033860.1.1",2
"977","Solyc03g034010.2.1",6
"978","Solyc03g034020.2.1",5
"979","Solyc03g034070.1.1",2
"980","Solyc03g034300.1.1",2
"981","Solyc03g043620.1.1",4
"982","Solyc03g044030.1.1",1
"983","Solyc03g044040.1.1",5
"984","Solyc03g044220.1.1",5
"985","Solyc03g044350.1.1",2
"986","Solyc03g044360.1.1",5
"987","Solyc03g044740.2.1",3
"988","Solyc03g045000.1.1",6
"989","Solyc03g045100.1.1",1
"990","Solyc03g046580.1.1",3
"991","Solyc03g051780.1.1",5
"992","Solyc03g051920.2.1",1
"993","Solyc03g051940.1.1",6
"994","Solyc03g053030.1.1",1
"995","Solyc03g058160.2.1",1
"996","Solyc03g058370.1.1",1
"997","Solyc03g058480.1.1",6
"998","Solyc03g058840.1.1",6
"999","Solyc03g058910.2.1",1
"1000","Solyc03g058930.2.1",3
"1001","Solyc03g059190.2.1",4
"1002","Solyc03g059260.2.1",3
"1003","Solyc03g059360.1.1",5
"1004","Solyc03g059490.1.1",4
"1005","Solyc03g062700.2.1",3
"1006","Solyc03g062730.2.1",1
"1007","Solyc03g062740.2.1",2
"1008","Solyc03g062840.1.1",1
"1009","Solyc03g062850.1.1",4
"1010","Solyc03g062860.1.1",1
"1011","Solyc03g062870.1.1",3
"1012","Solyc03g062910.2.1",6
"1013","Solyc03g063090.1.1",6
"1014","Solyc03g063140.2.1",3
"1015","Solyc03g063200.2.1",4
"1016","Solyc03g063380.1.1",1
"1017","Solyc03g063390.1.1",4
"1018","Solyc03g063480.2.1",4
"1019","Solyc03g063650.1.1",3
"1020","Solyc03g063790.1.1",4
"1021","Solyc03g063890.1.1",1
"1022","Solyc03g063940.1.1",1
"1023","Solyc03g063970.2.1",1
"1024","Solyc03g064010.2.1",1
"1025","Solyc03g064040.1.1",4
"1026","Solyc03g065240.1.1",1
"1027","Solyc03g071650.1.1",6
"1028","Solyc03g071770.1.1",4
"1029","Solyc03g071790.1.1",6
"1030","Solyc03g077910.2.1",4
"1031","Solyc03g078110.1.1",1
"1032","Solyc03g078150.2.1",6
"1033","Solyc03g078350.2.1",4
"1034","Solyc03g078520.2.1",3
"1035","Solyc03g078740.1.1",1
"1036","Solyc03g079860.1.1",3
"1037","Solyc03g079870.1.1",3
"1038","Solyc03g079910.2.1",2
"1039","Solyc03g080060.1.1",2
"1040","Solyc03g080130.1.1",4
"1041","Solyc03g082410.2.1",3
"1042","Solyc03g082420.2.1",1
"1043","Solyc03g082540.2.1",1
"1044","Solyc03g082640.1.1",1
"1045","Solyc03g082720.2.1",2
"1046","Solyc03g082770.1.1",1
"1047","Solyc03g082790.2.1",1
"1048","Solyc03g082880.1.1",3
"1049","Solyc03g082890.2.1",2
"1050","Solyc03g083030.2.1",4
"1051","Solyc03g083060.2.1",2
"1052","Solyc03g083100.2.1",4
"1053","Solyc03g083150.2.1",1
"1054","Solyc03g083160.1.1",4
"1055","Solyc03g083350.2.1",4
"1056","Solyc03g083380.2.1",5
"1057","Solyc03g083720.1.1",1
"1058","Solyc03g083740.1.1",1
"1059","Solyc03g093150.1.1",4
"1060","Solyc03g093310.2.1",5
"1061","Solyc03g093360.2.1",3
"1062","Solyc03g093490.2.1",1
"1063","Solyc03g093630.1.1",4
"1064","Solyc03g093710.1.1",1
"1065","Solyc03g093850.1.1",5
"1066","Solyc03g094060.2.1",4
"1067","Solyc03g094090.2.1",4
"1068","Solyc03g095200.1.1",5
"1069","Solyc03g095230.2.1",4
"1070","Solyc03g095300.2.1",4
"1071","Solyc03g095310.2.1",3
"1072","Solyc03g095460.1.1",1
"1073","Solyc03g095700.1.1",6
"1074","Solyc03g095770.2.1",5
"1075","Solyc03g095880.1.1",4
"1076","Solyc03g095970.2.1",1
"1077","Solyc03g095980.2.1",3
"1078","Solyc03g096270.1.1",1
"1079","Solyc03g096290.2.1",2
"1080","Solyc03g096460.2.1",3
"1081","Solyc03g096660.1.1",5
"1082","Solyc03g097030.2.1",4
"1083","Solyc03g097120.2.1",6
"1084","Solyc03g097720.2.1",6
"1085","Solyc03g097750.2.1",5
"1086","Solyc03g097760.2.1",4
"1087","Solyc03g097920.1.1",2
"1088","Solyc03g098020.2.1",2
"1089","Solyc03g098060.1.1",3
"1090","Solyc03g098100.2.1",3
"1091","Solyc03g098210.2.1",6
"1092","Solyc03g098300.1.1",2
"1093","Solyc03g098340.2.1",6
"1094","Solyc03g098420.2.1",1
"1095","Solyc03g098440.2.1",5
"1096","Solyc03g098650.2.1",4
"1097","Solyc03g098660.2.1",3
"1098","Solyc03g098710.1.1",4
"1099","Solyc03g098780.1.1",4
"1100","Solyc03g098790.1.1",4
"1101","Solyc03g110930.2.1",6
"1102","Solyc03g111120.2.1",1
"1103","Solyc03g111160.2.1",1
"1104","Solyc03g111180.2.1",3
"1105","Solyc03g111250.2.1",4
"1106","Solyc03g111370.2.1",5
"1107","Solyc03g111400.1.1",1
"1108","Solyc03g111500.2.1",4
"1109","Solyc03g111550.2.1",6
"1110","Solyc03g111600.2.1",6
"1111","Solyc03g111610.2.1",2
"1112","Solyc03g111650.2.1",4
"1113","Solyc03g111830.2.1",5
"1114","Solyc03g112010.2.1",1
"1115","Solyc03g112060.2.1",3
"1116","Solyc03g112130.1.1",1
"1117","Solyc03g112280.2.1",1
"1118","Solyc03g112350.2.1",5
"1119","Solyc03g112440.1.1",6
"1120","Solyc03g112450.2.1",3
"1121","Solyc03g112460.2.1",4
"1122","Solyc03g112500.2.1",3
"1123","Solyc03g112590.2.1",1
"1124","Solyc03g112620.2.1",3
"1125","Solyc03g112640.2.1",2
"1126","Solyc03g112790.2.1",3
"1127","Solyc03g112860.2.1",5
"1128","Solyc03g112920.1.1",3
"1129","Solyc03g112970.1.1",5
"1130","Solyc03g113060.2.1",3
"1131","Solyc03g113120.2.1",2
"1132","Solyc03g113250.2.1",3
"1133","Solyc03g113280.2.1",2
"1134","Solyc03g113390.2.1",4
"1135","Solyc03g113510.1.1",6
"1136","Solyc03g113720.2.1",6
"1137","Solyc03g113730.2.1",5
"1138","Solyc03g113750.1.1",5
"1139","Solyc03g113770.2.1",2
"1140","Solyc03g113920.2.1",2
"1141","Solyc03g113950.2.1",6
"1142","Solyc03g114010.1.1",4
"1143","Solyc03g114180.2.1",1
"1144","Solyc03g114210.2.1",6
"1145","Solyc03g114240.2.1",3
"1146","Solyc03g114290.2.1",2
"1147","Solyc03g114350.1.1",6
"1148","Solyc03g114390.1.1",3
"1149","Solyc03g114570.1.1",1
"1150","Solyc03g114680.2.1",5
"1151","Solyc03g114770.2.1",1
"1152","Solyc03g114800.1.1",2
"1153","Solyc03g114910.2.1",4
"1154","Solyc03g115270.1.1",5
"1155","Solyc03g115400.1.1",4
"1156","Solyc03g115500.2.1",2
"1157","Solyc03g115550.2.1",6
"1158","Solyc03g115560.2.1",4
"1159","Solyc03g115660.2.1",5
"1160","Solyc03g115730.2.1",3
"1161","Solyc03g115740.1.1",2
"1162","Solyc03g115790.1.1",5
"1163","Solyc03g115890.2.1",3
"1164","Solyc03g116100.2.1",6
"1165","Solyc03g116320.2.1",1
"1166","Solyc03g116360.1.1",6
"1167","Solyc03g116410.1.1",1
"1168","Solyc03g116830.2.1",4
"1169","Solyc03g116870.2.1",2
"1170","Solyc03g116900.2.1",1
"1171","Solyc03g116910.2.1",2
"1172","Solyc03g116970.1.1",2
"1173","Solyc03g117050.2.1",4
"1174","Solyc03g117110.2.1",2
"1175","Solyc03g117200.2.1",2
"1176","Solyc03g117290.1.1",5
"1177","Solyc03g117340.1.1",4
"1178","Solyc03g117370.2.1",6
"1179","Solyc03g117410.2.1",6
"1180","Solyc03g117490.2.1",6
"1181","Solyc03g117570.2.1",5
"1182","Solyc03g117830.1.1",4
"1183","Solyc03g117980.2.1",2
"1184","Solyc03g118160.1.1",5
"1185","Solyc03g118210.2.1",4
"1186","Solyc03g118310.2.1",1
"1187","Solyc03g118320.1.1",5
"1188","Solyc03g118380.1.1",6
"1189","Solyc03g118770.2.1",4
"1190","Solyc03g119030.2.1",4
"1191","Solyc03g119050.2.1",5
"1192","Solyc03g119120.2.1",1
"1193","Solyc03g119150.2.1",2
"1194","Solyc03g119160.2.1",3
"1195","Solyc03g119760.2.1",4
"1196","Solyc03g119820.1.1",1
"1197","Solyc03g119840.2.1",1
"1198","Solyc03g120300.2.1",4
"1199","Solyc03g120420.2.1",5
"1200","Solyc03g120620.2.1",4
"1201","Solyc03g120700.2.1",4
"1202","Solyc03g120710.2.1",3
"1203","Solyc03g120840.1.1",6
"1204","Solyc03g120890.2.1",5
"1205","Solyc03g120950.2.1",1
"1206","Solyc03g121000.2.1",1
"1207","Solyc03g121060.2.1",4
"1208","Solyc03g121090.2.1",3
"1209","Solyc03g121400.1.1",1
"1210","Solyc03g121550.2.1",6
"1211","Solyc03g121760.2.1",5
"1212","Solyc03g121900.1.1",2
"1213","Solyc03g121940.2.1",3
"1214","Solyc03g121970.1.1",3
"1215","Solyc03g122170.2.1",1
"1216","Solyc03g122300.1.1",3
"1217","Solyc03g122340.2.1",5
"1218","Solyc03g123400.1.1",6
"1219","Solyc03g123430.2.1",6
"1220","Solyc03g123540.2.1",5
"1221","Solyc03g123560.2.1",3
"1222","Solyc03g123660.2.1",2
"1223","Solyc03g123890.2.1",1
"1224","Solyc04g005100.2.1",3
"1225","Solyc04g005140.2.1",3
"1226","Solyc04g005380.2.1",6
"1227","Solyc04g005500.2.1",6
"1228","Solyc04g005540.2.1",1
"1229","Solyc04g005600.1.1",4
"1230","Solyc04g005770.1.1",1
"1231","Solyc04g005860.2.1",4
"1232","Solyc04g006930.2.1",1
"1233","Solyc04g006970.2.1",1
"1234","Solyc04g007030.2.1",5
"1235","Solyc04g007080.2.1",6
"1236","Solyc04g007200.2.1",5
"1237","Solyc04g007230.2.1",4
"1238","Solyc04g007350.2.1",6
"1239","Solyc04g007360.1.1",1
"1240","Solyc04g007410.2.1",2
"1241","Solyc04g007480.1.1",2
"1242","Solyc04g007510.2.1",4
"1243","Solyc04g007900.2.1",3
"1244","Solyc04g007950.2.1",2
"1245","Solyc04g008060.2.1",1
"1246","Solyc04g008090.2.1",2
"1247","Solyc04g008230.2.1",3
"1248","Solyc04g008400.1.1",1
"1249","Solyc04g008710.2.1",3
"1250","Solyc04g008850.1.1",3
"1251","Solyc04g009230.2.1",4
"1252","Solyc04g009400.2.1",4
"1253","Solyc04g009450.1.1",4
"1254","Solyc04g009520.2.1",4
"1255","Solyc04g009620.2.1",1
"1256","Solyc04g009690.1.1",3
"1257","Solyc04g009880.1.1",1
"1258","Solyc04g009890.1.1",3
"1259","Solyc04g009950.2.1",3
"1260","Solyc04g009960.2.1",4
"1261","Solyc04g010050.2.1",5
"1262","Solyc04g010140.1.1",5
"1263","Solyc04g010200.1.1",6
"1264","Solyc04g010320.1.1",6
"1265","Solyc04g010330.2.1",6
"1266","Solyc04g011540.2.1",3
"1267","Solyc04g011560.2.1",5
"1268","Solyc04g011670.2.1",6
"1269","Solyc04g011950.1.1",1
"1270","Solyc04g012080.1.1",4
"1271","Solyc04g014210.2.1",4
"1272","Solyc04g014260.1.1",3
"1273","Solyc04g014360.2.1",2
"1274","Solyc04g014400.2.1",4
"1275","Solyc04g014480.2.1",5
"1276","Solyc04g014640.1.1",4
"1277","Solyc04g014660.1.1",1
"1278","Solyc04g014730.2.1",2
"1279","Solyc04g014740.1.1",1
"1280","Solyc04g014750.1.1",5
"1281","Solyc04g014940.1.1",1
"1282","Solyc04g014990.1.1",6
"1283","Solyc04g015020.2.1",2
"1284","Solyc04g015090.1.1",1
"1285","Solyc04g015200.2.1",5
"1286","Solyc04g016010.2.1",2
"1287","Solyc04g016190.1.1",1
"1288","Solyc04g016230.2.1",2
"1289","Solyc04g016320.1.1",1
"1290","Solyc04g016540.1.1",5
"1291","Solyc04g016570.1.1",1
"1292","Solyc04g017750.2.1",2
"1293","Solyc04g017990.1.1",1
"1294","Solyc04g018000.1.1",3
"1295","Solyc04g018110.1.1",6
"1296","Solyc04g018140.1.1",6
"1297","Solyc04g018190.1.1",4
"1298","Solyc04g018200.1.1",1
"1299","Solyc04g018250.1.1",4
"1300","Solyc04g024430.2.1",1
"1301","Solyc04g024550.1.1",4
"1302","Solyc04g024830.1.1",3
"1303","Solyc04g024840.2.1",3
"1304","Solyc04g025300.2.1",5
"1305","Solyc04g025430.1.1",1
"1306","Solyc04g025620.1.1",1
"1307","Solyc04g025880.2.1",6
"1308","Solyc04g025900.1.1",1
"1309","Solyc04g026300.1.1",5
"1310","Solyc04g026310.1.1",1
"1311","Solyc04g028470.1.1",3
"1312","Solyc04g039940.1.1",1
"1313","Solyc04g040000.2.1",3
"1314","Solyc04g045540.1.1",4
"1315","Solyc04g047680.1.1",1
"1316","Solyc04g047730.1.1",1
"1317","Solyc04g048900.2.1",4
"1318","Solyc04g049080.2.1",2
"1319","Solyc04g049090.2.1",3
"1320","Solyc04g049250.1.1",1
"1321","Solyc04g049340.2.1",3
"1322","Solyc04g049360.2.1",5
"1323","Solyc04g049380.2.1",5
"1324","Solyc04g049550.2.1",6
"1325","Solyc04g049560.1.1",1
"1326","Solyc04g049580.2.1",2
"1327","Solyc04g049630.2.1",4
"1328","Solyc04g049650.1.1",6
"1329","Solyc04g049800.2.1",3
"1330","Solyc04g049850.2.1",4
"1331","Solyc04g049900.1.1",1
"1332","Solyc04g050020.1.1",3
"1333","Solyc04g050050.2.1",2
"1334","Solyc04g050480.2.1",4
"1335","Solyc04g050570.2.1",2
"1336","Solyc04g050620.2.1",4
"1337","Solyc04g050780.1.1",1
"1338","Solyc04g050790.2.1",4
"1339","Solyc04g050810.1.1",4
"1340","Solyc04g050860.1.1",4
"1341","Solyc04g051130.1.1",4
"1342","Solyc04g051150.2.1",4
"1343","Solyc04g051490.2.1",4
"1344","Solyc04g054740.2.1",4
"1345","Solyc04g054910.2.1",2
"1346","Solyc04g054930.2.1",1
"1347","Solyc04g054990.2.1",1
"1348","Solyc04g055070.1.1",1
"1349","Solyc04g055080.2.1",1
"1350","Solyc04g055210.2.1",1
"1351","Solyc04g056320.1.1",3
"1352","Solyc04g056410.2.1",5
"1353","Solyc04g056640.1.1",3
"1354","Solyc04g057980.2.1",1
"1355","Solyc04g058010.2.1",3
"1356","Solyc04g058110.2.1",3
"1357","Solyc04g063300.1.1",5
"1358","Solyc04g063340.1.1",6
"1359","Solyc04g063390.2.1",2
"1360","Solyc04g064470.1.1",5
"1361","Solyc04g064670.2.1",2
"1362","Solyc04g064740.2.1",1
"1363","Solyc04g064770.1.1",3
"1364","Solyc04g064850.2.1",4
"1365","Solyc04g071050.2.1",2
"1366","Solyc04g071070.2.1",3
"1367","Solyc04g071150.2.1",5
"1368","Solyc04g071160.2.1",1
"1369","Solyc04g071260.2.1",1
"1370","Solyc04g071280.1.1",6
"1371","Solyc04g071360.2.1",2
"1372","Solyc04g071570.2.1",2
"1373","Solyc04g071620.2.1",3
"1374","Solyc04g071890.2.1",3
"1375","Solyc04g071900.2.1",2
"1376","Solyc04g071910.1.1",1
"1377","Solyc04g071980.2.1",4
"1378","Solyc04g072020.2.1",2
"1379","Solyc04g072030.1.1",2
"1380","Solyc04g072110.2.1",3
"1381","Solyc04g072310.2.1",6
"1382","Solyc04g072380.2.1",5
"1383","Solyc04g072580.1.1",1
"1384","Solyc04g072800.2.1",5
"1385","Solyc04g072860.2.1",6
"1386","Solyc04g072880.2.1",4
"1387","Solyc04g073990.2.1",2
"1388","Solyc04g074020.2.1",1
"1389","Solyc04g074040.2.1",3
"1390","Solyc04g074070.1.1",4
"1391","Solyc04g074080.2.1",5
"1392","Solyc04g074120.2.1",5
"1393","Solyc04g074310.2.1",3
"1394","Solyc04g074430.1.1",1
"1395","Solyc04g074810.2.1",3
"1396","Solyc04g074850.2.1",1
"1397","Solyc04g074870.2.1",2
"1398","Solyc04g074900.2.1",1
"1399","Solyc04g076110.2.1",1
"1400","Solyc04g076200.2.1",2
"1401","Solyc04g076220.2.1",2
"1402","Solyc04g076240.1.1",5
"1403","Solyc04g076250.2.1",5
"1404","Solyc04g076330.1.1",2
"1405","Solyc04g076410.2.1",4
"1406","Solyc04g076460.2.1",6
"1407","Solyc04g076530.2.1",2
"1408","Solyc04g076570.2.1",4
"1409","Solyc04g076630.2.1",6
"1410","Solyc04g076690.2.1",1
"1411","Solyc04g076820.1.1",3
"1412","Solyc04g076900.1.1",5
"1413","Solyc04g076950.2.1",4
"1414","Solyc04g076990.2.1",1
"1415","Solyc04g077100.2.1",4
"1416","Solyc04g077170.2.1",3
"1417","Solyc04g077430.2.1",6
"1418","Solyc04g077460.2.1",4
"1419","Solyc04g077690.2.1",6
"1420","Solyc04g077720.1.1",2
"1421","Solyc04g077860.2.1",6
"1422","Solyc04g078010.2.1",1
"1423","Solyc04g078140.2.1",4
"1424","Solyc04g078160.2.1",4
"1425","Solyc04g078250.2.1",1
"1426","Solyc04g078270.2.1",6
"1427","Solyc04g078290.2.1",5
"1428","Solyc04g078520.2.1",4
"1429","Solyc04g078890.2.1",5
"1430","Solyc04g079030.2.1",2
"1431","Solyc04g079040.2.1",1
"1432","Solyc04g079050.1.1",2
"1433","Solyc04g079340.2.1",4
"1434","Solyc04g079420.2.1",4
"1435","Solyc04g079600.2.1",3
"1436","Solyc04g079700.2.1",6
"1437","Solyc04g079730.1.1",6
"1438","Solyc04g079750.2.1",1
"1439","Solyc04g079760.2.1",6
"1440","Solyc04g079800.2.1",1
"1441","Solyc04g079810.1.1",1
"1442","Solyc04g079960.1.1",3
"1443","Solyc04g080040.2.1",3
"1444","Solyc04g080050.2.1",3
"1445","Solyc04g080170.2.1",1
"1446","Solyc04g080200.2.1",4
"1447","Solyc04g080260.2.1",2
"1448","Solyc04g080270.2.1",1
"1449","Solyc04g080450.1.1",3
"1450","Solyc04g080480.1.1",4
"1451","Solyc04g080670.2.1",3
"1452","Solyc04g080700.2.1",3
"1453","Solyc04g080710.2.1",2
"1454","Solyc04g080770.2.1",5
"1455","Solyc04g080780.2.1",6
"1456","Solyc04g080800.2.1",2
"1457","Solyc04g080950.2.1",5
"1458","Solyc04g081050.1.1",4
"1459","Solyc04g081170.2.1",3
"1460","Solyc04g081250.1.1",3
"1461","Solyc04g081400.2.1",1
"1462","Solyc04g081510.2.1",6
"1463","Solyc04g081890.1.1",3
"1464","Solyc04g081910.2.1",2
"1465","Solyc04g081930.2.1",6
"1466","Solyc04g082050.2.1",3
"1467","Solyc04g082140.2.1",3
"1468","Solyc04g082200.2.1",3
"1469","Solyc04g082270.2.1",3
"1470","Solyc04g082280.2.1",5
"1471","Solyc04g082510.2.1",2
"1472","Solyc04g082570.2.1",5
"1473","Solyc04g082670.2.1",2
"1474","Solyc04g082710.2.1",3
"1475","Solyc04g082970.2.1",3
"1476","Solyc05g005010.2.1",3
"1477","Solyc05g005050.2.1",4
"1478","Solyc05g005200.2.1",2
"1479","Solyc05g005210.2.1",4
"1480","Solyc05g005280.2.1",1
"1481","Solyc05g005300.2.1",6
"1482","Solyc05g005540.2.1",2
"1483","Solyc05g005600.1.1",6
"1484","Solyc05g005610.2.1",6
"1485","Solyc05g005630.2.1",4
"1486","Solyc05g005680.2.1",6
"1487","Solyc05g005700.2.1",1
"1488","Solyc05g005810.2.1",4
"1489","Solyc05g005860.1.1",1
"1490","Solyc05g005970.2.1",1
"1491","Solyc05g006000.2.1",3
"1492","Solyc05g006010.2.1",3
"1493","Solyc05g006210.2.1",2
"1494","Solyc05g006320.2.1",4
"1495","Solyc05g006340.2.1",1
"1496","Solyc05g006410.2.1",3
"1497","Solyc05g006430.1.1",6
"1498","Solyc05g006450.1.1",1
"1499","Solyc05g006460.1.1",5
"1500","Solyc05g006900.1.1",4
"1501","Solyc05g007230.2.1",4
"1502","Solyc05g007290.1.1",4
"1503","Solyc05g007300.2.1",5
"1504","Solyc05g007420.1.1",3
"1505","Solyc05g007480.1.1",3
"1506","Solyc05g007570.2.1",5
"1507","Solyc05g007690.1.1",5
"1508","Solyc05g007710.2.1",5
"1509","Solyc05g007800.2.1",5
"1510","Solyc05g007850.1.1",2
"1511","Solyc05g007870.1.1",1
"1512","Solyc05g007980.2.1",3
"1513","Solyc05g008000.2.1",4
"1514","Solyc05g008060.2.1",2
"1515","Solyc05g008070.2.1",4
"1516","Solyc05g008290.2.1",2
"1517","Solyc05g008310.2.1",6
"1518","Solyc05g008330.1.1",5
"1519","Solyc05g008390.2.1",2
"1520","Solyc05g008510.2.1",1
"1521","Solyc05g008520.2.1",1
