"","ITAG","cluster"
"2258","Solyc08g005050.2.1",2
"2259","Solyc08g005130.1.1",2
"2260","Solyc08g005150.2.1",3
"2261","Solyc08g005260.1.1",3
"2262","Solyc08g005530.2.1",1
"2263","Solyc08g005610.2.1",2
"2264","Solyc08g005870.1.1",3
"2265","Solyc08g005880.2.1",6
"2266","Solyc08g005920.2.1",1
"2267","Solyc08g005930.1.1",1
"2268","Solyc08g006050.1.1",5
"2269","Solyc08g006110.2.1",3
"2270","Solyc08g006180.2.1",1
"2271","Solyc08g006210.1.1",6
"2272","Solyc08g006610.2.1",5
"2273","Solyc08g006700.2.1",6
"2274","Solyc08g006770.2.1",2
"2275","Solyc08g007040.2.1",3
"2276","Solyc08g007130.2.1",4
"2277","Solyc08g007160.2.1",5
"2278","Solyc08g007210.2.1",5
"2279","Solyc08g007240.2.1",2
"2280","Solyc08g007270.2.1",3
"2281","Solyc08g007280.2.1",2
"2282","Solyc08g007290.2.1",3
"2283","Solyc08g007350.1.1",5
"2284","Solyc08g007390.2.1",6
"2285","Solyc08g007420.2.1",1
"2286","Solyc08g007440.1.1",4
"2287","Solyc08g007470.1.1",3
"2288","Solyc08g007630.1.1",3
"2289","Solyc08g007640.1.1",3
"2290","Solyc08g007820.1.1",5
"2291","Solyc08g008300.1.1",3
"2292","Solyc08g008310.2.1",6
"2293","Solyc08g008390.1.1",4
"2294","Solyc08g008410.2.1",3
"2295","Solyc08g008480.2.1",4
"2296","Solyc08g013690.1.1",4
"2297","Solyc08g013770.2.1",1
"2298","Solyc08g013840.2.1",2
"2299","Solyc08g013980.2.1",2
"2300","Solyc08g014080.2.1",2
"2301","Solyc08g014120.2.1",4
"2302","Solyc08g014390.1.1",1
"2303","Solyc08g014430.2.1",3
"2304","Solyc08g014440.2.1",3
"2305","Solyc08g015640.1.1",6
"2306","Solyc08g015750.1.1",3
"2307","Solyc08g015770.2.1",4
"2308","Solyc08g015820.1.1",6
"2309","Solyc08g015840.1.1",3
"2310","Solyc08g016070.1.1",4
"2311","Solyc08g016190.2.1",6
"2312","Solyc08g016380.1.1",6
"2313","Solyc08g016420.2.1",6
"2314","Solyc08g016440.2.1",6
"2315","Solyc08g016600.1.1",2
"2316","Solyc08g021810.1.1",4
"2317","Solyc08g022060.1.1",6
"2318","Solyc08g022100.1.1",4
"2319","Solyc08g022120.2.1",5
"2320","Solyc08g022160.1.1",4
"2321","Solyc08g022170.1.1",4
"2322","Solyc08g022200.1.1",1
"2323","Solyc08g022240.1.1",5
"2324","Solyc08g023400.1.1",1
"2325","Solyc08g023460.2.1",2
"2326","Solyc08g023540.1.1",6
"2327","Solyc08g023650.2.1",4
"2328","Solyc08g028670.1.1",4
"2329","Solyc08g028890.1.1",4
"2330","Solyc08g029400.1.1",4
"2331","Solyc08g036520.2.1",1
"2332","Solyc08g036560.2.1",6
"2333","Solyc08g036570.1.1",6
"2334","Solyc08g036600.1.1",4
"2335","Solyc08g041820.2.1",4
"2336","Solyc08g044230.1.1",4
"2337","Solyc08g044450.1.1",1
"2338","Solyc08g045620.1.1",1
"2339","Solyc08g045640.2.1",3
"2340","Solyc08g045850.2.1",4
"2341","Solyc08g048080.1.1",1
"2342","Solyc08g048290.2.1",2
"2343","Solyc08g048370.2.1",5
"2344","Solyc08g048390.1.1",5
"2345","Solyc08g048400.2.1",4
"2346","Solyc08g048420.2.1",1
"2347","Solyc08g048540.1.1",6
"2348","Solyc08g059700.1.1",3
"2349","Solyc08g060860.2.1",3
"2350","Solyc08g060910.1.1",1
"2351","Solyc08g060920.2.1",2
"2352","Solyc08g060970.2.1",3
"2353","Solyc08g061130.2.1",5
"2354","Solyc08g061270.1.1",2
"2355","Solyc08g061650.2.1",3
"2356","Solyc08g061910.2.1",2
"2357","Solyc08g061970.2.1",3
"2358","Solyc08g062110.1.1",1
"2359","Solyc08g062250.1.1",3
"2360","Solyc08g062350.1.1",1
"2361","Solyc08g062420.2.1",1
"2362","Solyc08g062620.2.1",5
"2363","Solyc08g062670.2.1",6
"2364","Solyc08g063070.2.1",1
"2365","Solyc08g065140.1.1",3
"2366","Solyc08g065150.1.1",4
"2367","Solyc08g065370.1.1",4
"2368","Solyc08g065410.1.1",3
"2369","Solyc08g065610.2.1",3
"2370","Solyc08g065840.2.1",6
"2371","Solyc08g065950.1.1",2
"2372","Solyc08g066000.1.1",5
"2373","Solyc08g066120.2.1",1
"2374","Solyc08g066380.1.1",1
"2375","Solyc08g066500.2.1",2
"2376","Solyc08g066610.2.1",2
"2377","Solyc08g066770.2.1",1
"2378","Solyc08g067000.2.1",2
"2379","Solyc08g067330.1.1",2
"2380","Solyc08g067420.2.1",4
"2381","Solyc08g067440.1.1",6
"2382","Solyc08g067570.1.1",2
"2383","Solyc08g067590.1.1",2
"2384","Solyc08g067780.2.1",3
"2385","Solyc08g067900.2.1",5
"2386","Solyc08g067920.2.1",5
"2387","Solyc08g067940.2.1",1
"2388","Solyc08g067960.2.1",2
"2389","Solyc08g068090.2.1",3
"2390","Solyc08g068120.1.1",5
"2391","Solyc08g068150.2.1",3
"2392","Solyc08g068160.1.1",3
"2393","Solyc08g068380.2.1",1
"2394","Solyc08g068480.1.1",3
"2395","Solyc08g068520.2.1",1
"2396","Solyc08g068580.2.1",1
"2397","Solyc08g068760.1.1",3
"2398","Solyc08g069020.1.1",1
"2399","Solyc08g069060.2.1",5
"2400","Solyc08g069140.2.1",1
"2401","Solyc08g069200.1.1",6
"2402","Solyc08g074270.2.1",5
"2403","Solyc08g074550.2.1",5
"2404","Solyc08g074560.2.1",4
"2405","Solyc08g074630.1.1",4
"2406","Solyc08g074680.2.1",1
"2407","Solyc08g074760.2.1",3
"2408","Solyc08g074780.2.1",4
"2409","Solyc08g075150.2.1",2
"2410","Solyc08g075210.1.1",1
"2411","Solyc08g075430.2.1",2
"2412","Solyc08g075490.2.1",2
"2413","Solyc08g075500.2.1",4
"2414","Solyc08g075710.2.1",3
"2415","Solyc08g075730.2.1",4
"2416","Solyc08g075770.2.1",4
"2417","Solyc08g075790.2.1",2
"2418","Solyc08g075810.2.1",5
"2419","Solyc08g075820.2.1",1
"2420","Solyc08g075870.2.1",2
"2421","Solyc08g076010.2.1",1
"2422","Solyc08g076060.2.1",5
"2423","Solyc08g076150.2.1",4
"2424","Solyc08g076290.2.1",2
"2425","Solyc08g076330.1.1",1
"2426","Solyc08g076400.2.1",1
"2427","Solyc08g076590.2.1",2
"2428","Solyc08g076810.2.1",3
"2429","Solyc08g076880.2.1",5
"2430","Solyc08g076960.1.1",3
"2431","Solyc08g077000.1.1",4
"2432","Solyc08g077200.2.1",1
"2433","Solyc08g077260.2.1",1
"2434","Solyc08g077340.2.1",6
"2435","Solyc08g077360.2.1",1
"2436","Solyc08g077480.2.1",4
"2437","Solyc08g077490.1.1",4
"2438","Solyc08g077500.2.1",3
"2439","Solyc08g077510.2.1",3
"2440","Solyc08g077530.2.1",2
"2441","Solyc08g077560.2.1",1
"2442","Solyc08g077630.2.1",1
"2443","Solyc08g077740.1.1",1
"2444","Solyc08g077800.2.1",5
"2445","Solyc08g077820.2.1",3
"2446","Solyc08g077850.1.1",4
"2447","Solyc08g077960.2.1",4
"2448","Solyc08g078080.2.1",1
"2449","Solyc08g078100.1.1",1
"2450","Solyc08g078210.2.1",1
"2451","Solyc08g078370.2.1",2
"2452","Solyc08g078380.2.1",2
"2453","Solyc08g078390.2.1",4
"2454","Solyc08g078490.2.1",2
"2455","Solyc08g078500.2.1",2
"2456","Solyc08g078560.2.1",1
"2457","Solyc08g078670.2.1",6
"2458","Solyc08g078850.2.1",1
"2459","Solyc08g078890.1.1",1
"2460","Solyc08g078940.1.1",3
"2461","Solyc08g078950.2.1",2
"2462","Solyc08g078970.1.1",6
"2463","Solyc08g078990.1.1",6
"2464","Solyc08g079030.2.1",6
"2465","Solyc08g079150.1.1",1
"2466","Solyc08g079310.2.1",2
"2467","Solyc08g079480.2.1",5
"2468","Solyc08g079570.2.1",3
"2469","Solyc08g079600.2.1",2
"2470","Solyc08g079640.1.1",1
"2471","Solyc08g079690.2.1",1
"2472","Solyc08g079800.2.1",2
"2473","Solyc08g079810.2.1",1
"2474","Solyc08g079850.1.1",4
"2475","Solyc08g080040.2.1",4
"2476","Solyc08g080080.2.1",1
"2477","Solyc08g080120.2.1",5
"2478","Solyc08g080130.2.1",4
"2479","Solyc08g080180.1.1",1
"2480","Solyc08g080320.2.1",1
"2481","Solyc08g080890.2.1",2
"2482","Solyc08g080990.2.1",6
"2483","Solyc08g081030.1.1",2
"2484","Solyc08g081040.2.1",2
"2485","Solyc08g081100.2.1",4
"2486","Solyc08g081230.1.1",3
"2487","Solyc08g081260.1.1",4
"2488","Solyc08g081290.2.1",5
"2489","Solyc08g081370.1.1",3
"2490","Solyc08g081540.2.1",1
"2491","Solyc08g081660.2.1",1
"2492","Solyc08g081690.2.1",6
"2493","Solyc08g081740.2.1",5
"2494","Solyc08g081840.2.1",2
"2495","Solyc08g082090.1.1",1
"2496","Solyc08g082180.2.1",2
"2497","Solyc08g082250.2.1",4
"2498","Solyc08g082340.2.1",5
"2499","Solyc08g082400.1.1",3
"2500","Solyc08g082440.2.1",1
"2501","Solyc08g082450.2.1",4
"2502","Solyc08g082500.1.1",1
"2503","Solyc08g082590.2.1",3
"2504","Solyc08g082630.2.1",6
"2505","Solyc08g082640.2.1",2
"2506","Solyc08g082860.2.1",5
"2507","Solyc08g082880.2.1",1
"2508","Solyc08g082900.2.1",2
"2509","Solyc08g082920.2.1",6
"2510","Solyc08g083070.2.1",1
"2511","Solyc08g083210.2.1",5
"2512","Solyc08g083220.1.1",2
"2513","Solyc08g083260.2.1",4
"2514","Solyc08g083300.2.1",1
"2515","Solyc08g083400.2.1",4
"2516","Solyc09g005110.2.1",6
"2517","Solyc09g005120.2.1",4
"2518","Solyc09g005140.1.1",1
"2519","Solyc09g005260.2.1",2
"2520","Solyc09g005270.2.1",1
"2521","Solyc09g005290.1.1",1
"2522","Solyc09g005490.1.1",1
"2523","Solyc09g005620.2.1",3
"2524","Solyc09g005650.1.1",4
"2525","Solyc09g005660.2.1",4
"2526","Solyc09g005850.2.1",6
"2527","Solyc09g005880.1.1",3
"2528","Solyc09g005990.2.1",5
"2529","Solyc09g007040.1.1",6
"2530","Solyc09g007060.2.1",3
"2531","Solyc09g007100.2.1",1
"2532","Solyc09g007320.2.1",5
"2533","Solyc09g007380.2.1",4
"2534","Solyc09g007450.2.1",4
"2535","Solyc09g007480.2.1",4
"2536","Solyc09g007570.1.1",2
"2537","Solyc09g007630.2.1",5
"2538","Solyc09g007760.2.1",3
"2539","Solyc09g007770.2.1",2
"2540","Solyc09g007800.2.1",4
"2541","Solyc09g007810.2.1",4
"2542","Solyc09g008000.2.1",6
"2543","Solyc09g008010.2.1",6
"2544","Solyc09g008030.1.1",6
"2545","Solyc09g008050.2.1",6
"2546","Solyc09g008070.2.1",6
"2547","Solyc09g008200.2.1",3
"2548","Solyc09g008300.2.1",1
"2549","Solyc09g008320.2.1",3
"2550","Solyc09g008460.2.1",2
"2551","Solyc09g008550.2.1",2
"2552","Solyc09g008680.2.1",6
"2553","Solyc09g008780.2.1",2
"2554","Solyc09g008810.2.1",4
"2555","Solyc09g008830.2.1",5
"2556","Solyc09g008860.2.1",3
"2557","Solyc09g009140.2.1",1
"2558","Solyc09g009150.1.1",5
"2559","Solyc09g009250.2.1",6
"2560","Solyc09g009420.1.1",3
"2561","Solyc09g009580.2.1",6
"2562","Solyc09g009670.2.1",2
"2563","Solyc09g009880.2.1",2
"2564","Solyc09g009950.2.1",3
"2565","Solyc09g009960.2.1",6
"2566","Solyc09g010050.1.1",4
"2567","Solyc09g010070.1.1",5
"2568","Solyc09g010150.2.1",3
"2569","Solyc09g010170.2.1",4
"2570","Solyc09g010220.2.1",1
"2571","Solyc09g010270.1.1",2
"2572","Solyc09g010550.2.1",4
"2573","Solyc09g010640.2.1",3
"2574","Solyc09g010780.2.1",1
"2575","Solyc09g011060.2.1",5
"2576","Solyc09g011080.2.1",3
"2577","Solyc09g011140.2.1",2
"2578","Solyc09g011150.1.1",4
"2579","Solyc09g011160.2.1",1
"2580","Solyc09g011380.2.1",3
"2581","Solyc09g011470.2.1",4
"2582","Solyc09g011580.2.1",3
"2583","Solyc09g011600.2.1",3
"2584","Solyc09g011730.2.1",3
"2585","Solyc09g011750.2.1",1
"2586","Solyc09g011820.2.1",5
"2587","Solyc09g013110.2.1",3
"2588","Solyc09g014210.1.1",3
"2589","Solyc09g014280.1.1",3
"2590","Solyc09g014350.2.1",2
"2591","Solyc09g014430.1.1",4
"2592","Solyc09g014450.2.1",2
"2593","Solyc09g014620.2.1",1
"2594","Solyc09g014930.1.1",5
"2595","Solyc09g014990.2.1",5
"2596","Solyc09g015000.2.1",1
"2597","Solyc09g015070.2.1",3
"2598","Solyc09g015320.1.1",4
"2599","Solyc09g015370.1.1",1
"2600","Solyc09g015890.2.1",1
"2601","Solyc09g018010.2.1",2
"2602","Solyc09g018170.2.1",4
"2603","Solyc09g018230.1.1",1
"2604","Solyc09g018250.2.1",4
"2605","Solyc09g018280.1.1",1
"2606","Solyc09g018440.1.1",6
"2607","Solyc09g018510.2.1",6
"2608","Solyc09g018540.1.1",3
"2609","Solyc09g018670.2.1",4
"2610","Solyc09g018760.2.1",4
"2611","Solyc09g018890.2.1",4
"2612","Solyc09g020150.2.1",5
"2613","Solyc09g025270.2.1",3
"2614","Solyc09g031720.1.1",1
"2615","Solyc09g031790.2.1",6
"2616","Solyc09g031800.1.1",3
"2617","Solyc09g031810.1.1",4
"2618","Solyc09g031850.1.1",3
"2619","Solyc09g031900.2.1",6
"2620","Solyc09g037030.1.1",1
"2621","Solyc09g042290.1.1",4
"2622","Solyc09g042380.1.1",1
"2623","Solyc09g042750.2.1",2
"2624","Solyc09g042780.2.1",5
"2625","Solyc09g047840.2.1",1
"2626","Solyc09g047860.1.1",3
"2627","Solyc09g047930.1.1",6
"2628","Solyc09g048980.2.1",3
"2629","Solyc09g050010.1.1",1
"2630","Solyc09g050100.1.1",4
"2631","Solyc09g050110.1.1",4
"2632","Solyc09g050120.1.1",4
"2633","Solyc09g055320.1.1",3
"2634","Solyc09g055550.2.1",3
"2635","Solyc09g055710.2.1",1
"2636","Solyc09g055810.1.1",1
"2637","Solyc09g056220.1.1",6
"2638","Solyc09g056390.1.1",3
"2639","Solyc09g057900.1.1",4
"2640","Solyc09g058980.2.1",6
"2641","Solyc09g059020.2.1",1
"2642","Solyc09g059140.1.1",1
"2643","Solyc09g059170.1.1",3
"2644","Solyc09g059240.2.1",2
"2645","Solyc09g059250.1.1",2
"2646","Solyc09g059490.1.1",1
"2647","Solyc09g059550.1.1",3
"2648","Solyc09g059630.1.1",1
"2649","Solyc09g060100.2.1",6
"2650","Solyc09g060110.2.1",3
"2651","Solyc09g061660.1.1",4
"2652","Solyc09g061880.1.1",1
"2653","Solyc09g061940.1.1",3
"2654","Solyc09g061960.2.1",5
"2655","Solyc09g062980.1.1",4
"2656","Solyc09g064170.1.1",4
"2657","Solyc09g064310.2.1",6
"2658","Solyc09g064470.2.1",2
"2659","Solyc09g064600.2.1",5
"2660","Solyc09g064610.2.1",3
"2661","Solyc09g064740.2.1",1
"2662","Solyc09g064850.2.1",3
"2663","Solyc09g064870.2.1",1
"2664","Solyc09g065000.2.1",5
"2665","Solyc09g065010.2.1",4
"2666","Solyc09g065040.1.1",1
"2667","Solyc09g065100.1.1",4
"2668","Solyc09g065170.1.1",5
"2669","Solyc09g065240.2.1",6
"2670","Solyc09g065350.1.1",6
"2671","Solyc09g065480.1.1",2
"2672","Solyc09g065560.2.1",3
"2673","Solyc09g065670.2.1",1
"2674","Solyc09g065740.1.1",1
"2675","Solyc09g065760.2.1",3
"2676","Solyc09g065780.2.1",4
"2677","Solyc09g065790.1.1",4
"2678","Solyc09g065850.2.1",2
"2679","Solyc09g065860.2.1",2
"2680","Solyc09g065910.1.1",3
"2681","Solyc09g065920.2.1",4
"2682","Solyc09g065990.2.1",3
"2683","Solyc09g066020.1.1",1
"2684","Solyc09g066210.2.1",1
"2685","Solyc09g066460.2.1",4
"2686","Solyc09g072580.2.1",6
"2687","Solyc09g072630.2.1",4
"2688","Solyc09g072640.2.1",5
"2689","Solyc09g072650.2.1",3
"2690","Solyc09g072830.2.1",3
"2691","Solyc09g074320.2.1",5
"2692","Solyc09g074370.2.1",4
"2693","Solyc09g074430.2.1",2
"2694","Solyc09g074450.1.1",3
"2695","Solyc09g074550.2.1",6
"2696","Solyc09g074700.1.1",6
"2697","Solyc09g074720.1.1",1
"2698","Solyc09g074850.2.1",6
"2699","Solyc09g074920.2.1",4
"2700","Solyc09g074980.2.1",6
"2701","Solyc09g075040.2.1",3
"2702","Solyc09g075100.2.1",5
"2703","Solyc09g075140.2.1",3
"2704","Solyc09g075170.1.1",1
"2705","Solyc09g075210.2.1",5
"2706","Solyc09g075240.1.1",4
"2707","Solyc09g075260.2.1",6
"2708","Solyc09g075270.1.1",1
"2709","Solyc09g075320.1.1",2
"2710","Solyc09g075500.2.1",3
"2711","Solyc09g075680.1.1",4
"2712","Solyc09g075690.1.1",1
"2713","Solyc09g075700.1.1",1
"2714","Solyc09g075720.2.1",4
"2715","Solyc09g075730.2.1",1
"2716","Solyc09g075870.1.1",6
"2717","Solyc09g075890.2.1",3
"2718","Solyc09g082270.2.1",1
"2719","Solyc09g082400.1.1",4
"2720","Solyc09g082560.2.1",5
"2721","Solyc09g082620.2.1",6
"2722","Solyc09g082630.2.1",1
"2723","Solyc09g082660.2.1",4
"2724","Solyc09g082690.2.1",1
"2725","Solyc09g082810.2.1",3
"2726","Solyc09g082960.1.1",1
"2727","Solyc09g082980.2.1",2
"2728","Solyc09g083130.2.1",2
"2729","Solyc09g083190.2.1",3
"2730","Solyc09g083230.1.1",6
"2731","Solyc09g083280.2.1",3
"2732","Solyc09g083440.2.1",4
"2733","Solyc09g084450.2.1",4
"2734","Solyc09g084470.2.1",4
"2735","Solyc09g084480.2.1",4
"2736","Solyc09g084490.2.1",4
"2737","Solyc09g089530.2.1",4
"2738","Solyc09g089660.2.1",5
"2739","Solyc09g089850.2.1",3
"2740","Solyc09g089980.1.1",6
"2741","Solyc09g090310.1.1",6
"2742","Solyc09g090390.1.1",3
"2743","Solyc09g090440.1.1",4
"2744","Solyc09g090730.1.1",5
"2745","Solyc09g090910.1.1",3
"2746","Solyc09g090980.2.1",3
"2747","Solyc09g091110.2.1",4
"2748","Solyc09g091160.1.1",3
"2749","Solyc09g091260.2.1",3
"2750","Solyc09g091510.2.1",4
"2751","Solyc09g091660.2.1",4
"2752","Solyc09g091800.2.1",3
"2753","Solyc09g091960.2.1",6
"2754","Solyc09g091970.2.1",2
"2755","Solyc09g092110.2.1",3
"2756","Solyc09g092150.1.1",1
"2757","Solyc09g092160.2.1",2
"2758","Solyc09g092220.2.1",1
"2759","Solyc09g092230.2.1",6
"2760","Solyc09g092330.1.1",2
"2761","Solyc09g092420.1.1",5
"2762","Solyc09g092520.2.1",3
"2763","Solyc09g092680.2.1",1
"2764","Solyc09g092720.2.1",3
"2765","Solyc09g092760.2.1",6
"2766","Solyc09g097770.2.1",3
"2767","Solyc09g097800.2.1",6
"2768","Solyc09g097820.2.1",6
"2769","Solyc09g097870.2.1",3
"2770","Solyc09g097930.2.1",6
"2771","Solyc09g098070.2.1",4
"2772","Solyc09g098090.2.1",3
"2773","Solyc09g098190.2.1",5
"2774","Solyc09g098200.2.1",2
"2775","Solyc10g005000.2.1",2
"2776","Solyc10g005060.2.1",2
"2777","Solyc10g005180.2.1",3
"2778","Solyc10g005210.2.1",5
"2779","Solyc10g005400.2.1",3
"2780","Solyc10g005470.2.1",2
"2781","Solyc10g005500.2.1",3
"2782","Solyc10g005550.1.1",1
"2783","Solyc10g005570.1.1",3
"2784","Solyc10g005650.2.1",3
"2785","Solyc10g005880.2.1",2
"2786","Solyc10g005900.2.1",3
"2787","Solyc10g005950.2.1",2
"2788","Solyc10g005980.1.1",1
"2789","Solyc10g006050.2.1",4
"2790","Solyc10g006570.2.1",6
"2791","Solyc10g006610.2.1",1
"2792","Solyc10g006650.2.1",2
"2793","Solyc10g006660.2.1",2
"2794","Solyc10g006800.2.1",3
"2795","Solyc10g006860.2.1",2
"2796","Solyc10g006900.2.1",2
"2797","Solyc10g007000.2.1",4
"2798","Solyc10g007010.1.1",3
"2799","Solyc10g007030.1.1",3
"2800","Solyc10g007100.2.1",1
"2801","Solyc10g007120.2.1",5
"2802","Solyc10g007360.2.1",4
"2803","Solyc10g007450.1.1",4
"2804","Solyc10g007460.2.1",4
"2805","Solyc10g007600.2.1",3
"2806","Solyc10g007660.2.1",1
"2807","Solyc10g007680.2.1",1
"2808","Solyc10g007710.2.1",4
"2809","Solyc10g007800.2.1",6
"2810","Solyc10g007830.1.1",3
"2811","Solyc10g008240.2.1",4
"2812","Solyc10g008250.1.1",6
"2813","Solyc10g008350.2.1",3
"2814","Solyc10g008400.1.1",2
"2815","Solyc10g008430.1.1",1
"2816","Solyc10g008450.1.1",6
"2817","Solyc10g008460.2.1",5
"2818","Solyc10g008470.2.1",1
"2819","Solyc10g008480.2.1",4
"2820","Solyc10g008510.1.1",4
"2821","Solyc10g008640.2.1",1
"2822","Solyc10g008730.2.1",2
"2823","Solyc10g008780.1.1",1
"2824","Solyc10g008790.2.1",3
"2825","Solyc10g008830.2.1",2
"2826","Solyc10g008880.2.1",5
"2827","Solyc10g008930.1.1",4
"2828","Solyc10g009020.2.1",1
"2829","Solyc10g009080.2.1",5
"2830","Solyc10g009210.2.1",2
"2831","Solyc10g009380.2.1",3
"2832","Solyc10g009390.2.1",5
"2833","Solyc10g009610.1.1",6
"2834","Solyc10g009620.1.1",1
"2835","Solyc10g011850.1.1",6
"2836","Solyc10g011960.1.1",1
"2837","Solyc10g012050.2.1",1
"2838","Solyc10g012230.1.1",3
"2839","Solyc10g012480.1.1",1
"2840","Solyc10g017490.1.1",2
"2841","Solyc10g017570.2.1",3
"2842","Solyc10g017780.1.1",4
"2843","Solyc10g017880.1.1",1
"2844","Solyc10g017900.1.1",4
"2845","Solyc10g017920.1.1",1
"2846","Solyc10g019000.1.1",4
"2847","Solyc10g024420.1.1",6
"2848","Solyc10g036800.1.1",1
"2849","Solyc10g038050.1.1",1
"2850","Solyc10g038060.1.1",1
"2851","Solyc10g038070.1.1",1
"2852","Solyc10g038110.1.1",1
"2853","Solyc10g038190.1.1",5
"2854","Solyc10g039290.1.1",2
"2855","Solyc10g039300.1.1",1
"2856","Solyc10g039320.1.1",1
"2857","Solyc10g044640.1.1",2
"2858","Solyc10g044720.1.1",5
"2859","Solyc10g044850.1.1",1
"2860","Solyc10g045000.1.1",1
"2861","Solyc10g045140.1.1",1
"2862","Solyc10g045240.1.1",3
"2863","Solyc10g045280.1.1",1
"2864","Solyc10g045400.1.1",5
"2865","Solyc10g045630.1.1",4
"2866","Solyc10g047270.1.1",3
"2867","Solyc10g047370.1.1",2
"2868","Solyc10g047420.1.1",3
"2869","Solyc10g047470.1.1",1
"2870","Solyc10g047840.1.1",1
"2871","Solyc10g047890.1.1",3
"2872","Solyc10g047900.1.1",5
"2873","Solyc10g049360.1.1",4
"2874","Solyc10g049530.1.1",1
"2875","Solyc10g049570.1.1",1
"2876","Solyc10g049590.1.1",1
"2877","Solyc10g049640.1.1",4
"2878","Solyc10g049650.1.1",5
"2879","Solyc10g049740.1.1",1
"2880","Solyc10g049750.1.1",6
"2881","Solyc10g049760.1.1",4
"2882","Solyc10g049790.1.1",5
"2883","Solyc10g050110.1.1",3
"2884","Solyc10g050260.1.1",1
"2885","Solyc10g050440.1.1",2
"2886","Solyc10g050890.1.1",2
"2887","Solyc10g050920.1.1",1
"2888","Solyc10g051200.1.1",1
"2889","Solyc10g052410.1.1",1
"2890","Solyc10g052420.1.1",1
"2891","Solyc10g052470.1.1",6
"2892","Solyc10g052510.1.1",4
"2893","Solyc10g052630.1.1",1
"2894","Solyc10g053880.1.1",6
"2895","Solyc10g054100.1.1",4
"2896","Solyc10g054420.1.1",3
"2897","Solyc10g054430.1.1",1
"2898","Solyc10g054460.1.1",2
"2899","Solyc10g054470.1.1",1
"2900","Solyc10g054480.1.1",4
"2901","Solyc10g054520.1.1",1
"2902","Solyc10g054730.1.1",4
"2903","Solyc10g054840.1.1",1
"2904","Solyc10g054930.1.1",2
"2905","Solyc10g055240.1.1",3
"2906","Solyc10g055260.1.1",2
"2907","Solyc10g055350.1.1",4
"2908","Solyc10g055400.1.1",5
"2909","Solyc10g055490.1.1",1
"2910","Solyc10g055540.1.1",3
"2911","Solyc10g055560.1.1",3
"2912","Solyc10g055650.1.1",2
"2913","Solyc10g055700.1.1",5
"2914","Solyc10g055710.1.1",1
"2915","Solyc10g062220.1.1",4
"2916","Solyc10g074350.1.1",4
"2917","Solyc10g074510.1.1",5
"2918","Solyc10g074520.1.1",6
"2919","Solyc10g074590.1.1",1
"2920","Solyc10g074810.1.1",3
"2921","Solyc10g074870.1.1",2
"2922","Solyc10g074900.1.1",6
"2923","Solyc10g075040.1.1",4
"2924","Solyc10g076170.1.1",1
"2925","Solyc10g076180.1.1",3
"2926","Solyc10g076300.1.1",6
"2927","Solyc10g076540.1.1",1
"2928","Solyc10g076550.1.1",2
"2929","Solyc10g076710.1.1",2
"2930","Solyc10g077000.1.1",1
"2931","Solyc10g077090.1.1",1
"2932","Solyc10g077140.1.1",1
"2933","Solyc10g078320.1.1",4
"2934","Solyc10g078350.1.1",1
"2935","Solyc10g078540.1.1",3
"2936","Solyc10g078570.1.1",3
"2937","Solyc10g078580.1.1",3
"2938","Solyc10g078590.1.1",3
"2939","Solyc10g078920.1.1",3
"2940","Solyc10g079050.1.1",2
"2941","Solyc10g079220.2.1",3
"2942","Solyc10g079350.1.1",4
"2943","Solyc10g079450.1.1",3
"2944","Solyc10g079460.1.1",6
"2945","Solyc10g079590.1.1",3
"2946","Solyc10g079600.1.1",3
"2947","Solyc10g079620.1.1",2
"2948","Solyc10g079750.1.1",3
"2949","Solyc10g079930.1.1",1
"2950","Solyc10g080110.1.1",6
"2951","Solyc10g080130.1.1",5
"2952","Solyc10g080220.1.1",5
"2953","Solyc10g080330.1.1",1
"2954","Solyc10g080530.1.1",5
"2955","Solyc10g080560.1.1",5
"2956","Solyc10g080600.1.1",1
"2957","Solyc10g080610.1.1",2
"2958","Solyc10g080640.1.1",1
"2959","Solyc10g080730.1.1",1
"2960","Solyc10g080740.1.1",3
"2961","Solyc10g080870.2.1",4
"2962","Solyc10g081050.1.1",5
"2963","Solyc10g081230.1.1",6
"2964","Solyc10g081330.1.1",4
"2965","Solyc10g081350.1.1",1
"2966","Solyc10g081570.1.1",1
"2967","Solyc10g081720.1.1",3
"2968","Solyc10g081730.1.1",3
"2969","Solyc10g081760.1.1",1
"2970","Solyc10g082030.1.1",3
"2971","Solyc10g083140.1.1",2
"2972","Solyc10g083160.1.1",4
"2973","Solyc10g083170.1.1",3
"2974","Solyc10g083180.1.1",1
"2975","Solyc10g083330.1.1",6
"2976","Solyc10g083440.1.1",4
"2977","Solyc10g083470.1.1",1
"2978","Solyc10g083780.1.1",1
"2979","Solyc10g083950.1.1",5
"2980","Solyc10g083960.1.1",1
"2981","Solyc10g084320.1.1",3
"2982","Solyc10g084510.1.1",1
"2983","Solyc10g084540.1.1",5
"2984","Solyc10g084610.1.1",5
"2985","Solyc10g084660.1.1",5
"2986","Solyc10g084770.1.1",4
"2987","Solyc10g084830.1.1",4
"2988","Solyc10g085030.1.1",1
"2989","Solyc10g085190.1.1",1
"2990","Solyc10g085220.1.1",4
"2991","Solyc10g085340.1.1",2
"2992","Solyc10g085420.1.1",1
"2993","Solyc10g085440.1.1",2
