"gene" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "som$unit.classif" "som$distances"
"1" "Solyc00g005050.2.1" 3.76838054300415 6.40021431481193 4.88885640525558 8.49917060811119 9.36169175139187 11.2718491754711 -1.26319704210723 -0.338856951227664 -0.86966885980473 0.398328456028434 0.701259013613756 1.37213538349743 -0.622807107628155 1.7225962467581 -0.48641986033846 -1.13897649589353 0.762632888533542 -2.66453525910038e-15 5 2.95842725485494
"2" "Solyc00g005070.1.1" 17.1933785503056 4.52355445945654 12.6456090523282 3.46158244964946 4.1808263303536 105.966982457179 -0.1857292469886 -0.500802169926283 -0.298823084622028 -0.527211267859189 -0.509325125938547 2.02189089533465 0.196279440332523 1.61810519876541 1.45261012073624 -0.0615386279815908 0.0899794980473348 -1.55431223447522e-15 5 0.195036333873687
"3" "Solyc00g005080.1.1" 16.021452601057 10.1276589396503 7.56218263057765 8.49556142524859 8.4131405917643 25.0287959421728 0.501039599397865 -0.364107387657246 -0.740692355958583 -0.603682155333751 -0.615780667744599 1.82322296729631 0.119783243508318 0.971950180462355 1.83734877775746 -0.145100666981582 0.562528188994379 -2.22044604925031e-16 5 0.975360099975058
"4" "Solyc00g005840.2.1" 19.7457984165943 14.0743282617477 11.4830294123531 83.5132876779486 15.8112380839913 13.9810842205084 -0.238074572889583 -0.439933394320678 -0.532162837028323 2.03153628222831 -0.378113344126008 -0.443252133863714 -1.06856546869013 -0.722825201367 -0.245985126295125 -1.40235322563646 -1.13316282558518 7.7715611723761e-16 3 0.385219481614095
"5" "Solyc00g005870.1.1" 0.133593488490135 0.641357447384351 3.12408095271478 2.77864134667308 1.78047531640369 12.4618797444471 -0.737208416974324 -0.625571325279845 -0.0797192088354134 -0.155667633884258 -0.375124629000985 1.97329121397482 0.0553689025191305 1.91553015283508 0.995252658149561 -0.247359585929646 -0.320261953216446 -2.66453525910038e-15 5 0.514099467773075
"6" "Solyc00g005880.1.1" 1.57084991243616 2.13326380823234 2.96943653635768 2.81142633395616 1.95581835291891 6.00851807340208 -0.831927836284099 -0.482070914154492 0.038081271304071 -0.060211042400258 -0.592453181210606 1.92858170274538 -0.119449279602412 1.83172615346489 1.06561205724912 0.0141700948446225 -0.5821278235026 -2.33146835171283e-15 5 0.76095112323906
"7" "Solyc00g006470.1.1" 2455.5110955342 605.862048738755 108.094695996691 360.481814305943 499.447526431771 390.760289066642 2.00239862321977 -0.152416085823927 -0.732307938945272 -0.438280552588842 -0.276387483706256 -0.403006562155468 0.845064940430959 -1.50271910018869 0.836735645492767 -0.374010603751877 0.747796819845174 2.99760216648792e-15 4 0.21677545037537
"8" "Solyc00g006670.2.1" 66.9760012691279 5.99468680390631 0.602260797206309 7.07082362468211 11.065296639258 4.67761348001645 2.02259350292032 -0.400047338741955 -0.61427544441724 -0.357295013114161 -0.198604214942725 -0.45237149170424 1.06119801110983 -1.45297253383838 0.756778244385432 -0.615473554835448 0.569791994139163 2.88657986402541e-15 4 0.233716766847021
"9" "Solyc00g006680.1.1" 4327.53559240059 616.418045415253 177.372349089146 640.290679299194 1644.32790013901 521.561781996908 1.93647122718083 -0.454011865262509 -0.736819213881833 -0.438634522198286 0.208107050983917 -0.515112676822117 1.19008532436162 -1.32964072773581 0.347697302279663 -0.88332918981304 0.94801792381482 2.60902410786912e-15 4 0.580179997010779
"10" "Solyc00g006690.2.1" 222.3753693431 32.3165545799161 10.0810541010244 26.3848062925874 53.1128090769454 40.9627859944335 2.00689027379233 -0.404614147773495 -0.686742644614796 -0.479877361638804 -0.140747093072127 -0.294909026693108 1.08398147778009 -1.29717910013793 0.81497449019139 -0.624793322123392 0.744249464571785 2.77555756156289e-15 4 0.253022041980171
