"","gene","tf2ambr","tf2aother","tf2bmbr","tf2bother","tf2cmbr","tf2cother","wtambr","wtaother","wtbmbr","wtbother","wtcmbr","wtcother","sd","average","cv"
"99","Solyc00g023570.1.1",1.65182592431145,1.30020953178026,0.634936013960284,0.38352114112777,0.47379735850921,0.347579840849835,1.58014580292701,0.181169406075472,0.489502768023534,0.587556187823227,0.547942507829803,1.40215543339531,0.526292480754042,0.79836182638443,0.659215487716243
"100","Solyc00g023580.1.1",5.31274267442183,35.9694835347319,2.75373614294146,0.27109157661712,35.4344341132485,2.18366988343944,3.02405581094892,1.51592346021764,3.84824086530553,1.80823035242219,6.92647336220746,5.96214019584416,12.7356654426294,8.75085183102885,1.45536293935079
"103","Solyc00g023700.2.1",0.97030590127756,1.33005100464344,2.4901683554569,0.799034447007894,0.283953505940024,0.42973621701531,0.61394443964016,0.192654214734326,0.753248793151747,0.748317500366472,0.609257097445613,1.95676457598796,0.683939004719752,0.931453004388951,0.734271081307455
"104","Solyc00g023710.1.1",3.9947830249487,0.262280771670524,63.5971470243917,1.39036015339059,0.211288361782708,2.39925131776569,1.8011742313449,0.79716974091482,1.48651832592686,1.35759672210865,1.49182255383397,4.36567922809585,17.8919612582251,6.92958928801458,2.58196561362894
"107","Solyc00g026160.2.1",7.53669693940485,2.16432555583662,1.09939813388124,3.36971363640495,2.56288975790226,4.91224454108304,11.0955880587988,12.9206676237483,3.48227599408609,1.81921533939168,4.2894864062666,15.5459910454665,4.79218238828072,5.89987441935591,0.812251591755725
"111","Solyc00g036520.1.1",1.83280009147189,1.01186243117637,23.4593951475452,1.42513781280202,3.95432100017425,1.22148479863528,1.77935170775366,2.21022617176387,6.96201644407631,0.971507722974648,2.24146161364084,10.5622252978501,6.54460301772248,4.80264918665537,1.36270686518334
"114","Solyc00g042640.1.1",1.02667366514877,0.53353093734785,1.31309842718135,0.955880446161339,0.865754185260727,0.794883037636112,1.03922129244931,0.472966057129659,0.151200429665485,0.377741227856915,1.04141935032105,3.11599189488842,0.752957244664634,0.974030079253915,0.77303284642029
"115","Solyc00g042840.1.1",1.65585899761952,0.264672936355304,1.2510227780732,0.771654085662897,0.913404217012565,1.51099625008462,0.106874790792108,0.660554068305726,0.746952705876838,1.61191949421209,1.57986790386678,5.10271496947975,1.29407486806244,1.34804109977845,0.959966924061233
"117","Solyc00g047190.1.1",0.753954815658058,1.38777878078145e-17,1.02243991467877,0.970831918210197,0.207940486886955,0.500829833775007,0.61213113608553,0.19231022578644,0.556600054465766,0.829000492966231,0.810797821278374,2.45560785122054,0.627204923992738,0.742703712584322,0.844488742099198
"125","Solyc00g056680.1.1",1.74870490393406,1.03784225910793,40.7342644740424,0.246457505510964,0.381351664371985,1.65033423221615,2.73196273480447,0.696722028933764,1.25053905195888,0.901109367847381,0.681057688224604,1.27722402128865,11.448265024082,4.44479749435344,2.57565503009431
"127","Solyc00g068970.2.1",531.663922018449,239.52581420714,93.4322873458265,299.186347016273,347.104065578797,73.8708258266387,6345.66753725123,641.995744231307,87.7122378820474,402.404492319012,631.428047177019,391.178308538679,1744.84518250108,840.430802449368,2.07613188071626
"129","Solyc00g072100.2.1",1.41229799600907,1.68229256372848,0.833209984450634,3.74959674478529,16.9822826998974,2.16126437558698,0.160312186188162,8.19792663942703,0.69600961302258,6.44428033409924,2.02415161790688,2.88939553628102,4.75227113199384,3.93608502428189,1.20735987730876
"132","Solyc00g085070.2.1",17.9669855181629,27.6647677193211,13.789480144761,1.06465844694798,232.832649748353,20.3422288974182,17.5965820249254,25.1430715698363,19.4719474828719,17.074222973409,14.5539134669584,17.9694776135639,62.4980799547156,35.4558321338774,1.76270238754317
"135","Solyc00g093300.1.1",0.642254109790302,0.262280771670524,2.98912083902582,0.974636834792775,0.588383418753588,1.03620318379409,0.665568531481584,0.105058629494288,2.29586277174942,1.05205788803478,1.19652498175878,0.920604819799235,0.819956940294377,1.0607130650121,0.773024267675089
"136","Solyc00g094520.1.1",2.26033120676136,2.24428107009969,3.14814303409119,1.89997314158404,0.732750707947409,2.10086848553939,8.79142248207773,1.67778624586989,2.21627653513334,4.05839037902976,3.86055164846791,3.27477607010016,2.04789235623637,3.02212925055849,0.677632287188882
"139","Solyc00g094550.1.1",1.21492072173006,2.52599258575686,1.64119775821246,1.70152088823751,1.5053659039028,2.83808549879513,2.49539167152962,3.50076314040227,1.32935069551421,3.36335307838552,2.30409769336876,9.52494431848177,2.2429581109339,2.82874866285975,0.792915305761511
"140","Solyc00g095760.1.1",3.30432806017879,4.69003969077108,30.8798732413318,1.6115817122905,2.26608604974675,0.79820143614598,4.96932533657302,1.11116007482726,6.61706968173546,0.180806419617925,0.93640980285227,26.6053834819336,10.3824054750748,6.9975220823337,1.48372600370733
"141","Solyc00g096460.1.1",3.89957815580061,3.08954959440105,5.86695167302964,3.1424496531733,18.7506983976471,5.54968783493557,6.62202175707663,4.98785450053881,8.80233347674478,4.67184507955088,6.83301463179594,5.14378013484018,4.19859717391716,6.44664707412788,0.651283857428345
"143","Solyc00g098560.2.1",1.85295333853002,4.22486045187845,5.82793473887015,1.58173632435218,2.01645011407187,6.84639378963043,0.708995349636693,1.31747698368932,1.85273761962055,1.02409183459548,4.24687999962555,4.09165761999183,2.01402755816845,2.96601401370771,0.679035078344349
"145","Solyc00g102000.1.1",290.373876358891,173.05700844769,46.0406719024456,205.298498039181,253.369030225756,31.4987301525556,3275.12894124871,305.081273728455,55.7451768064604,306.653273663783,590.462650609394,244.789862173777,892.766515120672,481.458249446425,1.85429684951325
"146","Solyc00g105750.1.1",3.98462048592681,2.36883398559679,6.30020182152323,1.51331947720939,1.48674844658542,0.261519506603329,0.026718697698027,1.40807461438489,1.6945446593031,0.565964011964049,0.764074257755964,31.7563974314661,8.80860938034715,4.3442514496681,2.02764722125376
"148","Solyc00g112180.1.1",3.82120621207437,0.264672936355304,79.2648879307783,0.371305409967193,0.444412248459699,0.36355642008835,0.026718697698027,1.38777878078145e-17,0.396481991266504,0.635156769505746,0.630678710074605,5.91928981740658,22.616571148797,7.67819726197289,2.9455574501593
"149","Solyc00g112190.2.1",30.3734956575996,3.09354119326498,141.261952775291,4.96814920752409,2.93484051359711,2.25085070783728,3.65274472473278,2.87886028374156,3.95778822331875,2.15911394885125,3.78067214850613,15.7032083669591,39.6617830822843,18.0846014792687,2.19312452794443
"151","Solyc00g118680.2.1",0.753954815658058,1.38777878078145e-17,0.186796362197332,0.346028343912897,0.00910539230837963,0.658554094850986,0.359987191092476,0.215111422036109,0.462825031845423,0.748317500366472,0.485083410757944,0.805822723656219,0.283135103076648,0.419298857390191,0.67525846561792
"153","Solyc00g121730.1.1",63.2822089044503,25.638430142023,904.82321574218,13.7580055235725,22.9669708872837,5.57106412785645,85.3482215237098,6.41359468854678,58.466993511092,11.3632154570975,5.12527549579781,369.964765550974,263.84685364778,131.060163462882,2.01317354317588
"156","Solyc00g126000.1.1",2.95867069313524,3.21310206327987,12.8225200797644,3.47600861118105,0.831502811959043,2.6536908653228,8.148102176194,3.6014357958767,2.22409044197396,3.36335307838552,3.54213968818697,2.38231254862748,3.23749122274478,4.10141073782392,0.789360400529523
"158","Solyc00g127660.2.1",5.47281338891285,7.34438713830642,3.61859623621413,6.07685352061817,6.02042965054561,5.45419515474157,19.717129610578,5.81929318873859,5.23111081673263,3.17339226066192,5.60151673932849,5.14713717538272,4.28533382658954,6.55640457339676,0.653610340639699
"162","Solyc00g131710.1.1",170.834214702932,106.706875841857,1407.87374598498,50.2330103784266,58.5958104320605,5.0664933566741,289.854496253425,17.4391401083185,145.839681508655,15.5337510750541,16.5605739205002,874.559001278152,433.585675016784,263.258066236753,1.64699863223508
"164","Solyc00g142160.1.1",4.09577954098597,1.88806209430239,56.5729507112826,2.6720794007777,1.72762084636387,2.24541647648249,4.90387732296842,3.41520386787643,14.144665964056,2.7138948903308,5.47620947149688,9.71945376181287,15.3831370699504,9.1312678623947,1.68466606190612
"170","Solyc00g164680.1.1",0.995794806103501,6.76704596741429,0.442799238355841,3.05244277211572,1.76464381146723,1.86441353079962,0.146952837339148,1.5675003836013,0.262699112314306,7.55466711077097,0.883918331393407,1.96426028977633,2.43441652456373,2.2722615159543,1.07136282838524
"176","Solyc00g181240.1.1",0.423027093241943,0.264672936355304,1.84704254386868,0.246457505510964,0.2728354230815,0.42973621701531,1.20018978704607,0.687263089774594,1.1248051631336,0.292904980082993,0.598891870041713,1.06471027162194,0.502962802076792,0.704378073397885,0.714052326544642
"178","Solyc00g187050.2.1",1.26670196653655,8.43007983942515,0.186796362197332,1.38777878078145e-17,1.50710131580696,0,144.806825324432,45.1152048697296,2.88771767717612,1.53638109223506,6.08843080433328,3.61220692418164,41.857352316475,17.9531205146712,2.33148060707716
"179","Solyc00g195360.1.1",37.8836531148204,34.9911449215726,314.457284093023,9.24018232584063,32.2259830555233,8.97344714182649,46.6004423350179,8.65531918237228,28.0712181570596,16.7148175512128,11.2059941272693,171.261553346976,91.5937718544892,60.0234199460428,1.52596722973843
"181","Solyc00g201160.2.1",0.461039153249376,0.264672936355304,0.634936013960284,0.189681638299458,0.310621597483802,1.69437702373744,0.574026741897765,0.435537867812114,0.117990807654077,0.575581164210913,1.31656853036256,0.351342016922176,0.46830939338258,0.577197957662106,0.811349706224585
"183","Solyc00g206460.1.1",37.7809953391157,41.7165988955521,459.746777424671,17.731196745311,22.2950533999972,12.1968351508086,56.4015259844294,17.4867267058272,52.128354936292,46.246465095507,10.2088901538534,184.543895981222,128.431507229169,79.8736096510489,1.60793418239465
"184","Solyc00g209460.1.1",0.311307168566917,1.21300925957212,0.396756661343329,0.53806873856267,0.796580870470862,0.441609837032043,0.336125817833929,1.44155339905081,0.303971797780951,0.377741227856915,0.876260839329994,0.187244271817163,0.396521846891562,0.601685824101475,0.659018097166751
"185","Solyc00g212260.1.1",0.997459415644478,0.264672936355304,1.31309842718135,0.819365296336873,0.505724340455283,2.12138724243877,0.146952837339148,0.752489505361544,0.861187705927819,0.444991828022804,1.66903574361055,7.01437738226416,1.85619776256197,1.40922855507817,1.3171729708947
"186","Solyc00g227860.1.1",1.91664097441554,3.5556053328269,0.634936013960284,1.78032058627475,1.64801555652142,6.77365906998061,3.17389758935534,6.43588196190236,2.21627653513334,4.74432319560747,2.06184385345343,6.77423695998742,2.1852170866514,3.47630313578491,0.628603721049777
"193","Solyc00g245200.1.1",0.909692762712566,1.04099104220946,0.833209984450634,2.37082620378533,0.29441738032329,1.05022796364527,4.23714559123104,1.88831536054362,0.649698343104105,1.61191949421209,0.94754980304624,0.93363138374739,1.05724897875563,1.39730210941759,0.756635928357903
"195","Solyc00g272810.1.1",2.92113660432425,3.59237093981673,1.95582794790679,0.634859980250613,0.830311004325934,1.49261277013628,1.43414356412402,4.11622176529167,2.01805985163741,0.829000492966231,0.326140177230682,5.0989284846289,1.51718942101784,2.10413446521996,0.721051551645603
"196","Solyc00g277510.1.1",22.9187344508103,18.9101464858346,20.594476565022,41.2574668325383,19.383900832576,25.512449858574,55.0352321100346,78.0566225072217,16.3005876971853,59.8839421097814,13.4383392636647,24.2793592631293,20.7576063797989,32.964271498031,0.629700140075558
"197","Solyc00g281110.1.1",6.94221038119657,1.67892740418657,52.4107005969875,6.93795624710504,7.77968115430606,4.6872730652816,14.6164632744858,6.25263781405962,9.14352033588847,3.16820978791472,10.4172376514954,22.3086766436872,13.8051248224478,12.1952911963829,1.13200452536487
"198","Solyc00g282510.1.1",1.47102112006036,0.802496243105478,1.51829511393751,0.771654085662897,0.891125665319615,1.24557928371261,4.90415017306965,1.54890137199325,0.986750911046667,1.21975793557175,0.931539120834375,1.71358320485177,1.11823664696156,1.50040451909716,0.745290108586477
"199","Solyc00g311230.2.1",7.41090798902874,29.1439722386603,6.49017664920883,6.14596865982013,5.9240782404406,21.8107790142151,3.43677998973398,3.72019518834664,7.43498495817927,3.74147348926703,9.20933320861966,6.17772867563971,7.93541800234259,9.22053152509667,0.860624789443404
"200","Solyc00g313030.1.1",1.46999519482666,8.87932003131662,33.789874259838,1.42241748679077,2.8466220808945,0.177720055670106,1.77109861472782,0.534994602630507,3.52275791610763,1.38777878078145e-17,1.85860827891838,5.38351393682706,9.36331525609059,5.13807687154567,1.82233849165317
"203","Solyc00g323130.2.1",13.2577868080888,6.53127952256974,3.34847053052498,44.6725022778851,8.40971260064704,52.5701390448234,3.1021766506266,21.2302394402769,2.78350580575654,16.6274885668767,8.16179599331449,17.4314125731538,16.2466073967051,16.5105424845453,0.984014148045876
"204","Solyc01g005000.2.1",0.607997441748932,2.24955800852159,0.619758221161539,5.2937794200967,0.779253827516016,3.17247185385748,0.120234139641121,5.74718543150798,1.02883389516649,4.36315087126035,0.394291773291012,7.13278529437605,2.44848983832595,2.62577501484544,0.93248272395115
"208","Solyc01g005060.2.1",2.60124584032928,14.7256363539588,5.54838030659309,19.121348473276,4.78384360734592,21.2129998608873,1.73712788798886,10.2643613748073,3.60315763612517,17.1867303432396,6.33665661603184,10.3621485259851,6.7888006821595,9.79030306888069,0.69342089150828
"210","Solyc01g005100.2.1",5.69794257738064,2.96138084925279,4.95052134908149,7.99829897119131,6.03464809941662,14.7490931360872,2.78536725157372,9.13196212403857,3.00665488094929,20.4483694894714,4.09548580716829,8.88674233767714,5.32148345189596,7.56220557277404,0.703694629917853
"213","Solyc01g005130.2.1",2.40535596487327,2.46059196973548,1.64119775821246,5.47177659650932,1.5948065791803,4.66039150149546,1.32007265541351,5.11596732211753,1.70365491176905,1.35759672210865,0.774699809317168,5.15053644640028,1.76142211769411,2.80472068642771,0.628020510640433
"219","Solyc01g005280.2.1",3.63084808309138,1.56285998280982,2.85617417179341,3.24976167606722,36.1556730960132,3.23767929413108,1.55653995006652,3.12679682291494,2.68827512676709,4.09029906847917,7.63768533703823,4.50669867209178,9.56712692212801,6.19160760677199,1.54517655667715
"220","Solyc01g005290.2.1",2.24978480444888,4.39867909550225,2.41989674070523,2.16135382760392,7.8996601625385,1.90720953386829,3.35153763694097,4.65433028250993,5.17377742216594,3.55867607657306,14.8198152555016,3.72437467718991,3.59905201815738,4.69325795962904,0.766855785280947
"223","Solyc01g005370.2.1",0.929280281352152,1.38777878078145e-17,0.396756661343329,0.521534495806846,1.05415800917885,1.07696774732469,2.18470722053321,0.549840590606627,0.46669708400327,1.43569058314372,1.05323857874392,2.44641968610714,0.724942614133361,1.00960757817865,0.718043950740914
"225","Solyc01g005410.2.1",0.143634828316664,0.262280771670524,1.38777878078145e-17,0.53806873856267,1.87160352610605,3.31831462486527,0.813779540353749,0.652720101589446,1.38777878078145e-17,0.901109367847381,1.08509894212124,1.46677369948498,0.950633934882294,0.921115345076498,1.03204657262913
"228","Solyc01g005450.2.1",2.3926129835467,1.33011992861995,25.2742331433468,3.08877802012305,1.23732348477771,3.52624365939104,1.58336473609631,3.78789656448393,1.88542721319211,4.11236155126739,2.02577843116837,8.03544579743053,6.69285784859274,4.85663212612032,1.37808622823143
"239","Solyc01g005600.2.1",8.60501002986042,6.52718423428733,7.837155341816,11.9294486120534,13.5959865648094,10.1891597962284,38.9010001052668,12.739820040735,10.2266727565267,15.0573612990508,14.6003723741996,9.91261314188782,8.47885776376805,13.3434820247268,0.635430673047401
"240","Solyc01g005610.2.1",1.04999202870578,3.79693992319435,0.186796362197332,0.525450333752543,0.207355297855573,0.100994408082965,0.659972965693613,0.215111422036109,1.30616320749805,4.93163791999164,0.83052536480915,0.779418597203766,1.53592620751435,1.21586315258507,1.26323937381339
"242","Solyc01g005640.2.1",2.1099270681632,1.59063086042788,1.46730769397779,5.06160533926276,0.963267535645211,6.88244310080306,2.456078983675,5.07022798368249,1.14836359190901,4.79523332743558,2.03786176098473,1.27736976311519,1.9912900398119,2.90502641742349,0.685463659768715
"246","Solyc01g005780.1.1",2.65460409389592,0.542676829336928,1.43815890943019,1.17673477133835,8.97348755656151,2.25015547999528,1.656773459618,2.09877470646499,7.46875399108727,0.829000492966231,4.69408470895326,2.17292884599074,2.68022174419057,2.99634448713656,0.894497196733181
"247","Solyc01g005790.1.1",5.01266990398501,4.37371038136697,2.72488863151123,2.20554672997419,3.06745589167948,2.04018189455991,8.12300160037463,2.1701595148273,2.10051391878639,1.35759672210865,4.94158559531107,13.2771287072161,3.40655748955703,4.28286995764175,0.795391296781928
"252","Solyc01g005850.1.1",5.71780124902999,7.20164049362733,100.26951666211,4.11633386736449,4.9419711421877,4.01297699754168,1.38338766465648,4.82974033898393,4.81618903101504,16.0890615510715,3.16376460556986,29.7138607017343,27.8065913161446,15.5213536920744,1.79150555214416
"258","Solyc01g005970.2.1",3.77144218268987,1.99790578259582,1.49370519265429,2.23851120915718,1.6472432740315,0.779027797816061,16.7851461021614,2.22320696043913,0.707965012644429,2.34776231288833,2.08848647532672,1.51625962169953,4.37288307792327,3.13305516034202,1.3957248928378
"268","Solyc01g006110.2.1",42.4366735732734,38.899893645167,40.3828977327455,19.6606624734732,161.133105142596,47.0276637940802,39.3739422737268,37.3446382727914,45.3477186441151,27.2722596839385,45.9261639930368,39.0233732798518,36.280896594963,48.6524160423996,0.745716236647834
"280","Solyc01g006250.1.1",0.955377354925139,0.262280771670524,1.58734802831089,0.943431325248758,1.4039140371354,0.43863835791057,0.284805115267646,1.0713813528277,1.72804237357581,1.38777878078145e-17,1.70131021330816,0.474926567341116,0.608793539274755,0.90428795812681,0.673229731529149
