"type","genotype","N","mean","sd","se","gene"
"104","Bother","tf2",4,33.4882963774406,8.01019431707265,4.00509715853632,"Solyc00g009100"
"105","Bother","wt",4,15.3293495465733,6.94534685083244,3.47267342541622,"Solyc00g009100"
"106","Cmbr","tf2",4,17.9753029577337,10.8005763842997,5.40028819214984,"Solyc00g009100"
"107","Cmbr","wt",6,28.3058223644608,12.0240562218463,4.90880039701011,"Solyc00g009100"
"108","Cother","tf2",4,29.3437937767261,14.6249618781534,7.31248093907669,"Solyc00g009100"
"109","Cother","wt",3,35.3883828765759,16.8790981377726,9.7451518535211,"Solyc00g009100"
"110","Ambr","tf2",4,67.4534322886608,17.0282820890928,8.51414104454641,"Solyc00g024150"
"111","Ambr","wt",3,48.9183962861277,22.613413879143,13.0558605904196,"Solyc00g024150"
"112","Aother","tf2",4,49.18007722781,23.2427691299376,11.6213845649688,"Solyc00g024150"
"113","Aother","wt",5,42.9807873448527,11.4367185119189,5.11465600643619,"Solyc00g024150"
"114","Bmbr","tf2",3,29.3109381469055,16.5295541369493,9.54334253055216,"Solyc00g024150"
"115","Bmbr","wt",4,31.1422246224774,12.4814503887079,6.24072519435394,"Solyc00g024150"
"116","Bother","tf2",4,61.4391806897169,6.66293035109685,3.33146517554843,"Solyc00g024150"
"117","Bother","wt",4,37.2189121270966,12.6786316709315,6.33931583546573,"Solyc00g024150"
"118","Cmbr","tf2",4,37.0189827745812,17.7825300374992,8.89126501874959,"Solyc00g024150"
"119","Cmbr","wt",6,20.4244354657115,12.1150141285534,4.94593380692748,"Solyc00g024150"
"120","Cother","tf2",4,47.0214463793788,10.6466262382366,5.32331311911828,"Solyc00g024150"
"121","Cother","wt",3,34.2934970213176,15.1763352513511,8.76206124267955,"Solyc00g024150"
"122","Ambr","tf2",4,2.3926129835467,2.1734718338828,1.0867359169414,"Solyc01g005450"
"123","Ambr","wt",3,1.58336473609631,0.972731462847284,0.561606771924098,"Solyc01g005450"
"124","Aother","tf2",4,1.33011992861995,0.925829028011487,0.462914514005743,"Solyc01g005450"
"125","Aother","wt",5,3.78789656448393,3.40241260182508,1.52160517303656,"Solyc01g005450"
"126","Bmbr","tf2",3,25.2742331433468,40.3283627331585,23.2835910799659,"Solyc01g005450"
"127","Bmbr","wt",4,1.88542721319211,1.84056592800578,0.920282964002891,"Solyc01g005450"
"128","Bother","tf2",4,3.08877802012305,2.13909451698256,1.06954725849128,"Solyc01g005450"
"129","Bother","wt",4,4.11236155126739,5.46791306723471,2.73395653361736,"Solyc01g005450"
"130","Cmbr","tf2",4,1.23732348477771,1.46875422558452,0.734377112792259,"Solyc01g005450"
"131","Cmbr","wt",6,2.02577843116837,2.40458419989348,0.981667388882929,"Solyc01g005450"
"132","Cother","tf2",4,3.52624365939104,1.69151645023959,0.845758225119794,"Solyc01g005450"
"133","Cother","wt",3,9.91639006872514,9.67104650747747,5.58358130443751,"Solyc01g005450"
"134","Ambr","tf2",4,26.5346061313596,13.3882059020018,6.69410295100091,"Solyc01g005520"
"135","Ambr","wt",3,18.8290770144711,3.40958637433053,1.96852561104501,"Solyc01g005520"
"136","Aother","tf2",4,27.0002015654949,20.8843743623156,10.4421871811578,"Solyc01g005520"
"137","Aother","wt",5,25.7495857639923,2.4100724102873,1.07781714801983,"Solyc01g005520"
"138","Bmbr","tf2",3,18.2879978438952,14.1372524073512,8.16214648298591,"Solyc01g005520"
"139","Bmbr","wt",4,19.8119816890404,8.79014552682548,4.39507276341274,"Solyc01g005520"
"140","Bother","tf2",4,33.6500447942834,5.49406938092581,2.7470346904629,"Solyc01g005520"
"141","Bother","wt",4,20.3494255281686,8.24612271427354,4.12306135713677,"Solyc01g005520"
"142","Cmbr","tf2",4,23.5313515717489,22.4821783327277,11.2410891663638,"Solyc01g005520"
"143","Cmbr","wt",6,13.6126109853028,7.26607432548058,2.96636242176081,"Solyc01g005520"
"144","Cother","tf2",4,35.0719504310879,14.5503533733303,7.27517668666516,"Solyc01g005520"
"145","Cother","wt",3,21.0103122873347,19.9717042030285,11.5306687977941,"Solyc01g005520"
"146","Ambr","tf2",4,322.486549640617,78.4258274829013,39.2129137414507,"Solyc01g005550"
"147","Ambr","wt",3,288.51265958634,74.773291662104,43.1703800693101,"Solyc01g005550"
"148","Aother","tf2",4,217.965655558433,75.1073020730588,37.5536510365294,"Solyc01g005550"
"149","Aother","wt",5,346.135564078556,100.838474112775,45.0963365727034,"Solyc01g005550"
"150","Bmbr","tf2",3,174.391192419887,63.6863687561499,36.7693421450729,"Solyc01g005550"
"151","Bmbr","wt",4,268.370438860686,57.4289070879468,28.7144535439734,"Solyc01g005550"
"152","Bother","tf2",4,427.801374294551,58.8629880451319,29.4314940225659,"Solyc01g005550"
"153","Bother","wt",4,378.824622197742,165.404264034742,82.7021320173712,"Solyc01g005550"
"154","Cmbr","tf2",4,267.616687556245,121.017377776679,60.5086888883393,"Solyc01g005550"
"155","Cmbr","wt",6,399.231831894204,216.038355709798,88.1972893931489,"Solyc01g005550"
"156","Cother","tf2",4,485.059982764048,233.906192229325,116.953096114663,"Solyc01g005550"
"157","Cother","wt",3,406.572603384513,84.8463033764224,48.9860360941221,"Solyc01g005550"
"158","Ambr","tf2",4,11.3893787765976,5.50977809086229,2.75488904543114,"Solyc01g006130"
"159","Ambr","wt",3,7.69934672026644,6.45888252248648,3.72903756302174,"Solyc01g006130"
"160","Aother","tf2",4,18.996911879092,9.61645817202488,4.80822908601244,"Solyc01g006130"
"161","Aother","wt",5,21.1543776327957,10.565833232447,4.72518426933557,"Solyc01g006130"
"162","Bmbr","tf2",3,7.88589498904811,5.67381692782922,3.27577973061486,"Solyc01g006130"
"163","Bmbr","wt",4,8.48365291425324,3.73830529198866,1.86915264599433,"Solyc01g006130"
"164","Bother","tf2",4,19.3504872992452,8.66275650901516,4.33137825450758,"Solyc01g006130"
"165","Bother","wt",4,7.79517440844427,5.28725397538918,2.64362698769459,"Solyc01g006130"
"166","Cmbr","tf2",4,14.2775939786867,14.3885698793768,7.1942849396884,"Solyc01g006130"
"167","Cmbr","wt",6,8.61400055562314,7.03232624533593,2.87093516764255,"Solyc01g006130"
"168","Cother","tf2",4,16.043014556903,14.1790439958799,7.08952199793994,"Solyc01g006130"
"169","Cother","wt",3,11.7597102273362,8.80057836581789,5.08101628852936,"Solyc01g006130"
"170","Ambr","tf2",4,3.78386902267125,2.02604846475529,1.01302423237764,"Solyc01g006330"
"171","Ambr","wt",3,3.31814727234792,1.38152411752112,0.797623321142776,"Solyc01g006330"
"172","Aother","tf2",4,7.33674434654008,2.16570155993942,1.08285077996971,"Solyc01g006330"
"173","Aother","wt",5,5.90156312098922,3.07605493455913,1.37565358723958,"Solyc01g006330"
"174","Bmbr","tf2",3,31.370632527191,46.9977866792156,27.1341847905618,"Solyc01g006330"
"175","Bmbr","wt",4,2.02105639629529,0.927948646374791,0.463974323187396,"Solyc01g006330"
"176","Bother","tf2",4,6.06166749120493,0.71899891015784,0.35949945507892,"Solyc01g006330"
"177","Bother","wt",4,2.19733770632389,1.41976923254547,0.709884616272733,"Solyc01g006330"
"178","Cmbr","tf2",4,3.01849362750497,3.66977542464901,1.83488771232451,"Solyc01g006330"
"179","Cmbr","wt",6,3.38970635130409,4.46803219613903,1.82406650581126,"Solyc01g006330"
"180","Cother","tf2",4,9.73427208688005,4.87014695478799,2.43507347739399,"Solyc01g006330"
"181","Cother","wt",3,3.41085964085555,2.53597968352398,1.46414855294199,"Solyc01g006330"
"182","Ambr","tf2",4,46.7159896038174,7.78344791046097,3.89172395523049,"Solyc01g006890"
"183","Ambr","wt",3,67.5853244331902,12.3975324393848,7.15771869116594,"Solyc01g006890"
"184","Aother","tf2",4,33.8732770730539,11.97962137614,5.98981068807001,"Solyc01g006890"
"185","Aother","wt",5,58.0073726104602,21.0551809122344,9.41616315966244,"Solyc01g006890"
"186","Bmbr","tf2",3,34.431739377149,23.5814955099115,13.6147827805414,"Solyc01g006890"
"187","Bmbr","wt",4,58.532430893088,19.2717509041087,9.63587545205436,"Solyc01g006890"
"188","Bother","tf2",4,44.0880876392935,14.6073075250706,7.30365376253529,"Solyc01g006890"
"189","Bother","wt",4,33.7330466659021,16.8695667388712,8.43478336943562,"Solyc01g006890"
"190","Cmbr","tf2",4,33.5343997231397,9.24537968691916,4.62268984345958,"Solyc01g006890"
"191","Cmbr","wt",6,65.4747626801465,29.5145356084884,12.0492587060002,"Solyc01g006890"
"192","Cother","tf2",4,40.212931668985,7.21851918182764,3.60925959091382,"Solyc01g006890"
"193","Cother","wt",3,42.7502314457388,11.5303235694957,6.65703541669183,"Solyc01g006890"
"194","Ambr","tf2",4,114.997556661825,12.3559061931505,6.17795309657524,"Solyc01g006900"
"195","Ambr","wt",3,99.0955281004312,21.4407029976777,12.3787956473241,"Solyc01g006900"
"196","Aother","tf2",4,110.189481330148,51.7941453302146,25.8970726651073,"Solyc01g006900"
"197","Aother","wt",5,127.414068652987,31.3802300533857,14.0336655097904,"Solyc01g006900"
"198","Bmbr","tf2",3,48.8674140974427,27.7312322177564,16.0106343858817,"Solyc01g006900"
"199","Bmbr","wt",4,107.805743787899,27.7996134461106,13.8998067230553,"Solyc01g006900"
"200","Bother","tf2",4,131.658404170486,26.8043645245947,13.4021822622973,"Solyc01g006900"
"201","Bother","wt",4,125.437771801643,42.2188153384917,21.1094076692458,"Solyc01g006900"
"202","Cmbr","tf2",4,150.061109867463,87.4856306864014,43.7428153432007,"Solyc01g006900"
"203","Cmbr","wt",6,151.347205859624,74.2757698640368,30.3229560698803,"Solyc01g006900"
"204","Cother","tf2",4,141.126359617701,25.7364841211346,12.8682420605673,"Solyc01g006900"
"205","Cother","wt",3,127.511159942178,68.5707554702418,39.5893441292801,"Solyc01g006900"
"206","Ambr","tf2",4,48.1678611365057,21.3013621500143,10.6506810750071,"Solyc01g006940"
"207","Ambr","wt",3,112.313289448489,108.107525533611,62.4159089682547,"Solyc01g006940"
"208","Aother","tf2",4,45.1271716836261,42.8485128932965,21.4242564466483,"Solyc01g006940"
"209","Aother","wt",5,42.9812813525241,14.3416281680685,6.41377109836538,"Solyc01g006940"
"210","Bmbr","tf2",3,30.640112332112,17.0283923490333,9.83134690658094,"Solyc01g006940"
"211","Bmbr","wt",4,28.5292422842703,11.6070281440797,5.80351407203983,"Solyc01g006940"
"212","Bother","tf2",4,53.0511148201136,2.91872183446981,1.4593609172349,"Solyc01g006940"
"213","Bother","wt",4,36.2890359068672,17.8256578121118,8.9128289060559,"Solyc01g006940"
"214","Cmbr","tf2",4,49.4140558383307,14.2121767183227,7.10608835916134,"Solyc01g006940"
"215","Cmbr","wt",6,27.7980283703718,15.0870399343956,6.15925826137704,"Solyc01g006940"
"216","Cother","tf2",4,62.9103643807236,43.7603348298872,21.8801674149436,"Solyc01g006940"
"217","Cother","wt",3,37.3622597272842,17.0500950448359,9.84387696384471,"Solyc01g006940"
"218","Ambr","tf2",4,7.36999930597103,7.44764310457846,3.72382155228923,"Solyc01g007890"
"219","Ambr","wt",3,4.57804041721614,2.49358683951306,1.43967303304057,"Solyc01g007890"
"220","Aother","tf2",4,4.99361406736164,3.9060616151965,1.95303080759825,"Solyc01g007890"
"221","Aother","wt",5,5.94477786613443,3.55850233345813,1.5914106231408,"Solyc01g007890"
"222","Bmbr","tf2",3,3.0435330227571,2.44789618615437,1.41329352202448,"Solyc01g007890"
"223","Bmbr","wt",4,2.78217377558618,1.519158390637,0.7595791953185,"Solyc01g007890"
"224","Bother","tf2",4,7.11536938554594,0.73081429879487,0.365407149397435,"Solyc01g007890"
"225","Bother","wt",4,7.53829964373042,8.97224088987884,4.48612044493942,"Solyc01g007890"
"226","Cmbr","tf2",4,2.69992795788521,1.29178430683171,0.645892153415854,"Solyc01g007890"
"227","Cmbr","wt",6,1.0966401177673,1.13625733184283,0.463875113251866,"Solyc01g007890"
"228","Cother","tf2",4,8.40485593987763,7.40819388862634,3.70409694431317,"Solyc01g007890"
"229","Cother","wt",3,5.6328360361854,3.32396178989691,1.91909023417301,"Solyc01g007890"
"230","Ambr","tf2",4,40.2466398423466,21.4928876471682,10.7464438235841,"Solyc01g008170"
"231","Ambr","wt",3,39.4791064678391,10.4064970066722,6.00819384812323,"Solyc01g008170"
"232","Aother","tf2",4,32.772506166143,12.3122619160017,6.15613095800086,"Solyc01g008170"
"233","Aother","wt",5,36.7039032486374,6.55767145754332,2.9326798306354,"Solyc01g008170"
"234","Bmbr","tf2",3,30.5819001805937,27.2407656777375,15.7274633969733,"Solyc01g008170"
"235","Bmbr","wt",4,48.5776305836791,7.3785393595381,3.68926967976905,"Solyc01g008170"
"236","Bother","tf2",4,41.1435275278083,9.17612367155225,4.58806183577613,"Solyc01g008170"
"237","Bother","wt",4,20.7147377524248,9.05153948665755,4.52576974332878,"Solyc01g008170"
"238","Cmbr","tf2",4,33.5662561255338,21.4973935951843,10.7486967975922,"Solyc01g008170"
"239","Cmbr","wt",6,39.8859300231498,15.0320883216159,6.13682435940151,"Solyc01g008170"
"240","Cother","tf2",4,36.2940285791854,20.9200076688876,10.4600038344438,"Solyc01g008170"
"241","Cother","wt",3,41.6696884933813,14.5560409929068,8.40393418558998,"Solyc01g008170"
"242","Ambr","tf2",4,15.403683167393,2.56948913063782,1.28474456531891,"Solyc01g008180"
"243","Ambr","wt",3,26.9930109238846,13.4553044914564,7.76842367017073,"Solyc01g008180"
"244","Aother","tf2",4,30.2569381641531,17.7785018234877,8.88925091174384,"Solyc01g008180"
"245","Aother","wt",5,30.4698712261919,8.36465089386034,3.74078560134522,"Solyc01g008180"
"246","Bmbr","tf2",3,17.9960741411997,11.110040851507,6.41438507632529,"Solyc01g008180"
"247","Bmbr","wt",4,16.9439546128818,6.93675000987814,3.46837500493907,"Solyc01g008180"
"248","Bother","tf2",4,32.5185171078122,9.79055512307648,4.89527756153824,"Solyc01g008180"
"249","Bother","wt",4,27.6670074080005,9.65707291602519,4.82853645801259,"Solyc01g008180"
"250","Cmbr","tf2",4,23.8221157842772,18.3209750262597,9.16048751312984,"Solyc01g008180"
"251","Cmbr","wt",6,21.2579185635012,11.3231056922857,4.62263854161727,"Solyc01g008180"
"252","Cother","tf2",4,39.9919013498148,8.2744472199915,4.13722360999575,"Solyc01g008180"
"253","Cother","wt",3,44.2291095698475,17.6306403793705,10.1790549690151,"Solyc01g008180"
"254","Ambr","tf2",4,9.41968975656369,5.99299454327412,2.99649727163706,"Solyc01g008250"
"255","Ambr","wt",3,3.1766275677992,1.43259384080463,0.827108439627953,"Solyc01g008250"
"256","Aother","tf2",4,2.16076683065194,1.98704646362084,0.993523231810418,"Solyc01g008250"
"257","Aother","wt",5,8.30842847724321,5.19913412451126,2.32512346530921,"Solyc01g008250"
"258","Bmbr","tf2",3,2.0948673435104,1.72495113878707,0.995901004317665,"Solyc01g008250"
"259","Bmbr","wt",4,3.74280227390933,2.0507388585178,1.0253694292589,"Solyc01g008250"
"260","Bother","tf2",4,8.48647639484781,3.99144734068483,1.99572367034241,"Solyc01g008250"
"261","Bother","wt",4,4.81961261274812,4.01758626512822,2.00879313256411,"Solyc01g008250"
"262","Cmbr","tf2",4,6.62488865947472,8.71779925455592,4.35889962727796,"Solyc01g008250"
"263","Cmbr","wt",6,5.19533952358356,2.18348161092478,0.891402634919322,"Solyc01g008250"
"264","Cother","tf2",4,7.37397832543752,4.09289468805806,2.04644734402903,"Solyc01g008250"
"265","Cother","wt",3,7.35326873577387,1.90295399444567,1.09867100094868,"Solyc01g008250"
"266","Ambr","tf2",4,88.8124093819791,35.9968623397041,17.998431169852,"Solyc01g008600"
"267","Ambr","wt",3,128.607804154704,18.2788919497342,10.5533231876671,"Solyc01g008600"
"268","Aother","tf2",4,117.449243198166,32.1096123576506,16.0548061788253,"Solyc01g008600"
"269","Aother","wt",5,139.426878153543,46.389826274098,20.7461610026578,"Solyc01g008600"
"270","Bmbr","tf2",3,114.002571349592,63.0726116804028,36.4149893321733,"Solyc01g008600"
"271","Bmbr","wt",4,131.353205667584,36.3521116775447,18.1760558387723,"Solyc01g008600"
"272","Bother","tf2",4,137.371758943615,39.0943845863728,19.5471922931864,"Solyc01g008600"
"273","Bother","wt",4,104.970570048039,53.3885204808701,26.694260240435,"Solyc01g008600"
"274","Cmbr","tf2",4,97.6347742411964,53.9252428874662,26.9626214437331,"Solyc01g008600"
"275","Cmbr","wt",6,124.538167728294,27.5179773800906,11.2341672224453,"Solyc01g008600"
"276","Cother","tf2",4,144.662807204801,55.4105593966999,27.7052796983499,"Solyc01g008600"
"277","Cother","wt",3,111.834492860501,9.95714137219417,5.74875825159546,"Solyc01g008600"
"278","Ambr","tf2",4,2.80390283815807,1.88466703860834,0.94233351930417,"Solyc01g008920"
"279","Ambr","wt",3,2.2598316375829,0.395645319534106,0.228425931736631,"Solyc01g008920"
"280","Aother","tf2",4,45.5405097216021,65.632342524301,32.8161712621505,"Solyc01g008920"
"281","Aother","wt",5,3.13142782486466,0.91679663806623,0.410003920851873,"Solyc01g008920"
"282","Bmbr","tf2",3,2.41989674070523,1.3368956016201,0.771857035473791,"Solyc01g008920"
"283","Bmbr","wt",4,1.9471075231668,2.2308304437202,1.1154152218601,"Solyc01g008920"
"284","Bother","tf2",4,4.09462664898423,2.76624724697817,1.38312362348908,"Solyc01g008920"
"285","Bother","wt",4,1.47898498966057,0.931553911381309,0.465776955690655,"Solyc01g008920"
"286","Cmbr","tf2",4,3.77284454682436,3.51048625152487,1.75524312576244,"Solyc01g008920"
"287","Cmbr","wt",6,3.02404638669605,3.93813965347428,1.60773878113882,"Solyc01g008920"
"288","Cother","tf2",4,6.85800232123593,6.41351284734961,3.20675642367481,"Solyc01g008920"
"289","Cother","wt",3,0.999850661432512,1.24948263781637,0.721389137291044,"Solyc01g008920"
"290","Ambr","tf2",4,374.373664386204,59.0738946971447,29.5369473485724,"Solyc01g008960"
"291","Ambr","wt",3,455.258469991081,16.4754962213781,9.51213217844532,"Solyc01g008960"
