itag3	dPC1	dPC2	dPC3	dPC4	dPC5	dPC6	overall_distance	m82.PC1	m82.PC2	m82.PC3	m82.PC4	m82.PC5	m82.PC6	penn.PC1	penn.PC2	penn.PC3	penn.PC4	penn.PC5	penn.PC6	m82.inf	m82.veg	m82.leaf	m82.root	m82.seedling	m82.stem	penn.inf	penn.veg	penn.leaf	penn.root	penn.seed	penn.stem	cluster	distance
Solyc02g081580.2.1	0.733484273	0.53122136	-1.145333423	-1.402275353	0.685950563	-1.24E-11	2.137495802	-1.664946296	0.250611119	-0.960470034	-1.536032081	0.803376221	4.83E-12	-2.398430569	-0.280610241	0.184863389	-0.133756728	0.117425658	1.72E-11	-0.435801428	-0.742476507	0.839321268	0.694054126	1.049151586	-1.404249045	0.16644197	-0.691774438	1.258717398	-0.644962634	1.071470182	-1.159892478	7	0.001384243
Solyc07g052440.2.1	-1.607218009	-0.780249002	-1.631143485	-0.446637121	2.564951492	1.91E-11	3.554015782	-0.02298855	-1.400396733	-1.88569478	-0.238616797	0.584989052	3.11E-11	1.584229459	-0.620147731	-0.254551295	0.208020324	-1.97996244	1.20E-11	0.51256783	-1.409561532	1.089206638	0.896993702	-0.832922723	-0.256283915	-0.43852901	-0.767425767	-0.109632252	-0.109632252	-0.548161262	1.973380543	4	0.008354958
Solyc09g031930.2.1	0.571939299	-0.826092843	-1.731720961	-2.543908597	1.40641187	4.32E-10	3.529570332	-0.142752373	1.100197751	-0.828409237	-2.414589346	0.202642585	-1.61E-11	-0.714691672	1.926290594	0.903311724	0.129319251	-1.203769285	-4.48E-10	-1.30183774	-0.280788532	-0.331840992	1.233767793	1.165697845	-0.484998374	-1.516839649	0.915016631	0.362322022	-0.890452426	0.951862938	0.178090485	4	0.003984853
Solyc09g082620.2.1	1.094131055	0.466752759	-1.618732209	-0.476903786	0.398668752	2.00E-12	2.10277171	1.696633233	-1.438458759	-0.490254706	-0.945863339	1.18204389	4.58E-10	0.602502178	-1.905211518	1.128477503	-0.468959553	0.783375138	4.56E-10	1.021988749	-0.563855862	-1.198193706	1.233434697	-0.77530181	0.281927931	1.671019956	-0.557006653	-1.367198145	0.050636968	0.050636968	0.151910905	7	0.001006817
Solyc03g007120.2.1	-0.57602619	0.780874439	0.801176316	1.452007125	0.049510087	4.61E-10	1.922038108	-2.230786836	0.87383366	0.42839649	-0.247785381	-0.285811299	8.33E-12	-1.654760646	0.092959221	-0.372779826	-1.699792506	-0.335321386	-4.53E-10	-0.683070243	-0.030101401	1.095227882	-0.73864206	1.345301056	-0.988715234	-0.624636569	-1.076181077	0.585502712	0.251359776	1.58793152	-0.723976361	1	0.003078665
Solyc05g047680.2.1	0.140016728	-0.754484341	-0.484386113	2.006598109	-0.36492771	3.25E-11	2.232283453	-0.526831235	1.139684027	-1.43366731	0.706931339	-0.085657511	3.11E-11	-0.666847963	1.894168368	-0.949281197	-1.29966677	0.279270199	-1.35E-12	-1.119624634	0.230000409	1.77924845	0.091132238	-0.629246403	-0.35151006	-1.651834802	0.388351194	0.581631973	0.742699288	0.753437109	-0.814284762	2	0.002373335
Solyc05g009560.2.1	-1.266874222	-1.149625161	-0.419438922	-0.540999579	2.158513378	-4.41E-10	2.838027107	0.196675237	-2.332900986	0.717742062	0.169253958	0.774086796	-4.28E-10	1.463549459	-1.183275825	1.137180984	0.710253537	-1.384426582	1.28E-11	1.932485541	-0.875657511	-0.603901731	-0.150975433	-0.332145952	0.030195087	0.587345253	-0.326302918	-0.848387588	-0.71786642	-0.456824086	1.762035759	9	0.006225297
Solyc09g007510.1.1	-0.801928152	1.688664654	0.46551302	-0.054527537	-1.442267182	-4.62E-10	2.407174136	-1.121697015	-0.032603409	1.127905874	-1.627511159	-0.933025644	-4.66E-10	-0.319768863	-1.721268063	0.662392854	-1.572983622	0.509241538	-4.16E-12	-0.357333422	-0.710462921	-0.533898171	-0.357333422	1.988455395	-0.029427458	1.15759816	-1.215478068	-1.01289839	0.347279448	0.983958436	-0.260459586	6	0.005147579
Solyc02g069670.2.1	-0.050101909	2.248563843	0.803469201	0.004328779	-0.135300869	-4.63E-10	2.392161654	-1.405302474	0.625206108	1.858298525	-0.946367009	-0.027954492	-4.61E-10	-1.355200565	-1.623357735	1.054829324	-0.950695788	0.107346377	2.20E-12	-0.154985682	0.379714921	-0.666438432	-0.736181989	1.844329615	-0.666438432	1.140059098	-1.221491891	-0.325731171	-0.407163964	1.302924684	-0.488596756	6	0.003011675
Solyc10g085690.1.1	0.65383228	-1.456475481	-1.971288242	0.70544555	-0.070319909	-8.70E-10	2.63389315	1.623119074	0.181893593	-0.958513539	1.350316134	0.670258255	-4.11E-10	0.969286794	1.638369074	1.012774703	0.644870584	0.740578164	4.59E-10	0.009239793	0.729943611	0.39731108	0.39731108	-1.986555398	0.452749835	-0.500066244	1.970849313	-0.775838069	-0.213263545	-0.466973625	-0.014707831	2	0.008388464
Solyc03g116150.2.1	1.017426982	0.344798404	-0.87725138	-1.307592526	1.036042526	-9.10E-10	2.169515134	-0.737605944	1.139824923	-1.4855443	-1.747087955	0.323850832	-4.50E-10	-1.755032926	0.795026519	-0.60829292	-0.439495429	-0.712191694	4.60E-10	-1.355736529	-0.384462598	0.708220575	1.10280061	0.768925196	-0.839747253	-1.089161309	-0.520903235	1.488294956	-0.257069129	0.960626744	-0.581788028	7	0.003603303
Solyc09g083270.2.1	-0.414969095	-0.352191753	-1.733972372	-1.202280349	1.590985331	-4.47E-10	2.698075412	1.577266741	-1.533778165	-1.43126401	-0.392895093	0.783459829	2.35E-11	1.992235836	-1.181586412	0.302708362	0.809385256	-0.807525502	4.70E-10	0.773217757	-0.949159522	-0.199091997	1.245482494	-1.310303145	0.439854413	0.596938022	-0.260634911	-0.664198644	-0.159743978	-1.16865331	1.65629282	4	0.001902033
Solyc11g006000.1.1	-0.971272469	-0.112172995	1.49735977	-1.034618292	-0.352324197	-2.40E-11	2.095854628	-2.19154469	1.016629137	0.488563903	-0.337924094	-0.142205516	4.55E-10	-1.220272221	1.128802132	-1.008795867	0.696694198	0.210118681	4.79E-10	-0.720328402	0.111214599	0.973555488	-0.67926455	1.384194007	-1.069371143	-0.895639874	0.307662552	1.825464475	-0.17092364	-0.239293096	-0.827270418	1	0.003144031
Solyc03g005110.2.1	1.128293503	-0.105768882	-1.369914385	-1.661016852	0.607384093	-4.61E-10	2.507746225	-1.251103794	0.146672762	-1.014507643	-2.062350242	0.460894319	-3.49E-12	-2.379397297	0.252441644	0.355406742	-0.40133339	-0.146489774	4.58E-10	-0.587741468	-0.996210442	0.460662232	0.937209368	1.223137649	-1.037057339	-0.272101552	-0.467039977	1.092467424	-0.661978402	1.384875062	-1.076222556	7	0.001453469
Solyc05g055690.1.1	0.956872895	-0.076395099	0.069542751	2.07590408	-1.49054354	2.20E-11	2.730819646	0.521512483	-2.117996851	0.765099275	0.99336152	-0.887728624	2.60E-11	-0.435360412	-2.041601752	0.695556524	-1.08254256	0.602814916	3.98E-12	1.318496815	-0.992576254	-0.103701997	-0.814801403	-0.548139125	1.140721964	1.482497443	-1.258119452	-0.77730947	0.136229495	0.713201473	-0.296499489	2	0.002807647
Solyc12g045030.1.1	1.72620204	-0.331315066	-1.635139773	-0.256182773	0.874735462	-8.89E-10	2.567881807	0.27955617	1.551702543	-1.511441397	-0.257542642	1.561566545	-4.29E-10	-1.44664587	1.883017609	0.123698376	-0.001359869	0.686831083	4.60E-10	-0.942790906	0.936306787	0.648411903	1.115268473	-0.763829221	-0.993367035	-1.017717606	1.071281692	0.846312534	-0.262464015	0.637412605	-1.274825211	7	0.003709944
Solyc01g108490.2.1	0.343876114	0.372475406	-1.941609304	-0.829199404	-0.980857605	-2.15E-12	2.382538288	2.245511273	0.97728296	-0.992143043	-0.506086247	-0.328674569	5.31E-12	1.901635159	0.604807554	0.949466261	0.323113157	0.652183036	7.46E-12	-1.163665331	0.485721764	-0.555996402	1.043785066	-0.90323579	1.093390693	0.07427157	1.403606787	-1.436336631	0.142248939	-0.771669023	0.587878358	4	0.004651928
Solyc05g018810.2.1	-0.126810323	0.148541678	-1.123640961	-2.247216197	3.012322649	4.35E-10	3.927439735	0.380976278	-0.788198218	-1.579190782	-2.244658429	0.826814186	4.48E-10	0.507786601	-0.936739896	-0.455549821	0.002557768	-2.185508463	1.34E-11	-0.017784436	-1.317318563	-0.276929071	1.723819951	0.268036853	-0.379824735	-0.396778373	-1.403985011	0.537176874	-0.286901285	-0.030521413	1.581009208	4	0.006980544
Solyc02g068720.2.1	-1.39094799	1.006844025	1.922388382	0.91988316	-1.483129225	-6.00E-12	3.112861323	-1.090046979	-1.286759077	2.143096645	0.156641001	-0.748525332	4.54E-10	0.300901011	-2.293603102	0.220708263	-0.763242159	0.734603893	4.60E-10	1.060854713	-0.568864122	-0.476615886	-1.38679848	1.165402714	0.20602106	1.62062048	-1.271227807	-0.765856262	0.413344011	-0.007798944	0.010918521	1	0.003863702
Solyc05g054580.2.1	1.850311995	0.015247102	0.037519185	0.404242892	-1.451771818	-4.52E-10	2.386702405	0.455681279	-1.630249601	-0.45196117	0.794009604	-1.478942535	-4.20E-10	-1.394630716	-1.645496703	-0.489480355	0.389766712	-0.027170717	3.16E-11	0.434322492	-1.377034971	0.761227724	-0.437037007	-0.679016681	1.297538444	0.902926479	-1.435151575	1.338772785	-0.382481013	0.007674607	-0.431741283	2	0.004164192
Solyc10g085020.1.1	1.298058535	-0.441088644	0.241961317	1.20964303	-0.873598702	1.13E-11	2.040703649	0.439821549	-2.407107891	0.359210213	-0.036876108	-0.48180207	1.72E-11	-0.858236986	-1.966019247	0.117248896	-1.246519138	0.391796632	5.93E-12	1.392264234	-1.476622129	-0.369559373	-0.187561702	-0.181100247	0.822579217	1.177557858	-1.621705483	-0.205074237	0.2571523	0.827852317	-0.435782755	2	0.000558902
Solyc06g068320.2.1	0.632135797	-0.098617603	-1.451907342	-1.580983768	1.070004697	-4.58E-10	2.482292439	-0.76285031	-1.207965212	-1.687477868	-0.568219565	0.224161597	2.50E-11	-1.394986107	-1.109347609	-0.235570526	1.012764203	-0.8458431	4.83E-10	0.254285226	-1.609030346	1.293067427	0.669798106	-0.161227654	-0.446892759	0.414728103	-1.1250718	1.649166844	-0.917166328	-0.033568071	0.011911251	4	0.001357662
Solyc07g044960.1.1	-0.242820316	0.454283445	1.108689593	-2.064165323	0.360875868	-4.82E-10	2.426012704	-1.718868453	0.850070505	0.161963785	-1.54656476	-0.260747808	-4.77E-12	-1.476048137	0.39578706	-0.946725808	0.517600563	-0.621623676	4.77E-10	-0.924076385	-0.374625562	0.374625562	-8.32E-12	1.773227658	-0.849151273	-0.739625548	-0.517737884	1.960007703	-0.406794052	0.110943832	-0.406794052	6	0.006212749
Solyc08g066840.2.1	1.902393951	0.928483421	-1.705767021	0.101239097	1.08845974	4.58E-10	2.930156873	1.279535896	0.860848955	-1.018860444	-2.168978193	0.919977615	4.37E-10	-0.622858055	-0.067634466	0.686906577	-2.27021729	-0.168482125	-2.10E-11	-0.890086392	0.146635429	-1.024580034	1.754955226	0.174654937	-0.161579167	-0.264220191	-0.685374621	-0.96956826	0.376071503	1.817583819	-0.27449225	7	0.003865513
Solyc01g105360.2.1	-0.812610121	2.016262093	0.425184902	0.287913571	0.764441283	-4.51E-10	2.360867412	1.2125945	1.030877125	1.241301882	0.942719005	0.824970535	1.43E-11	2.025204621	-0.985384968	0.81611698	0.654805434	0.060529252	4.65E-10	0.03061952	1.841545422	-0.966701991	-0.336814721	-0.730494265	0.161846035	0.901691681	0.296077865	-1.2381438	-0.067290424	-1.076646785	1.184311462	6	0.004616008
Solyc06g009660.2.1	0.463996157	0.396744691	1.633315859	-2.082964945	-0.303366222	-4.40E-11	2.733348405	-0.967530236	-0.617456581	0.524120864	-2.054668853	-0.428149781	-4.64E-10	-1.431526393	-1.014201272	-1.109194995	0.028296092	-0.124783559	-4.20E-10	-0.015019011	-1.186501875	-0.55570341	0.195247144	1.787262319	-0.225285166	0.240250673	-1.398719672	1.642261451	-0.036202156	0.082277628	-0.529867923	6	0.005802487
Solyc12g042300.1.1	-3.056172057	2.150270648	-1.542746235	-0.641580834	0.276533585	9.00E-10	4.102683785	-1.968851898	0.234096716	-0.562648382	0.203794724	-0.428455825	2.30E-11	1.087320159	-1.916173932	0.980097853	0.845375558	-0.70498941	-8.77E-10	-0.512027621	-0.621747825	1.792096673	-0.512027621	0.585174424	-0.73146803	1.290994449	-0.645497224	-0.645497224	-0.645497224	-0.645497224	1.290994449	8	0.016870629
Solyc10g086390.1.1	1.482019546	-0.281853744	-1.029022822	-1.15841797	0.94910302	-8.00E-12	2.361660469	2.132602932	1.157212674	0.271724365	0.069288075	-0.250059747	-4.45E-10	0.650583386	1.439066418	1.300747187	1.227706045	-1.199162767	-4.37E-10	-0.832360491	1.186556445	-1.044878063	0.336486156	-0.726101705	1.080297659	-0.923923038	1.369954849	-0.159297075	-1.115079528	-0.159297075	0.987641868	7	0.000418767
Solyc09g055180.2.1	-2.682753177	-0.816228216	1.178260123	0.801416976	-0.58502213	-4.39E-10	3.199407772	-1.412447863	0.940176962	1.738019481	1.530137147	-0.230582284	-4.27E-10	1.270305314	1.756405178	0.559759358	0.728720171	0.354439846	1.23E-11	-0.089087082	1.158132046	0.623609563	-1.692654532	0.44543541	-0.445435404	-0.8242809	1.850052686	-0.531203246	-0.091586767	-0.71437678	0.311395007	8	0.003259813
Solyc02g086960.2.1	-1.982873493	0.847494605	0.912132168	2.464201062	-2.541308158	1.37E-09	4.244119875	-0.827523046	0.941672809	-0.953907634	0.572051162	-1.171818672	4.73E-10	1.155350447	0.094178204	-1.866039802	-1.8921499	1.369489486	-8.95E-10	-1.287863917	-0.209652266	1.767069096	-0.389354208	-0.029950324	0.149751618	-0.40824829	-0.40824829	-0.40824829	2.041241452	-0.40824829	-0.40824829	8	0.017582179
Solyc02g082280.2.1	-0.232097285	-0.419082775	1.9782935	1.161981555	-1.705807217	-1.30E-12	2.898814256	-2.122304127	-0.554484285	1.031393766	0.96281835	-0.69744459	2.42E-11	-1.890206842	-0.13540151	-0.946899734	-0.199163205	1.008362627	2.55E-11	0.432750735	-0.483662586	1.211702058	-1.52226435	0.784042508	-0.422568365	0.095895635	-0.581014731	1.517407405	0.163586672	0.298968745	-1.494843726	1	0.00326159
Solyc06g072380.2.1	1.175618204	0.550250566	-1.270451546	1.377947486	-0.429991118	-4.26E-10	2.32002858	-0.982661838	-0.396236815	-1.282786876	0.925042117	-0.227721091	-4.10E-10	-2.158280042	-0.946487381	-0.01233533	-0.452905369	0.202270027	1.63E-11	-0.105895485	-0.757421944	1.977912281	-0.218970325	-0.612040007	-0.283584519	0.529594611	-1.174847816	1.053101928	-0.371324957	1.004403573	-1.040927339	5	0.002697446
Solyc06g071000.2.1	-0.186892221	-0.832127454	0.226775079	-1.667303731	0.138378706	-2.09E-11	1.891518474	-2.085147711	-0.956303102	-0.126234939	-0.660080538	0.659888189	1.55E-11	-1.89825549	-0.124175648	-0.353010018	1.007223193	0.521509483	3.64E-11	0.643745247	-1.10370675	0.902850198	-0.115492517	0.951055771	-1.278451949	0.248080761	-0.203553445	1.793814735	-0.648826606	-0.069971497	-1.119543948	4	0.002739252
Solyc11g069240.1.1	-1.582058486	2.020214611	-0.95207659	1.949451642	-0.110073072	-4.19E-10	3.362008886	-1.435802522	-0.167098895	-1.00067187	0.791122564	-0.300307404	-4.14E-10	0.146255964	-2.187313506	-0.04859528	-1.158329078	-0.190234332	5.37E-12	-0.228866163	-0.686598489	2.008936321	-0.406873179	-0.203436589	-0.4831619	1.079127485	-1.760681686	-0.511165651	0.397573284	0.397573284	0.397573284	8	0.011468686
Solyc03g116030.2.1	-0.03613051	2.064011194	0.89387566	-0.601852165	-0.526665146	4.25E-10	2.387480581	-1.864293075	1.546641173	0.379189213	0.210615171	0.220006455	4.62E-10	-1.828162565	-0.517370021	-0.514686447	0.812467336	0.746671601	3.68E-11	-0.874231478	0.754238922	1.079933002	-0.668529954	0.857089684	-1.148500177	0.514085027	-0.462025784	1.704940218	-0.442503568	-0.130148108	-1.184347785	6	0.003278127
Solyc06g082860.2.1	-0.674194791	0.39512943	1.440944571	-1.891482361	-0.274248201	4.12E-10	2.517916745	-1.607618432	0.342482572	0.062718575	-1.371248819	-1.035121421	-6.04E-12	-0.933423641	-0.052646858	-1.378225996	0.520233542	-0.76087322	-4.18E-10	-0.880214795	-0.912615339	0.577809711	-0.199803358	1.711828773	-0.297004992	-0.611684941	-0.86355521	1.942999225	-0.143925869	-0.287851737	-0.035981467	6	0.006339546
Solyc02g067390.2.1	0.739761632	1.47826973	-1.031540414	0.631408098	0.650850747	4.60E-10	2.149159644	-1.565896132	0.955142546	-0.920201667	0.445363124	0.509254554	4.77E-10	-2.305657764	-0.523127184	0.111338747	-0.186044974	-0.141596193	1.70E-11	-0.688766666	0.183956314	1.775392337	-0.124063561	0.004278054	-1.150796479	0.200961788	-0.948726581	1.266526618	-0.640273604	1.07023836	-0.948726581	5	0.00290205
Solyc07g047780.2.1	-1.190370768	-0.692159425	-1.776646388	-1.242683559	0.712287387	3.00E-12	2.665362147	-0.840317437	0.930932735	-1.498714047	0.38362593	1.107207783	-4.17E-10	0.350053331	1.62309216	0.277932341	1.626309489	0.394920396	-4.20E-10	-0.611249482	0.326947397	1.606306779	0.454883336	-0.611249482	-1.165638547	-0.663524263	1.729342765	0.559032253	-0.559032253	-0.966551092	-0.099267409	4	0.00258528
Solyc01g009890.1.1	1.486691557	1.575669773	-2.1754297	-0.803952187	-1.011237246	4.15E-10	3.330828919	2.1960334	-0.514204016	-1.193517718	-1.08551897	-0.466783801	3.76E-12	0.709341843	-2.089873789	0.981911982	-0.281566783	0.544453445	-4.11E-10	-0.389611061	-0.723563397	-0.723563397	1.280150626	-0.723563397	1.280150626	1.692777917	-0.72547625	-1.209127083	-6.13E-11	-0.120912708	0.362738125	7	0.006698787
Solyc01g108140.2.1	-0.532028314	0.433136962	1.657513391	0.709949907	-0.585543992	-4.54E-10	2.016160468	-0.740556818	-1.938643197	1.655977095	0.725946029	0.357101719	2.14E-11	-0.208528504	-2.371780159	-0.001536296	0.015996122	0.942645711	4.75E-10	1.851036244	-0.51586256	-0.333793421	-1.062069976	0.212413995	-0.151724282	1.806496667	-1.219971775	-0.023460996	0.117304978	-0.375375931	-0.304992944	1	0.001029498
Solyc10g011760.2.1	-0.414123796	0.52053	1.70107401	0.751315706	-1.069915422	8.92E-10	2.246173877	0.511861911	-1.337444845	1.850062265	-0.557980075	-0.340809447	4.45E-10	0.925985707	-1.857974845	0.148988255	-1.309295781	0.729105975	-4.47E-10	1.063834701	-0.395138603	-1.580554414	-0.486324435	0.699091375	0.699091375	1.23661874	-1.03988394	-1.292828683	0.81504417	0.056209943	0.224839771	1	0.004423472
Solyc10g008670.2.1	-0.792807046	-3.050424444	-0.083773416	0.028922335	0.63971074	-4.34E-10	3.217252962	0.761108158	-1.848254879	0.951418588	0.536636903	1.157927158	-8.75E-10	1.553915204	1.202169565	1.035192004	0.507714568	0.518216418	-4.41E-10	1.879236957	-0.134231213	-0.939618469	-0.134231213	-0.738271664	0.067115604	-0.312687088	1.727596162	-1.156942225	-0.078171772	-0.617556999	0.437761923	3	0.004622141
Solyc07g064690.1.1	-0.444407298	-0.284415945	-1.823434645	-1.388176568	1.328924964	-1.00E-13	2.701181209	1.347861748	1.251027395	-1.767534582	-0.79032166	1.200381941	1.23E-11	1.792269046	1.53544334	0.055900063	0.597854908	-0.128543023	1.24E-11	-1.026118515	0.633779083	0.030179957	1.599537687	-0.950668626	-0.286709586	-1.009926246	1.459725331	-0.47525941	0.161248728	-0.959005595	0.823217192	4	0.00122321
Solyc06g076090.2.1	-1.841036142	1.602957386	0.230317359	2.083360304	0.010333731	-4.24E-10	3.217519151	-0.312139799	0.217171235	-1.400904486	1.310618945	-0.069897977	4.20E-11	1.528896343	-1.385786151	-1.631221845	-0.772741359	-0.080231708	4.66E-10	-0.415227399	-0.10380685	1.868523297	-0.10380685	-1.141875348	-0.10380685	0.248145833	-1.339987501	-0.049629167	1.240729167	-0.942954167	0.843695834	8	0.007083629
Solyc08g078700.2.1	0.004646748	-1.505348927	1.091245573	0.883607517	0.531747448	-4.38E-10	2.126130635	-1.197229801	-1.317734337	-0.373476587	1.305198374	0.484668685	-4.06E-10	-1.201876549	0.18761459	-1.46472216	0.421590857	-0.047078763	3.22E-11	1.049763613	-0.715747918	1.503070628	-0.596456598	-0.644173126	-0.596456598	-0.542360954	-0.588194274	1.97847165	0.038194433	-0.282638807	-0.603472048	3	0.002445797
Solyc12g056230.1.1	-0.951286856	-2.341450161	0.473826747	-0.524481927	0.771673124	-4.47E-10	2.735399062	-0.600674695	-1.117291382	2.092238277	1.089177538	0.896345013	-4.27E-10	0.350612161	1.224158779	1.61841153	1.613659465	0.124671889	1.99E-11	1.688240631	0.457178628	-0.579774014	-1.187642804	0.058743623	-0.436746063	-0.154929986	1.83979358	-0.280810599	-1.13292552	-0.445423709	0.174296234	3	0.003792368
Solyc06g008890.2.1	0.329943219	-0.092848353	-1.138622608	-2.595499446	0.336479766	1.86E-10	2.874679251	1.77485312	-0.150055102	-2.117561375	-1.019888226	0.485517518	4.63E-10	1.444909901	-0.057206749	-0.978938767	1.57561122	0.149037752	2.77E-10	-0.507868918	-0.561328804	-0.026729943	1.737446297	-1.095927664	0.454409031	-5.26E-10	0.419262746	0.698771243	0.139754248	-1.95655948	0.698771243	4	0.002084129
Solyc09g011650.2.1	-1.466618489	0.84919902	-0.696832111	-0.75764911	1.19247735	-4.51E-10	2.313810313	-0.189431344	2.195682597	0.054200048	0.646235241	0.663264648	-4.32E-10	1.277187145	1.346483577	0.751032159	1.403884351	-0.529212702	1.91E-11	-1.144744835	1.700763754	0.523311924	-0.163534977	-0.261655959	-0.654139906	-0.732144446	1.549587274	-0.199029558	-0.646846064	-0.881416615	0.909849409	4	0.005642911
Solyc12g040800.1.1	0.067082212	-1.562965404	0.526962878	1.279161701	0.878475858	2.16E-11	2.265618071	0.38929881	0.185768129	2.066649611	0.950445681	1.037350874	1.37E-11	0.322216598	1.748733533	1.539686733	-0.32871602	0.158875016	-7.94E-12	0.871622971	1.486886245	-1.127982668	-0.820351032	-0.205087758	-0.205087758	-0.798007469	1.596014938	-1.097260269	-0.349128268	0.698256535	-0.049875467	3	0.002770174
Solyc02g093560.1.1	2.026850928	0.236716468	0.321034459	-0.935437133	-0.355434738	-2.12E-11	2.295342889	2.127177485	-1.235469456	-0.726905976	0.333715048	-0.364974505	2.29E-11	0.100326557	-1.472185924	-1.047940435	1.269152181	-0.009539767	4.41E-11	0.453096462	-0.592510759	-0.383389314	0.557657185	-1.428996535	1.394142961	0.789008302	-0.923307587	1.292630622	-0.117511875	-1.326205443	0.285385981	7	0.003479732
Solyc11g008780.1.1	2.730721837	0.353172083	-0.214029385	1.098571983	-0.137343803	-4.39E-10	2.975416705	1.929551262	-0.230745059	0.993290374	-0.665090421	-0.70389042	-7.45E-12	-0.801170575	-0.583917142	1.207319759	-1.763662404	-0.566546617	4.32E-10	-0.023688968	0.165822779	-1.729294699	0.165822779	0.023688968	1.397649141	0.136257324	-0.862963055	-0.923521867	-0.16653673	1.83190403	-0.015139703	5	0.004459042
Solyc02g062990.1.1	2.080600419	0.084786543	-1.504519241	0.387241547	-0.218074823	1.40E-10	2.607139745	1.745478746	-1.507814012	0.298074609	0.017193109	-1.12689873	1.40E-10	-0.335121673	-1.592600555	1.80259385	-0.370048438	-0.908823907	-3.71E-13	0.567961834	-0.851942751	-0.851942751	-2.88E-10	-0.567961835	1.703885503	1.032795559	-0.903696114	-0.903696114	-0.903696114	1.032795559	0.645497224	7	0.003127916
Solyc01g107160.2.1	1.004572369	-0.497044041	-1.207209048	0.93259207	-1.075437755	-4.31E-10	2.177123433	-0.419940825	-2.234170568	-0.467835229	0.151803556	-0.350162607	2.73E-11	-1.424513194	-1.737126527	0.739373819	-0.780788514	0.725275148	4.58E-10	1.137653081	-1.746790164	0.707673964	-0.134368474	-0.241863254	0.277694847	1.384660903	-1.153884086	-0.128209343	-0.217955883	0.974391006	-0.859002598	2	0.00322294
Solyc06g007890.2.1	-0.835315295	-1.09621399	1.329627053	1.117441802	1.204900993	1.47E-11	2.523451493	1.308130639	-1.029114043	1.513825685	1.405953974	-0.259066373	2.26E-11	2.143445934	0.067099947	0.184198632	0.288512172	-1.463967366	7.86E-12	1.107018608	0.442807439	-0.885614885	-0.885614885	-0.885614885	1.107018608	-0.564005321	0.131776944	-0.722137653	-0.026355389	-0.722137653	1.902859072	1	0.003677154
Solyc08g006900.2.1	2.966689391	0.510592122	-1.581043475	-1.52262757	0.245267833	-1.67E-11	3.733657691	1.435102483	-1.197263194	-1.755236112	-1.244385149	0.09645604	1.12E-11	-1.531586908	-1.707855316	-0.174192637	0.278242421	-0.148811793	2.79E-11	0.086733921	-1.358831426	-0.161077282	1.490997401	-0.698001553	0.640178939	0.963789032	-1.471443228	1.178662466	-0.525246174	0.266392796	-0.412154892	7	0.003482251
Solyc08g014080.2.1	0.533786533	-1.561999349	0.07300253	1.46825365	-0.174984362	2.36E-11	2.217315428	-1.237613793	-0.730762718	2.055385328	1.711971048	0.037634393	2.80E-11	-1.771400326	0.831236631	1.982382798	0.243717398	0.212618755	4.44E-12	1.203777444	0.418048234	0.266946462	-1.788037626	0.1762854	-0.277019914	0.012606823	0.882477585	-0.025213645	-1.273289087	1.323716377	-0.920298053	2	0.001547904
Solyc08g068570.2.1	1.421435367	-1.8689699	-0.173507219	0.452822165	-2.048276329	5.00E-12	3.153429178	1.637220107	-0.536233166	1.534615024	0.517530019	-1.034583909	-4.43E-10	0.21578474	1.332736734	1.708122243	0.064707854	1.01369242	-4.48E-10	0.372973259	0.312491109	-1.320526943	-0.655223292	-0.292330392	1.58261626	-0.109320633	1.776460293	-1.147866651	-0.382622217	0.355292059	-0.49194285	2	0.005716186
Solyc01g068360.2.1	-3.44892903	-0.177269761	-0.735737433	0.407488004	0.654189917	2.10E-11	3.614119051	-1.558483625	-0.951936357	-0.664371532	-0.196366976	-0.83011138	-4.28E-10	1.890445405	-0.774666596	0.071365901	-0.60385498	-1.484301297	-4.49E-10	0.021753528	-1.54450048	1.457486369	-0.326302918	0.587345253	-0.195781751	-0.192291104	-0.740793599	-0.967760148	0.280555874	-0.211204983	1.831493961	8	0.006478479
Solyc02g077870.1.1	-1.016444924	-0.356550269	1.593933055	-0.394470311	-0.435541549	-4.64E-10	2.011520377	-0.473233118	1.730659529	1.641824531	-0.004563795	0.62008579	-1.19E-12	0.543211806	2.087209798	0.047891476	0.389906516	1.055627339	4.63E-10	-0.542523175	1.687849878	-0.66308388	-0.602803528	0.783644586	-0.663083881	-0.967887956	1.861322992	-0.07445292	0.223358759	-0.521170438	-0.521170438	1	0.001890865
Solyc12g096220.1.1	2.075593725	0.619221051	-1.088666675	-0.948273724	-0.054451667	-4.61E-10	2.603633459	0.92216079	-1.005493087	-2.097498865	-1.254451333	0.111106612	1.40E-11	-1.153432935	-1.624714138	-1.00883219	-0.306177609	0.165558279	4.75E-10	-0.125096695	-1.470754888	0.34401591	1.497685427	-0.586390756	0.340541002	0.719306646	-1.672213364	1.181269119	0.192397069	0.077168334	-0.497927805	7	0.001699418
Solyc01g006540.2.1	1.416579603	-0.083654928	1.596264354	-0.187924114	-1.874442225	-9.20E-10	2.847912382	1.025663878	-1.532144093	1.638386346	0.806020549	0.022094707	-8.81E-10	-0.390915725	-1.448489165	0.042121992	0.993944663	1.896536932	3.88E-11	1.477276846	0.038370827	-1.170310228	-0.709860302	-0.479635339	0.844158198	1.720061912	-0.074785302	0.373926502	-0.074785302	-0.972208905	-0.972208905	6	0.009230713
