"","gene","wtambr","wtaother","wtbmbr","wtbother","wtcmbr","wtcother","wtambr.1","wtaother.1","wtbmbr.1","wtbother.1","wtcmbr.1","wtcother.1","PC1","PC2","PC3","PC4","PC5","PC6","som.unit.classif","som$distances","curated"
"305","Solyc01g090210",0.489040582483025,1.53025954709102,1.65542797640434,1.54011756583379,3.34848778316912,2.00822655987032,-1.37063108490519,-0.249456854121932,-0.114676733682478,-0.238841837534011,1.70839323626779,0.265213273975816,0.465148150410014,1.2664175668272,-1.88871261176269,0.741991490452913,-0.31945008452211,-7.28583859910259e-16,4,1.1736062072426,"no"
"386","Solyc01g098240",30.6196830924904,133.805541565548,116.668336473447,142.473924936718,322.83248127316,126.186063908517,-1.19706262980326,-0.121211112496831,-0.299889551321297,-0.0308315436249773,1.84964926416345,-0.200654426917087,0.16549189575781,1.72549225227955,-1.59911547693784,0.916695378096208,-0.441659769391914,-1.33226762955019e-15,4,0.622157839929913,"no"
"399","Solyc01g099200",0.0400780465470403,1.38777878078145e-17,0.262699112314306,0.180806419617925,1.61774306376364,0.2723130085023,-0.583614133791113,-0.649403825325036,-0.218172888330429,-0.352602968026395,2.00618511465072,-0.202391299177751,0.979059437676084,1.73977411904755,-1.25069407979966,1.3363771635417,-0.475159773855683,-2.38697950294409e-15,4,0.0908353262546603,"no"
"400","Solyc01g099210",0.133593488490135,1.38777878078145e-17,2.1707547969825,1.02409183459548,12.2159023293232,0.484583983138584,-0.53522352122999,-0.563397420641137,-0.105600951758865,-0.347423867874754,2.01284792883302,-0.461202167328269,0.975503985716592,2.00311937685193,-1.13898169373702,1.19307311117154,-0.386140775737681,-2.60902410786912e-15,4,0.0760177444525674,"no"
"416","Solyc01g102640",0.640213851456002,0.967518578866577,1.26189294907785,0.587556187823227,3.02386452518342,0.817961128323893,-0.627502838995567,-0.271110069044396,0.0494257754337168,-0.684840265037998,1.96798630326802,-0.433958905623774,1.06054087625144,2.04759623874622,-1.24670125899103,0.684898908761878,-0.544366327530837,-2.72004641033163e-15,4,0.314364229790652,"no"
"419","Solyc01g102840",1.82597436521665,1.3578314335936,1.41363702506497,1.09182239693104,3.9370950066346,1.92666802861773,-0.0963485490767572,-0.549525845089287,-0.49550425181713,-0.807031080790898,1.94728359659531,0.00112613017876626,1.18437140250127,1.4667916248652,-0.879814268409074,1.30389826498098,-1.10471930216302,-3.66373598126302e-15,4,0.654678299425403,"no"
"452","Solyc01g105880",0.306549795696422,1.11022302462516e-17,1.47418698500649,0.748317500366472,5.9170246452621,1.32086166047708,-0.607083724163767,-0.74793372421034,-0.0705911200989747,-0.404105343173519,1.97075320124459,-0.141039289597984,1.15892596979137,1.68288673253767,-1.30854474997887,1.28137004640913,-0.320630838975505,-2.27595720048157e-15,4,0.211099578303976,"no"
"550","Solyc02g021260",17.5268802438242,9.45208190076783,20.1187043255266,12.3150841025848,35.5968256943294,8.78286536162552,0.0227741505253505,-0.783295347104779,0.281503873141898,-0.497495176191898,1.82661261591783,-0.850100116288406,1.53053579991648,2.23635000692851,-0.537104149958446,1.02475637098601,0.00945360718033295,-2.33146835171283e-15,4,1.05044097055483,"no"
"595","Solyc02g064990",2.32701947926389,5.12441801969029,1.2437187054103,5.18328469886179,12.0364958017204,3.12908041697761,-0.652670077346632,0.0736753931556319,-0.933949487094309,0.0889601461723443,1.86839871061745,-0.444414685504481,-0.291481353119006,1.80428264189184,-0.941531675077176,1.29355450677608,-1.07947847009738,-2.22044604925031e-15,4,0.847674674906069,"no"
"600","Solyc02g065490",0.812521368820732,1.52813837170304,1.38921355044336,0.575581164210913,9.31902300142054,2.34443948933729,-0.556997253279182,-0.341418942966187,-0.383269790706067,-0.628375055580228,2.00557077018098,-0.0955097276493139,0.871437449309763,1.66818319772491,-1.24863472439473,1.09200868148114,-0.93508445194928,-3.10862446895044e-15,4,0.214715372851653,"yes"
"618","Solyc02g067710",0.382165791690918,0.722799844973547,0.46669708400327,0.829000492966231,3.44212013006245,1.61587871733207,-0.740388093748781,-0.447452390927373,-0.667693560465066,-0.356122821378983,1.8910865520599,0.320570314460303,0.560199419190693,1.15446779216396,-1.41128033730501,1.40507784326519,-0.965421227817789,-2.90392709878518e-15,4,0.648903288367716,"no"
"744","Solyc02g082600",1.45788704868201,1.1698072191556,1.08356301255773,0.635156769505746,2.98530420645926,1.03903221839263,0.0762807489377745,-0.273850792589991,-0.378671796731772,-0.92366368099027,1.93269993971447,-0.432794418340213,1.14906531715775,1.89532588145026,-0.596388559210449,0.9531538380359,-1.15341684565863,-3.94129173741931e-15,4,0.828531288490243,"no"
"758","Solyc02g083680",0.466861981884584,0.202023525272664,0.298091564617509,0.444991828022804,1.05978613837916,0.329790702997571,-0.000203346591133364,-0.864518176751175,-0.550994860793251,-0.0715777933480005,1.93483716140181,-0.447542983918245,0.863563589499462,1.75206705871174,-0.569617294932758,1.87382150060785,-0.540814192521754,-3.1641356201817e-15,4,0.60428643532036,"no"
"795","Solyc02g086270",0.173671535037175,0.418572155901678,0.410626220173713,0.180806419617925,1.29728436710843,0.0961452082368773,-0.574406697956213,-0.0245740127037248,-0.0424136374573424,-0.558387985001741,1.94824538214489,-0.748463049025873,0.738745399649371,2.31778272639104,-1.0410503938386,0.57584982082934,-0.620944975749742,-2.1094237467878e-15,4,0.459629365767195,"no"
"799","Solyc02g086720",0.026718697698027,1.38777878078145e-17,1.38777878078145e-17,0.180806419617925,0.822885016994146,0.163910912969098,-0.545146306669634,-0.629665501333399,-0.629665501333399,-0.0577209721180302,1.97336477069815,-0.111166489243687,0.539967221973004,1.53948563130953,-1.12998053854105,1.69739105187176,-0.684092638357413,-2.96984659087229e-15,4,0.27588716247894,"no"
"879","Solyc02g093230",0.362844515531956,0.284396461541707,0.303971797780951,0.292904980082993,1.12527299887949,0.641451418956378,-0.416134835096355,-0.651054075143001,-0.592434098240165,-0.625574606781808,1.86702084292954,0.418176772331787,1.01099277619394,1.0281656643867,-1.21566455386045,1.45385976145531,-1.01602724608537,-3.62904151174348e-15,4,0.869927274446893,"no"
"911","Solyc03g006600",1.19145440233316,0.816558889115883,0.882959289593868,0.180806419617925,3.68988853745632,1.24529564351738,-0.117741427568927,-0.42633272484225,-0.371675933815002,-0.949645681093583,1.93881834369397,-0.0734225763742078,1.25423666043781,1.57860554917132,-0.896734845794961,1.05535809474381,-1.11514709812931,-3.91353616180368e-15,4,0.706266796038971,"no"
"955","Solyc03g025640",0.0133593488490135,0.622830101274512,0.861187705927819,0.901109367847381,1.75886461923823,0.151999360437233,-1.12484087602412,-0.152233497128689,0.228143024925968,0.291850926915049,1.66067639305753,-0.903595971745742,0.205588385590594,2.30156181717738,-1.25447461169284,0.604011397635018,0.383825805047959,-4.44089209850063e-16,4,1.37523053610525,"no"
"962","Solyc03g031430",0.666826703014601,0.630165079994747,1.08356301255773,0.882258232543986,3.17078459395715,0.972565904098479,-0.588370022316713,-0.626377620693903,-0.156333877224878,-0.365029254023325,2.0075168488347,-0.27140607457588,1.00112276930641,1.81821800755482,-1.24221673155602,1.26916729549104,-0.428323849448963,-2.4980018054066e-15,4,0.0795924385764283,"no"
"988","Solyc03g045000",0.62674865646756,0.653015799933103,0.538439141971617,0.444991828022804,1.10604621680788,0.329761008753479,0.0382554958967421,0.136307951915713,-0.29139453999425,-0.640223435419309,1.82742236959652,-1.07036784199541,0.648942272293821,2.45275256016009,-0.314432935309424,0.583050985673605,-0.962601028343332,-3.33066907387547e-15,4,1.30481936783805,"no"
"1083","Solyc03g097120",3.59527011906262,4.06503646251955,3.93862133788496,3.3028476897885,6.30525971994701,3.2649718146959,-0.424779584446917,-0.0119784139623087,-0.123064089091993,-0.681742056879506,1.95658914242689,-0.715024998046166,0.808709014083823,2.27423953913814,-0.931368441426685,0.596539372200596,-0.799580570871285,-2.22044604925031e-15,4,0.508012758237595,"no"
"1084","Solyc03g097720",1.02455899338058,0.215111422036109,2.23513180720054,0.444991828022804,6.23135830455779,0.457982134887469,-0.322583796347106,-0.673718956981969,0.202557910774002,-0.573997744465545,1.93610518765585,-0.568362600635236,1.41403134890211,2.08956367583716,-0.967498844163961,0.977938498906948,-0.181772137922216,-2.72004641033163e-15,4,0.468557574489107,"no"
"1110","Solyc03g111600",9.4095074228858,8.49949368433553,10.0790345937777,10.0788973393007,11.4070255386367,9.65203344289401,-0.464460994898149,-1.41464653919277,0.234621900605647,0.234478587142992,1.62123591015828,-0.21122886381601,1.33181696055493,1.43952908619395,-1.00149248628217,1.71341553270255,0.740438477914437,8.88178419700125e-16,4,1.59875318063384,"no"
"1141","Solyc03g113950",0.512324973778525,0.519973445105878,2.99834707256084,3.42841150802096,10.2235540391606,2.33376605520188,-0.786385262363732,-0.784255232808127,-0.0940507657492402,0.0257182598688019,1.91810352306683,-0.279130522014533,0.815411403967627,1.7516832153449,-1.33435378783073,1.43665541343063,-0.0113606732525758,-2.05391259555654e-15,4,0.321123464643343,"no"
"1147","Solyc03g114350",0.160312186188162,0.0872515962921513,0.298091564617509,0.901109367847381,1.52235817755143,0.313909020751561,-0.693948291450558,-0.825004223381126,-0.446799933264931,0.634892129247826,1.74928693268981,-0.418426613841018,0.211843570687758,1.64867395706164,-0.997177119940691,1.85870356284549,0.116116642803736,-1.83186799063151e-15,4,1.07792540702404,"no"
"1166","Solyc03g116360",0.227108930433229,1.42645104761696,1.6051740777301,1.673809756811,3.72989328760033,1.1032809285108,-1.20994532417059,-0.173795907913085,-0.019391455113289,0.0399050690353892,1.8162203669644,-0.45299274880283,0.287821608916555,1.97244529607899,-1.54862897966135,0.77370485985282,-0.0800091680767942,-8.88178419700125e-16,4,0.709312925675134,"no"
"1203","Solyc03g120840",1.72667294917334,2.42225512063886,2.6761964611089,0.829000492966231,7.96578745316567,1.78103940775256,-0.457762278619316,-0.186424263814481,-0.0873648830157383,-0.807933217732138,1.97603923772281,-0.436554594541137,1.05056278669256,2.03300650835083,-1.09410786294802,0.684415946971425,-0.802812320133106,-2.66453525910038e-15,4,0.39140345650672,"no"
"1238","Solyc04g007350",0.378731485288391,0.309928800203644,1.28947811156109,1.09182239693104,3.16376535715299,0.879216043002049,-0.773129968850407,-0.839064684994993,0.0996531239745809,-0.0897635161236219,1.89581263954144,-0.293507593547004,1.04094968490913,1.78612881366313,-1.35490088597535,1.29915949949173,0.127088641407322,-1.72084568816899e-15,4,0.404997996366437,"no"
"1296","Solyc04g018140",0.587386090746778,0.660765037373912,0.13609277851257,0.292904980082993,2.49441736095549,0.457982134887469,-0.212824210059159,-0.12804480461943,-0.734232331172663,-0.553057132755201,1.99049138214751,-0.362332903541062,0.536006989549165,1.82272291850212,-0.783270553092499,1.20461428461167,-1.3086439982684,-3.27515792264421e-15,4,0.486151699029302,"no"
"1409","Solyc04g076630",1.27194264578227,1.95023803044903,1.65390403027942,2.53189183388276,8.66264537610233,2.21315377752706,-0.637392399904374,-0.393868858819743,-0.500259535649323,-0.185041853506836,2.01603874628516,-0.299476098404885,0.507987875938338,1.80661646749774,-1.18692120299254,1.3706567984316,-0.725239505217214,-2.60902410786912e-15,4,0.0864711257143519,"no"
"1421","Solyc04g077860",3.67909921068803,2.05132708871894,0.867219361391629,2.77864134667308,10.4005333442525,3.12922605134941,-0.0411392732234971,-0.52438134675928,-0.87591130953515,-0.308461166420566,1.95427502586693,-0.204381929928434,0.611962477027874,1.54894893325398,-0.64794552833661,1.72996483210718,-1.15020869703328,-3.38618022510673e-15,4,0.635834007167703,"no"
"1436","Solyc04g079700",0.0133593488490135,0.201393728595377,0.117990807654077,0.773539923264254,1.62602921957876,0.595502824933243,-0.90065484476157,-0.587775871666671,-0.726553792451307,0.364244254065759,1.78274004172469,0.0680002130891007,0.0584938420179785,1.2492732731441,-1.32126961854674,1.75132681101257,-0.439658016530826,-1.83186799063151e-15,4,0.965837282165555,"no"
"1437","Solyc04g079730",0.336125817833929,0.514923629424148,0.880019046468265,0.180806419617925,2.33897676039574,0.833135478254719,-0.655352996375397,-0.426138501589688,0.0419050433623064,-0.854468729816786,1.91225374806588,-0.0181985636463106,1.29087571876017,1.63241833203375,-1.40832774540043,0.735797850133431,-0.608655391582435,-2.72004641033163e-15,4,0.553333325147114,"no"
"1455","Solyc04g080780",4.18226039777262,3.04809071262221,7.36476414101755,2.12295014659298,20.1459154089528,2.34744223386257,-0.339170121470452,-0.502655147694961,0.119572264908001,-0.636009646302097,1.96191285783322,-0.603650207273715,1.28773282186677,2.14960609259138,-0.96567326280541,0.877314696389924,-0.370092446973327,-2.60902410786912e-15,4,0.394491952609229,"yes"
"1522","Solyc05g008580",0.818363581276642,1.63105326012436,1.5575925086176,2.26035436063558,5.69869690268665,1.75016346975307,-0.84601583204455,-0.377554549424228,-0.419899762817246,-0.0148045251863711,1.96717014394079,-0.308895474468391,0.365584549780807,1.80877432246734,-1.32554417057262,1.31664927967186,-0.510808899711536,-1.94289029309402e-15,4,0.197029159800431,"no"
"1528","Solyc05g009130",0.376203864380969,0.201393728595377,0.23302079446104,0.635156769505746,1.93146625854672,0.543105916685603,-0.427321200799078,-0.69681428940717,-0.648056958343696,-0.028110835264506,1.97032275912449,-0.170019475310044,0.580865246688068,1.56548356451666,-1.00783913873842,1.78825977766739,-0.662426346606813,-2.66453525910038e-15,4,0.321136616151695,"no"
"1562","Solyc05g013540",3.51743362914685,2.71428885535368,2.35956492151512,0.635156769505746,11.0477976638306,4.07804706656861,-0.149486433810064,-0.371292124857225,-0.469256763168239,-0.945489136563842,1.93018544235887,0.00533901604050105,1.15329526923423,1.49397807124431,-0.925331874989675,1.07030898804708,-1.2259509167713,-4.02455846426619e-15,4,0.755826044458697,"no"
"1574","Solyc05g014720",1.33370365174153,1.22863603181278,1.78153302412054,0.829000492966231,3.97756501931957,1.49471794650765,-0.391857549972443,-0.48532534630438,0.00652993227342514,-0.840839758615647,1.96011250514291,-0.248619782523862,1.36103789279083,1.83005393860567,-1.13184050694343,0.86413767814064,-0.634393390676182,-3.1641356201817e-15,4,0.42958564888701,"no"
"1585","Solyc05g016710",0.693545400712628,0.202023525272664,0.985891168752332,1.53638109223506,3.67833050363308,1.32916321165768,-0.58735599292426,-0.99358594756861,-0.345739873631636,0.109225628053089,1.87949070824684,-0.0620345221754211,0.818152591278604,1.43503117564448,-1.18309791438191,1.82275935714351,-0.137319737310252,-2.74780198594726e-15,4,0.559851379696115,"no"
"1617","Solyc05g043330",17.3156404634577,22.2058971020982,22.9882718192194,24.463256562447,36.333796010772,19.3976572350525,-0.970398322186512,-0.236760476746514,-0.119388374583162,0.101889302446728,1.88271137960885,-0.658053508539394,0.289979545666725,2.14559473779203,-1.29474351885226,0.973856149147939,-0.140701141895421,-9.43689570931383e-16,4,0.494986201596444,"no"
"1619","Solyc05g044580",0.322766468984916,1.11022302462516e-17,0.40916093407642,1.38777878078145e-17,1.25960054170438,0.0937084743877394,-0.0518297645476893,-0.727119576863491,0.128924148026458,-0.727119576863491,1.90820811400698,-0.531063343758763,1.57808434788984,2.00330610605482,-0.747314687448993,1.03461022867756,-0.346513986409928,-3.10862446895044e-15,4,0.71735438304967,"no"
"1630","Solyc05g047640",1.00695284376581,1.20862358114938,0.750539715948853,1.09182239693104,3.0556063170834,0.994124326567547,-0.405824714716481,-0.16813391234437,-0.708035352116176,-0.305796756022413,2.00873524659867,-0.42094451139923,0.362187497109164,1.88769030488863,-0.913638506832577,1.29734862656116,-1.09542689570246,-2.94209101525666e-15,4,0.288664024023317,"no"
"1631","Solyc05g048830",4.62997939344472,1.03478772064068,4.08154282649313,2.27904701147118,13.6547806240148,1.85759185833755,0.00868859104948439,-0.765316282879617,-0.109383716213732,-0.497441064203656,1.95162815433972,-0.588175682092205,1.33153613948373,2.0117024064324,-0.637785431614266,1.34036323884539,-0.427624839587305,-3.21964677141295e-15,4,0.541721538532402,"no"
"1636","Solyc05g050840",1.89852276649177,3.90530987958239,2.59936759264862,1.71277407477482,7.61266565002056,1.71739726332218,-0.583980567432389,0.288972233222356,-0.27911292610307,-0.664781285951326,1.90167274426126,-0.662770197996831,0.452635094881127,2.21523338315655,-1.00673692532966,0.410343670206357,-1.02275240854701,-2.27595720048157e-15,4,0.765426084237898,"no"
"1713","Solyc06g008600",7.6554943755039,6.81623698909018,9.94573363691257,8.6261777067585,13.958559931145,6.22736928368836,-0.431108442275833,-0.72862563935488,0.38078261370446,-0.0870006767186079,1.80333170383138,-0.937379559186518,1.14728945908582,2.33930474039969,-0.841858224809453,0.996930931140176,0.399360720764918,-2.22044604925031e-15,4,0.92582585352094,"no"
"1765","Solyc06g035790",3.47276262886647,4.83926588925736,4.32116308845717,2.91820721919701,15.8179487280541,7.87328607043035,-0.630939257979731,-0.349885956904263,-0.456445894726648,-0.744996525923809,1.90813650286051,0.274131132673947,0.90413530489131,1.27492629319007,-1.38531871949492,1.05645696116732,-1.06244797069737,-3.03923552991137e-15,4,0.65058765189312,"no"
"1815","Solyc06g054480",1.38584602859884,0.651509102596367,1.62345922153461,2.12884198381287,3.42851302244013,1.84352371722845,-0.495217758377016,-1.28962782505276,-0.238166388959016,0.308559697748614,1.71455157953086,-9.93048906900677e-05,0.947939644005467,1.23515990375489,-1.05377297213999,2.00290784592102,0.247692301654504,-1.85962356624714e-15,4,1.24592033208369,"no"
"1857","Solyc06g065630",8.24976572691468,1.91396295261486,7.20367213393938,8.71195470239113,14.5448014352249,8.68746420523561,0.00772974585995952,-1.56385839331599,-0.251752492106266,0.12237515667721,1.56920566411292,0.116300318772175,1.36464055765092,0.967336915983219,-0.631511388194389,2.16297907451141,0.216178948733378,-2.80331313717852e-15,4,2.06949079754045,"yes"
"1923","Solyc06g072520",5.96275362109587,4.79668813939493,8.03919728638012,8.82077959010047,12.5100784021052,5.58365259298329,-0.582653636160056,-0.992900834330032,0.147884407550883,0.422862061269599,1.7208376248966,-0.716029623226991,0.814638832779058,1.99093681951285,-0.92080789612349,1.5115906353517,0.630053300646439,-1.33226762955019e-15,4,1.16266496603313,"no"
"1939","Solyc06g074000",0.972774730265084,2.00124214148009,3.22409590078988,3.3028476897885,7.98729423061135,3.17890938420287,-1.02689585198355,-0.599616474721957,-0.0915787993787845,-0.0588611702204485,1.88730394784916,-0.110351651544425,0.691861620016155,1.63264831942641,-1.57451069756716,1.20858181320059,-0.113443445408398,-1.66533453693773e-15,4,0.411433309024745,"no"
"1944","Solyc06g074320",0.333268493394449,0.454083128627109,0.947389235734274,0.377741227856915,17.4256586013331,0.657220246933216,-0.440049520815006,-0.422518694412479,-0.35093743515239,-0.43359629777621,2.04014439947868,-0.393042451322592,0.829060071254484,1.92861834773416,-1.05726058274602,1.23480206474352,-0.750291861946897,-2.99760216648792e-15,4,0.0585621309552055,"no"
"1949","Solyc06g074910",4.74221650029214,1.11022302462516e-17,5.57764057609577,8.28792647276869,24.6574792877693,6.28479300553825,-0.414047767201726,-0.97247601331321,-0.315670900312248,0.00348369746845497,1.93110987555352,-0.232398892194796,0.933184200308484,1.62001252379058,-1.02340392539257,1.78774103587943,-0.205137915053821,-2.60902410786912e-15,4,0.405320856602631,"no"
"1950","Solyc06g074930",0.600029958769533,1.11022302462516e-17,0.648252301451778,1.38777878078145e-17,3.33754313561372,0.602279857192074,-0.21194557415099,-0.69247325918297,-0.17332721792185,-0.69247325918297,1.98036307708876,-0.210143766649982,1.3528216895348,1.72194867735586,-0.971790506836363,1.24695418726097,-0.657066309958625,-3.10862446895044e-15,4,0.377527310918582,"no"
"2046","Solyc07g008020",0.0133593488490135,0.0872515962921513,0.253660191156516,1.38777878078145e-17,2.3713162279124,0.38117906491123,-0.548305020339827,-0.467986474364504,-0.28710557224297,-0.562826211829578,2.01471985103956,-0.14849657226268,0.970147847226598,1.71808020741306,-1.24471668266088,1.16212183855605,-0.75378165677014,-2.80331313717852e-15,4,0.133394924142585,"no"
"2077","Solyc07g021030",0.600135804908962,0.523630785395966,0.585940789837604,0.971507722974648,1.73653554040129,0.412839081471932,-0.415207059108219,-0.570188711153474,-0.443962909385372,0.337107413215496,1.88687860156499,-0.794627335133418,0.306609802791935,2.10071013955412,-0.727654036980461,1.62498756413217,-0.213060199484189,-1.99840144432528e-15,4,0.643589166781681,"no"
"2127","Solyc07g045450",0.671410743937494,0.596675037022579,1.52878429603665,1.54845454195634,1.97459090638277,1.05178722518317,-1.02073278910986,-1.15763930911067,0.549868924636789,0.585902368723843,1.36653118870465,-0.323930383844753,0.902455539160311,1.49768418866538,-1.29064470126648,1.21970072191623,1.30910812255092,1.66533453693773e-16,4,2.48767973935292,"no"
"2131","Solyc07g045570",0.053437395396054,0.658730612900021,0.215704207163977,0.444991828022804,1.49374509863326,0.288624235690874,-0.913728200638857,0.256959145861211,-0.599890711963592,-0.156429413065468,1.87194650128414,-0.45885732147743,-0.126979372152734,1.94570094747429,-1.22785634698642,0.793495220804951,-0.965607744766437,-1.94289029309402e-15,4,0.749273987073118,"no"
"2148","Solyc07g052640",1.37014833288676,2.15502995738993,1.68353418051973,3.18454677236641,6.06291063202244,2.33670315845479,-0.832759019084412,-0.375256537605438,-0.650088411853377,0.224842232542501,1.9026221260718,-0.269360390071071,0.0642001775188169,1.67229595778155,-1.2288455228714,1.52939194014755,-0.559647904660287,-1.94289029309402e-15,4,0.493936417457077,"no"
"2188","Solyc07g055820",0.640108005316574,0.215111422036109,0.338427159174754,0.377741227856915,1.24099017779841,0.187244271817163,0.352922717370212,-0.717134501582803,-0.406649900230986,-0.307664862104223,1.86582501282242,-0.787298466274615,1.05602247875961,2.04187667528138,-0.16423029096069,1.56429822823101,-0.595181936643183,-3.5527136788005e-15,4,1.08140720290319,"no"
"2292","Solyc08g008310",1.65210472020203,1.32357057842874,2.83408642773707,1.54011756583379,5.45235804740202,1.01811805006246,-0.391796960403787,-0.589434117575926,0.31925091804745,-0.459165370608196,1.89433153774195,-0.773186007201486,1.30529729450131,2.27771288907145,-0.935284321651837,0.83720207207007,0.00476105318116357,-2.22044604925031e-15,4,0.612404596279436,"no"
"2308","Solyc08g015820",1.01973613206702,1.20271921495527,1.09819685005011,1.47898498966057,2.26187761923251,1.13976322472998,-0.74527325477111,-0.352431729147678,-0.576828021105379,0.240675932499106,1.92144734669704,-0.487590274171978,0.0896309013446009,1.88730413716479,-1.10084049368804,1.48129844483598,-0.487485039102546,-2.05391259555654e-15,4,0.432820679884667,"no"
"2311","Solyc08g016190",0.053437395396054,0.284396461541707,0.440752705397809,0.444991828022804,0.989853036429595,0.194577372502756,-1.0713218803474,-0.360102141895494,0.121384247517466,0.134438282307827,1.81229424441708,-0.636692751999473,0.454982228211602,2.11799458184575,-1.39287835610705,0.880449548366921,0.186892537160867,-9.43689570931383e-16,4,0.715129054096747,"no"
"2314","Solyc08g016440",0.309407120135902,0.0872515962921513,0.215704207163977,0.180806419617925,0.868895653616157,0.208735147539631,-0.00848356170588407,-0.796091486578164,-0.340688476368337,-0.464411594102341,1.9750710005212,-0.365395881766471,1.21358071061629,1.7792171531128,-0.699845881850681,1.54948562412264,-0.636431555918932,-3.66373598126302e-15,4,0.453672924778684,"no"
"2317","Solyc08g022060",0.435603187086972,1.55069268772655,0.992076530621889,1.09182239693104,3.35114271089956,1.02611041288344,-0.957063327203899,0.140546462389478,-0.409313044234367,-0.311130755485705,1.91277332846152,-0.375812663927028,0.170185051113239,1.93235675053959,-1.36965038226035,0.722367655910546,-0.854612667689305,-1.99840144432528e-15,4,0.523583257514992,"no"
"2370","Solyc08g065840",6.78606359704736,9.29307112893018,10.3181182043322,9.39283444661162,18.4087708035442,10.5095297869753,-1.00871526482563,-0.376290433193147,-0.117709150196511,-0.351123855675768,1.9232618252719,-0.0694231213808514,0.733697510121898,1.66043163434952,-1.60657247542558,0.951113160646641,-0.426516789858365,-1.63757896132211e-15,4,0.335866344439742,"no"
