"","genotype","gene","Ambr","Aother","Bmbr","Bother","Cmbr","Cother","Ambr.1","Aother.1","Bmbr.1","Bother.1","Cmbr.1","Cother.1","PC1","PC2","PC3","PC4","PC5","PC6","ssom.unit.classif","ssom.distances"
"1995","tf2","Solyc06g076560.1.1",1.07617898451266,0.515088529323575,16.5470177254567,2.35426591622892,1.39595726602855,3.26449524721895,-0.50825646930766,-0.59977730534576,2.01522986464661,-0.299784584893542,-0.45609665193686,-0.151314853162791,-1.24908864164925,-0.392201669134952,-1.20237111648025,-1.4303875789048,0.890570673429886,-7.21644966006352e-16,12,0.0356954968004286
"2019","tf2","Solyc06g083250.2.1",5.5957664479973,9.8155847274455,21.4979243048064,7.11225620288327,7.69349831986701,7.65555343638795,-0.735766304763041,-0.013607379915903,1.98565069950767,-0.47624171426969,-0.376770800007538,-0.383264500551504,-1.29441136501828,0.0806248160800234,-0.752543149628109,-1.80250679568391,0.672538893847895,-1.41553435639707e-15,12,0.0259113738834691
"2036","tf2","Solyc06g084480.2.1",12.0586545340689,18.8043166515957,33.1654376483038,9.89267238913336,9.6848160538351,3.9825578887673,-0.247150289651363,0.409374221893223,1.80707659466686,-0.45795544783196,-0.478185156439596,-1.03315992263717,-1.70713286291789,0.77976902008034,-0.293528248236639,-1.41463554628427,0.863200920196901,-2.77555756156289e-15,12,0.0526435618439955
"2057","tf2","Solyc07g006330.1.1",10.0281882354008,3.08954959440105,22.3831891838933,3.0121920781904,3.6987503555264,7.10498222613733,0.24213514387727,-0.686750923774022,1.8961178400016,-0.697106891674064,-0.605196294877775,-0.149198873553004,-1.78198824981691,-0.259652359126599,-1.43447209211977,-0.789748825903519,0.569544742108677,-4.71844785465692e-16,12,0.091094121998911
"2066","tf2","Solyc07g006920.2.1",10.6071084938845,8.24463612697769,78.7088699541834,10.7365747752056,15.484161423458,13.3396835825362,-0.445700583025592,-0.531681405903637,2.03282385257124,-0.44098873218709,-0.268203046978836,-0.346250084476084,-1.49239527461996,-0.410528370724619,-0.937911339075349,-1.45504032531658,0.839040297660195,-1.52655665885959e-15,12,0.0448493304559291
"2080","tf2","Solyc07g007890.2.1",16.4768391040122,11.1941131384488,58.0097912441841,15.7688331084747,20.0827101680403,14.7579224030549,-0.355932822787743,-0.657349392285429,2.01381340989747,-0.39632953080361,-0.150192586921768,-0.454009077098915,-1.58585731658139,-0.556608910745226,-0.829542167277659,-1.34050964718031,0.94808089564979,-1.66533453693773e-15,12,0.0474211746600109
"2081","tf2","Solyc07g007960.2.1",21.4934594516325,14.3918436059532,29.1341557583978,21.0840395890048,14.7225196987257,16.5560116698164,0.344538679820991,-0.92336306526785,1.70868627546089,0.271442053703778,-0.864325121763697,-0.536978821954106,-1.34761929464817,-0.107317083288808,-1.38505862948603,-0.331714990614262,1.61533561501883,-4.44089209850063e-16,12,0.0629306121253017
"2141","tf2","Solyc07g041210.2.1",6.05787350313275,4.16922834393205,190.298732892882,12.5898124697292,12.5006286465681,10.5130137123449,-0.449794167970346,-0.475307018123012,2.03903197002072,-0.361557169480032,-0.362761913264361,-0.389611701182965,-1.44904042010345,-0.28042219949256,-0.965205121498036,-1.45438601221966,0.926574105623959,-1.2490009027033e-15,12,0.0292188814279732
"2154","tf2","Solyc07g042910.2.1",31.8012256930336,32.228195292425,77.8763117546326,19.547115271957,21.1989219202069,48.9903694352689,-0.310432472776066,-0.29095713166287,1.7911879216234,-0.869378544883822,-0.794034778082703,0.473615005782066,-1.16981689384833,-0.041276779180344,-1.68738647193663,-1.29264973944606,-0.0392105647314438,-1.94289029309402e-16,12,0.0474824098142411
"2160","tf2","Solyc07g044780.2.1",4.91701564604817,5.2471610378053,17.5150207481249,6.60691141184651,3.95915458006426,7.09183203866703,-0.526716692044057,-0.460827306043346,1.98755381341949,-0.189452573889818,-0.717883611490551,-0.0926736299517224,-1.07804846501405,-0.0994720912208354,-1.37418120015105,-1.42186482413241,0.935344603942257,-2.77555756156289e-17,12,0.0276380860815111
"2164","tf2","Solyc07g045320.2.1",1.10796585512204,3.15010476470451,13.291748114312,4.34497551922978,3.28290633599453,2.78217598748011,-0.81520684044691,-0.346524620239396,1.98103884733032,-0.0722951466888287,-0.316045922151234,-0.430966317803949,-1.08107622152221,-0.231144124652534,-0.763118443476344,-1.70287711011648,1.11935100614166,-7.21644966006352e-16,12,0.0443890120839691
