GeneID	GOID
Solyc02g084550.2.1	GO:0005874
Solyc02g084560.2.1	GO:0046872
Solyc02g084570.2.1	GO:0019825
Solyc02g084580.1.1	GO:0005975
Solyc02g084590.2.1	GO:0005634
Solyc02g084590.2.1	GO:0006355
Solyc02g084600.2.1	GO:0004675
Solyc02g084610.1.1	GO:0004675
Solyc02g084630.2.1	GO:0003677
Solyc02g084640.2.1	GO:0004028
Solyc02g084660.2.1	GO:0045454
Solyc02g084680.2.1	GO:0003700
Solyc02g084680.2.1	GO:0046982
Solyc02g084700.2.1	GO:0005524
Solyc02g084710.2.1	GO:0045454
Solyc02g084720.2.1	GO:0005515
Solyc02g084730.2.1	GO:0000179
Solyc02g084740.2.1	GO:0016709
Solyc02g084750.2.1	GO:0042808
Solyc02g084760.2.1	GO:0004842
Solyc02g084770.2.1	GO:0008517
Solyc02g084780.2.1	GO:0055114
Solyc02g084790.2.1	GO:0055114
Solyc02g084800.2.1	GO:0055114
Solyc02g084820.2.1	GO:0016757
Solyc02g084840.2.1	GO:0009415
Solyc02g084850.2.1	GO:0009415
Solyc02g084860.1.1	GO:0043565
Solyc02g084860.1.1	GO:0003700
Solyc02g084860.1.1	GO:0046982
Solyc02g084870.2.1	GO:0006468
Solyc02g084880.2.1	GO:0005634
Solyc02g084880.2.1	GO:0045449
Solyc02g084890.1.1	GO:0005515
Solyc02g084900.2.1	GO:0016887
Solyc02g084910.2.1	GO:0016887
Solyc02g084920.2.1	GO:0005515
Solyc02g084920.2.1	GO:0004175
Solyc02g084930.2.1	GO:0019825
Solyc02g084950.2.1	GO:0008757
Solyc02g084970.2.1	GO:0016020
Solyc02g084980.2.1	GO:0016758
Solyc02g084990.2.1	GO:0005975
Solyc02g085020.2.1	GO:0033729
Solyc02g085030.2.1	GO:0031072
Solyc02g085040.2.1	GO:0008415
Solyc02g085040.2.1	GO:0004089
Solyc02g085050.2.1	GO:0004427
Solyc02g085070.1.1	GO:0003824
Solyc02g085090.1.1	GO:0005515
Solyc02g085100.2.1	GO:0005515
Solyc02g085100.2.1	GO:0047938
Solyc02g085110.2.1	GO:0004322
Solyc02g085120.2.1	GO:0004322
Solyc02g085130.2.1	GO:0051015
Solyc02g085140.2.1	GO:0005488
Solyc02g085140.2.1	GO:0000151
Solyc02g085160.1.1	GO:0016563
Solyc02g085160.1.1	GO:0003700
Solyc02g085170.2.1	GO:0015519
Solyc02g085180.2.1	GO:0003824
Solyc02g085190.1.1	GO:0030374
Solyc02g085220.2.1	GO:0046332
Solyc02g085220.2.1	GO:0005160
Solyc02g085240.2.1	GO:0008565
Solyc02g085240.2.1	GO:0030276
Solyc02g085250.2.1	GO:0016491
Solyc02g085270.1.1	GO:0008270
Solyc02g085280.1.1	GO:0005840
Solyc02g085290.2.1	GO:0042802
Solyc02g085300.2.1	GO:0005215
Solyc02g085340.1.1	GO:0005515
Solyc02g085340.1.1	GO:0003700
Solyc02g085350.2.1	GO:0000104
Solyc02g085360.2.1	GO:0010012
Solyc02g085390.2.1	GO:0004003
Solyc02g085400.2.1	GO:0016021
Solyc02g085420.2.1	GO:0003676
Solyc02g085420.2.1	GO:0000166
Solyc02g085430.2.1	GO:0004672
Solyc02g085470.2.1	GO:0000182
Solyc02g085520.2.1	GO:0004019
Solyc02g085550.1.1	GO:0003723
Solyc02g085550.1.1	GO:0008270
Solyc02g085560.2.1	GO:0005634
Solyc02g085570.2.1	GO:0070742
Solyc02g085580.2.1	GO:0003700
Solyc02g085590.2.1	GO:0045735
Solyc02g085600.1.1	GO:0003700
Solyc02g085610.2.1	GO:0043565
Solyc02g085620.2.1	GO:0004712
Solyc02g085630.2.1	GO:0003677
Solyc02g085630.2.1	GO:0004999
Solyc02g085640.2.1	GO:0070006
Solyc02g085650.2.1	GO:0006508
Solyc02g085650.2.1	GO:0009987
Solyc02g085660.1.1	GO:0047209
Solyc02g085660.1.1	GO:0080043
Solyc02g085670.2.1	GO:0005351
Solyc02g085690.2.1	GO:0006464
Solyc02g085690.2.1	GO:0043687
Solyc02g085700.1.1	GO:0004311
Solyc02g085710.2.1	GO:0004311
Solyc02g085720.1.1	GO:0004311
Solyc02g085730.2.1	GO:0046423
Solyc02g085760.2.1	GO:0016021
Solyc02g085780.2.1	GO:0008536
Solyc02g085790.2.1	GO:0051082
Solyc02g085800.1.1	GO:0016298
Solyc02g085800.1.1	GO:0017171
Solyc02g085810.2.1	GO:0005488
Solyc02g085820.2.1	GO:0050661
Solyc02g085820.2.1	GO:0050660
Solyc02g085840.2.1	GO:0031593
Solyc02g085840.2.1	GO:0070628
Solyc02g085850.1.1	GO:0005789
Solyc02g085860.2.1	GO:0042281
Solyc02g085870.2.1	GO:0009922
Solyc02g085880.1.1	GO:0008395
Solyc02g085880.1.1	GO:0019825
Solyc02g094860.1.1	GO:0008395
Solyc02g094860.1.1	GO:0019825
Solyc02g085930.2.1	GO:0004601
Solyc02g085930.2.1	GO:0005515
Solyc02g085950.2.1	GO:0005515
Solyc02g085950.2.1	GO:0005507
Solyc02g086040.1.1	GO:0004622
Solyc02g086050.2.1	GO:0034020
Solyc02g086090.2.1	GO:0004476
Solyc02g086150.2.1	GO:0005515
Solyc02g086150.2.1	GO:0004045
Solyc02g086160.2.1	GO:0015519
Solyc02g086180.2.1	GO:0000248
Solyc02g086190.1.1	GO:0000248
Solyc02g086200.1.1	GO:0003723
Solyc02g086210.2.1	GO:0006468
Solyc02g086240.2.1	GO:0003735
Solyc02g086270.2.1	GO:0006468
Solyc02g086300.2.1	GO:0006541
Solyc02g086310.1.1	GO:0006869
Solyc02g086340.2.1	GO:0005488
Solyc02g086360.2.1	GO:0055114
Solyc02g086370.2.1	GO:0008195
Solyc02g086430.2.1	GO:0008270
Solyc02g086470.2.1	GO:0030674
Solyc02g086470.2.1	GO:0032403
Solyc02g086480.1.1	GO:0005515
Solyc02g086490.2.1	GO:0016021
Solyc02g086500.2.1	GO:0005488
Solyc02g086510.2.1	GO:0003676
Solyc02g086510.2.1	GO:0016020
Solyc02g086510.2.1	GO:0008270
Solyc02g086510.2.1	GO:0000166
Solyc02g086530.2.1	GO:0047274
Solyc02g086540.1.1	GO:0000228
Solyc02g086550.2.1	GO:0005515
Solyc02g086560.2.1	GO:0009236
Solyc02g086570.1.1	GO:0004519
Solyc02g086580.2.1	GO:0004004
Solyc02g086580.2.1	GO:0003678
Solyc02g086590.2.1	GO:0004672
Solyc02g086600.2.1	GO:0003729
Solyc02g086610.2.1	GO:0004450
Solyc02g086610.2.1	GO:0005507
Solyc02g086640.2.1	GO:0005515
Solyc02g086650.2.1	GO:0008524
Solyc02g086660.2.1	GO:0004004
Solyc02g086670.2.1	GO:0004696
Solyc02g086680.2.1	GO:0005515
Solyc02g086680.2.1	GO:0008463
Solyc02g086690.2.1	GO:0003677
Solyc02g086690.2.1	GO:0045449
Solyc02g086700.2.1	GO:0005515
Solyc02g086700.2.1	GO:0008810
Solyc02g086710.2.1	GO:0005524
Solyc02g086710.2.1	GO:0016656
Solyc02g086730.1.1	GO:0005515
Solyc02g086730.1.1	GO:0003682
Solyc02g086740.1.1	GO:0005515
Solyc02g086740.1.1	GO:0003682
Solyc02g086770.2.1	GO:0016621
Solyc02g086790.2.1	GO:0006468
Solyc02g086800.2.1	GO:0004012
Solyc02g086820.2.1	GO:0005515
Solyc02g086830.2.1	GO:0004252
Solyc02g086840.2.1	GO:0005975
Solyc02g086840.2.1	GO:0005488
Solyc02g086850.1.1	GO:0003676
Solyc02g086850.1.1	GO:0005622
Solyc02g086870.2.1	GO:0005515
Solyc02g086880.2.1	GO:0004617
Solyc02g086900.2.1	GO:0003824
Solyc02g086910.2.1	GO:0006457
Solyc02g086920.1.1	GO:0016021
Solyc02g086930.2.1	GO:0043565
Solyc02g086940.2.1	GO:0005488
Solyc02g086950.1.1	GO:0008270
Solyc02g086960.2.1	GO:0006468
Solyc02g086970.2.1	GO:0004029
Solyc02g086990.2.1	GO:0030551
Solyc02g087000.2.1	GO:0009674
Solyc02g087040.1.1	GO:0008270
Solyc02g087050.2.1	GO:0016020
Solyc02g087070.2.1	GO:0016165
Solyc02g087080.1.1	GO:0055114
Solyc02g087090.2.1	GO:0016165
Solyc02g087100.1.1	GO:0055114
Solyc02g087110.2.1	GO:0016165
Solyc02g087130.2.1	GO:0003676
Solyc02g087130.2.1	GO:0004523
Solyc02g087140.2.1	GO:0003676
Solyc02g087140.2.1	GO:0004523
Solyc02g087150.2.1	GO:0030001
Solyc02g087170.2.1	GO:0005789
Solyc02g087190.1.1	GO:0004601
Solyc02g087190.1.1	GO:0005515
Solyc02g087200.1.1	GO:0005488
Solyc02g087200.1.1	GO:0000151
Solyc02g087210.2.1	GO:0003676
Solyc02g087210.2.1	GO:0005515
Solyc02g087230.2.1	GO:0055114
Solyc02g087240.2.1	GO:0008137
Solyc02g087250.2.1	GO:0010181
Solyc02g087250.2.1	GO:0003723
Solyc02g087280.2.1	GO:0080054
Solyc02g087290.2.1	GO:0004572
Solyc02g087300.1.1	GO:0005515
Solyc02g087310.2.1	GO:0003677
Solyc02g087350.1.1	GO:0016758
Solyc02g087360.2.1	GO:0003714
Solyc02g087370.1.1	GO:0005634
Solyc02g087380.1.1	GO:0005634
Solyc02g087390.1.1	GO:0005634
Solyc02g087400.1.1	GO:0042802
Solyc02g087410.2.1	GO:0010329
Solyc02g087430.2.1	GO:0004445
Solyc02g087460.1.1	GO:0042802
Solyc02g087460.1.1	GO:0004675
Solyc02g087490.1.1	GO:0004656
Solyc02g087500.1.1	GO:0004366
Solyc02g087500.1.1	GO:0003841
Solyc02g087510.2.1	GO:0004711
Solyc02g087520.2.1	GO:0005515
Solyc02g087530.1.1	GO:0042623
Solyc02g087530.1.1	GO:0005515
Solyc02g087540.1.1	GO:0016887
Solyc02g087550.2.1	GO:0016757
Solyc02g087570.1.1	GO:0005515
Solyc02g087590.1.1	GO:0005515
Solyc02g087590.1.1	GO:0016301
Solyc02g087610.1.1	GO:0004519
Solyc02g087610.1.1	GO:0008116
Solyc02g087620.2.1	GO:0033187
Solyc02g087630.2.1	GO:0045454
Solyc02g087640.2.1	GO:0005515
Solyc02g087640.2.1	GO:0008270
Solyc02g087660.2.1	GO:0009672
Solyc02g087670.2.1	GO:0016829
Solyc02g087680.1.1	GO:0005634
Solyc02g087700.2.1	GO:0005634
Solyc02g087710.2.1	GO:0042393
Solyc02g087720.1.1	GO:0032259
Solyc02g087740.2.1	GO:0055114
Solyc02g087750.2.1	GO:0043687
Solyc02g087760.2.1	GO:0005516
Solyc02g087770.2.1	GO:0005515
Solyc02g087770.2.1	GO:0004034
Solyc02g087780.2.1	GO:0005515
Solyc02g087780.2.1	GO:0004034
Solyc02g087790.1.1	GO:0005515
Solyc02g087790.1.1	GO:0004034
Solyc02g087800.2.1	GO:0005515
Solyc02g087800.2.1	GO:0004034
Solyc02g087810.2.1	GO:0005515
Solyc02g087810.2.1	GO:0004034
Solyc02g087820.1.1	GO:0005515
Solyc02g087820.1.1	GO:0004034
Solyc02g087830.2.1	GO:0005515
Solyc02g087830.2.1	GO:0004674
Solyc02g087840.2.1	GO:0043565
Solyc02g087850.1.1	GO:0045454
Solyc02g087860.2.1	GO:0003700
Solyc02g087870.2.1	GO:0010329
Solyc02g087870.2.1	GO:0008559
Solyc02g087880.2.1	GO:0046982
Solyc02g087900.2.1	GO:0030332
Solyc02g087910.1.1	GO:0005516
Solyc02g087920.2.1	GO:0003700
Solyc02g087930.2.1	GO:0003735
Solyc02g087930.2.1	GO:0005515
Solyc02g087950.2.1	GO:0005840
Solyc02g087960.2.1	GO:0003700
Solyc02g087970.1.1	GO:0003700
Solyc02g087980.2.1	GO:0046982
Solyc02g088000.2.1	GO:0004373
Solyc02g088000.2.1	GO:0005515
Solyc02g088030.1.1	GO:0008270
Solyc02g088040.1.1	GO:0005840
Solyc02g088050.1.1	GO:0016020
Solyc02g088060.1.1	GO:0016020
Solyc02g088060.1.1	GO:0016021
Solyc02g088070.2.1	GO:0005515
Solyc02g088070.2.1	GO:0003700
Solyc02g088090.1.1	GO:0005509
Solyc02g088100.2.1	GO:0005199
Solyc02g088110.2.1	GO:0005515
Solyc02g088110.2.1	GO:0003730
Solyc02g088120.2.1	GO:0003676
Solyc02g088140.1.1	GO:0003723
Solyc02g088140.1.1	GO:0008270
Solyc02g088150.1.1	GO:0008270
Solyc02g088150.1.1	GO:0003723
Solyc02g088170.1.1	GO:0034046
Solyc02g088180.2.1	GO:0003700
Solyc02g088190.2.1	GO:0003700
Solyc02g088220.2.1	GO:0005515
Solyc02g088220.2.1	GO:0004930
Solyc02g088230.2.1	GO:0005515
Solyc02g088230.2.1	GO:0004930
Solyc02g088240.2.1	GO:0016021
Solyc02g088290.2.1	GO:0042803
Solyc02g088300.2.1	GO:0016020
Solyc02g088310.1.1	GO:0003677
Solyc02g088310.1.1	GO:0006355
Solyc02g088330.2.1	GO:0016301
Solyc02g088340.2.1	GO:0005515
Solyc02g088340.2.1	GO:0003700
Solyc02g088360.1.1	GO:0016020
Solyc02g088380.2.1	GO:0009055
Solyc02g088390.2.1	GO:0005515
Solyc02g088430.1.1	GO:0006310
Solyc02g088460.2.1	GO:0004106
Solyc02g088460.2.1	GO:0042803
Solyc02g088470.1.1	GO:0004519
Solyc02g088470.1.1	GO:0034046
Solyc02g088490.2.1	GO:0008152
Solyc02g088500.1.1	GO:0080043
Solyc02g088510.2.1	GO:0008152
Solyc02g088540.2.1	GO:0006396
Solyc02g088550.2.1	GO:0000151
Solyc02g088560.2.1	GO:0005222
Solyc02g088570.1.1	GO:0004842
Solyc02g088600.2.1	GO:0005488
Solyc02g088610.2.1	GO:0004176
Solyc02g088630.2.1	GO:0047262
Solyc02g088650.1.1	GO:0034046
Solyc02g088670.1.1	GO:0003700
Solyc02g088690.2.1	GO:0003979
Solyc02g088700.2.1	GO:0032403
Solyc02g088710.2.1	GO:0016207
Solyc02g088720.2.1	GO:0003676
Solyc02g088720.2.1	GO:0000166
Solyc02g088750.1.1	GO:0008194
Solyc02g088760.2.1	GO:0005840
Solyc02g088770.2.1	GO:0016020
Solyc02g088780.2.1	GO:0005515
Solyc02g088790.2.1	GO:0003730
Solyc02g088800.1.1	GO:0005515
Solyc02g088820.2.1	GO:0042802
Solyc02g088820.2.1	GO:0004185
Solyc02g088900.2.1	GO:0008514
Solyc02g088910.2.1	GO:0005515
Solyc02g088920.2.1	GO:0003676
Solyc02g088920.2.1	GO:0000166
Solyc02g088920.2.1	GO:0005622
Solyc02g088940.2.1	GO:0003824
Solyc02g088990.1.1	GO:0006298
Solyc02g089010.1.1	GO:0006468
Solyc02g089060.2.1	GO:0080031
Solyc02g089060.2.1	GO:0080030
Solyc02g089090.2.1	GO:0004672
Solyc02g089110.2.1	GO:0022857
Solyc02g089150.2.1	GO:0023034
Solyc02g089150.2.1	GO:0006629
Solyc02g089160.2.1	GO:0004497
Solyc02g089170.2.1	GO:0016760
Solyc02g089190.1.1	GO:0003700
Solyc02g089200.2.1	GO:0005515
Solyc02g089200.2.1	GO:0003700
Solyc02g089210.2.1	GO:0046982
Solyc02g089220.2.1	GO:0005087
Solyc02g089230.2.1	GO:0003824
Solyc02g089240.2.1	GO:0008270
Solyc02g089260.2.1	GO:0005488
Solyc02g089260.2.1	GO:0008270
Solyc02g089260.2.1	GO:0005622
Solyc02g089280.2.1	GO:0005515
Solyc02g089280.2.1	GO:0030515
Solyc02g089290.2.1	GO:0005515
Solyc02g089290.2.1	GO:0004674
Solyc02g089330.2.1	GO:0006350
Solyc02g089340.2.1	GO:0003899
Solyc02g089340.2.1	GO:0042802
Solyc02g089410.2.1	GO:0008270
Solyc02g089420.1.1	GO:0046982
Solyc02g089420.1.1	GO:0042803
Solyc02g089440.2.1	GO:0047262
Solyc02g089500.2.1	GO:0003700
Solyc02g089500.2.1	GO:0042802
Solyc02g089520.1.1	GO:0003700
Solyc02g089520.1.1	GO:0042802
Solyc02g089540.2.1	GO:0003700
Solyc02g089540.2.1	GO:0042802
Solyc02g089550.2.1	GO:0004675
Solyc02g089610.1.1	GO:0004014
Solyc02g089620.2.1	GO:0005515
Solyc02g089620.2.1	GO:0004657
Solyc02g089630.2.1	GO:0005515
Solyc02g089630.2.1	GO:0004657
Solyc02g089640.2.1	GO:0016759
Solyc02g089720.1.1	GO:0016798
Solyc02g089730.1.1	GO:0016798
Solyc02g089750.2.1	GO:0006468
Solyc02g089760.2.1	GO:0006468
Solyc02g089770.2.1	GO:0004022
Solyc02g089770.2.1	GO:0045551
Solyc02g089790.2.1	GO:0009055
Solyc02g089790.2.1	GO:0005634
Solyc02g089790.2.1	GO:0008270
Solyc02g089810.2.1	GO:0005085
Solyc02g089820.2.1	GO:0005515
Solyc02g089860.1.1	GO:0016021
Solyc02g089870.1.1	GO:0008270
Solyc02g089880.2.1	GO:0016758
Solyc02g089890.2.1	GO:0006508
Solyc02g089890.2.1	GO:0044237
Solyc02g089890.2.1	GO:0008152
Solyc02g089900.1.1	GO:0006468
Solyc02g089900.1.1	GO:0016998
Solyc02g089920.1.1	GO:0006468
Solyc02g089920.1.1	GO:0016998
Solyc02g089930.2.1	GO:0008270
Solyc02g089940.2.1	GO:0005515
Solyc02g089940.2.1	GO:0003677
Solyc02g089970.2.1	GO:0005634
Solyc02g089970.2.1	GO:0005622
Solyc02g089990.1.1	GO:0005515
Solyc02g090010.1.1	GO:0042802
Solyc02g090010.1.1	GO:0030366
Solyc02g090030.2.1	GO:0008266
Solyc02g090070.2.1	GO:0005515
Solyc02g090070.2.1	GO:0009416
Solyc02g090110.2.1	GO:0016301
Solyc02g090130.2.1	GO:0008104
Solyc02g090150.1.1	GO:0000166
Solyc02g090160.2.1	GO:0007186
Solyc02g090160.2.1	GO:0007165
Solyc02g090170.2.1	GO:0006355
Solyc02g090180.2.1	GO:0006508
Solyc02g090190.1.1	GO:0030170
Solyc02g090210.2.1	GO:0016298
Solyc02g090210.2.1	GO:0004091
Solyc02g090220.2.1	GO:0005515
Solyc02g090220.2.1	GO:0003700
Solyc02g090240.2.1	GO:0004519
Solyc02g090240.2.1	GO:0034046
Solyc02g090290.2.1	GO:0019825
Solyc02g090300.2.1	GO:0019825
Solyc02g090310.1.1	GO:0045449
Solyc02g090340.2.1	GO:0019825
Solyc02g090350.2.1	GO:0019825
Solyc02g090360.2.1	GO:0055114
Solyc02g090370.2.1	GO:0005783
Solyc02g090380.2.1	GO:0005515
Solyc02g090390.2.1	GO:0004683
Solyc02g090400.2.1	GO:0003700
Solyc02g090420.2.1	GO:0005840
Solyc02g090420.2.1	GO:0006412
Solyc02g090430.2.1	GO:0016301
Solyc02g090450.2.1	GO:0005515
Solyc02g090470.2.1	GO:0005515
Solyc02g090480.2.1	GO:0003755
Solyc02g090490.2.1	GO:0004620
Solyc02g090510.2.1	GO:0004683
Solyc02g090530.2.1	GO:0003676
Solyc02g090540.2.1	GO:0050327
Solyc02g090560.2.1	GO:0016020
Solyc02g090630.2.1	GO:0045735
Solyc02g090630.2.1	GO:0016298
Solyc02g090660.1.1	GO:0006629
Solyc02g090660.1.1	GO:0008152
Solyc02g090670.2.1	GO:0070006
Solyc02g090680.2.1	GO:0019210
Solyc02g090680.2.1	GO:0005507
Solyc02g090710.2.1	GO:0006355
Solyc02g090740.2.1	GO:0015299
Solyc02g090740.2.1	GO:0015559
Solyc02g090770.1.1	GO:0003677
Solyc02g090780.1.1	GO:0045263
Solyc02g090790.1.1	GO:0003677
Solyc02g090800.1.1	GO:0003677
Solyc02g090810.2.1	GO:0031683
Solyc02g090820.2.1	GO:0003677
Solyc02g090820.2.1	GO:0016564
Solyc02g090860.2.1	GO:0005515
Solyc02g090860.2.1	GO:0004826
Solyc02g090890.2.1	GO:0009540
Solyc02g090910.2.1	GO:0008266
Solyc02g090920.2.1	GO:0006629
Solyc02g090930.2.1	GO:0006629
Solyc02g090940.2.1	GO:0006629
Solyc02g090950.1.1	GO:0005634
Solyc02g090950.1.1	GO:0045449
Solyc02g090960.1.1	GO:0004871
Solyc02g090970.1.1	GO:0008545
Solyc02g090980.1.1	GO:0042803
Solyc02g090990.1.1	GO:0006468
Solyc02g091010.1.1	GO:0005643
Solyc02g091030.2.1	GO:0003677
Solyc02g091030.2.1	GO:0005622
Solyc02g091050.2.1	GO:0015559
Solyc02g091070.2.1	GO:0005215
Solyc02g091080.1.1	GO:0015559
Solyc02g091090.2.1	GO:0016020
Solyc02g091100.2.1	GO:0016830
Solyc02g091100.2.1	GO:0030976
Solyc02g091110.2.1	GO:0042393
Solyc02g091120.2.1	GO:0006310
Solyc02g091120.2.1	GO:0051103
Solyc02g091130.2.1	GO:0005507
Solyc02g091140.2.1	GO:0030795
Solyc02g091160.2.1	GO:0030506
Solyc02g091170.2.1	GO:0004713
Solyc02g091170.2.1	GO:0008022
Solyc02g091190.2.1	GO:0016279
Solyc02g091210.1.1	GO:0006413
Solyc02g091210.1.1	GO:0005488
Solyc02g091220.1.1	GO:0006413
Solyc02g091220.1.1	GO:0005488
Solyc02g091230.2.1	GO:0005515
Solyc02g091230.2.1	GO:0004842
Solyc02g091240.1.1	GO:0009672
Solyc02g091280.2.1	GO:0005515
Solyc02g091280.2.1	GO:0004176
Solyc02g091290.2.1	GO:0008864
Solyc02g091300.2.1	GO:0030001
Solyc02g091310.1.1	GO:0030001
Solyc02g091330.2.1	GO:0005515
Solyc02g091340.2.1	GO:0008478
Solyc02g091350.2.1	GO:0015020
Solyc02g091370.2.1	GO:0015020
Solyc02g091410.2.1	GO:0004252
Solyc02g091420.2.1	GO:0015250
Solyc02g091430.2.1	GO:0005488
Solyc02g091440.1.1	GO:0003700
Solyc02g091460.2.1	GO:0005622
Solyc02g091470.2.1	GO:0005515
Solyc02g091470.2.1	GO:0004674
Solyc02g091480.1.1	GO:0005509
Solyc02g091490.2.1	GO:0008865
Solyc02g091490.2.1	GO:0008959
Solyc02g091500.1.1	GO:0005509
Solyc02g091510.2.1	GO:0005515
Solyc02g091530.2.1	GO:0030247
Solyc02g091550.1.1	GO:0005515
Solyc02g091550.1.1	GO:0019841
Solyc02g091560.2.1	GO:0004372
Solyc02g091580.2.1	GO:0008235
Solyc02g091580.2.1	GO:0008241
Solyc02g091590.2.1	GO:0004672
Solyc02g091590.2.1	GO:0005515
Solyc02g091620.1.1	GO:0006298
Solyc02g091660.2.1	GO:0003677
Solyc02g091680.2.1	GO:0046556
Solyc02g091680.2.1	GO:0009044
Solyc02g091690.2.1	GO:0003700
Solyc02g091710.2.1	GO:0004842
Solyc02g091720.1.1	GO:0005515
Solyc02g091720.1.1	GO:0004842
Solyc02g091780.1.1	GO:0008017
Solyc02g091790.2.1	GO:0035064
Solyc02g091800.2.1	GO:0005634
Solyc02g091800.2.1	GO:0045449
Solyc02g091810.1.1	GO:0003700
Solyc02g091820.1.1	GO:0005634
Solyc02g091820.1.1	GO:0045449
Solyc02g091830.2.1	GO:0008865
Solyc02g091830.2.1	GO:0004340
Solyc02g091840.2.1	GO:0004675
Solyc02g091860.2.1	GO:0004675
Solyc02g091870.2.1	GO:0046982
Solyc02g091880.2.1	GO:0030234
Solyc02g091880.2.1	GO:0004129
Solyc02g091900.2.1	GO:0031071
Solyc02g091920.2.1	GO:0016798
Solyc02g091930.2.1	GO:0030296
Solyc02g091950.2.1	GO:0008239
Solyc02g091950.2.1	GO:0004185
Solyc02g091970.2.1	GO:0008152
Solyc02g091970.2.1	GO:0009081
Solyc02g091980.1.1	GO:0003700
Solyc02g091990.2.1	GO:0042803
Solyc02g091990.2.1	GO:0016847
Solyc02g092010.2.1	GO:0005525
Solyc02g092010.2.1	GO:0005622
Solyc02g092030.1.1	GO:0005515
Solyc02g092040.1.1	GO:0004675
Solyc02g092050.2.1	GO:0003677
Solyc02g092060.1.1	GO:0004745
Solyc02g092070.2.1	GO:0005515
Solyc02g092070.2.1	GO:0016563
Solyc02g092080.1.1	GO:0003735
Solyc02g092080.1.1	GO:0019843
Solyc02g092090.1.1	GO:0003677
Solyc02g092100.1.1	GO:0016021
Solyc02g092110.2.1	GO:0005576
Solyc02g092120.2.1	GO:0005576
Solyc02g092150.2.1	GO:0008152
Solyc02g092210.1.1	GO:0016757
Solyc02g092230.2.1	GO:0004872
Solyc02g092250.2.1	GO:0019825
Solyc02g092260.2.1	GO:0008652
Solyc02g092260.2.1	GO:0008152
Solyc02g092260.2.1	GO:0005737
Solyc02g092270.2.1	GO:0005743
Solyc02g092280.1.1	GO:0005840
Solyc02g092290.2.1	GO:0004842
Solyc02g092300.1.1	GO:0005515
Solyc02g092300.1.1	GO:0003682
Solyc02g092330.2.1	GO:0015031
Solyc02g092330.2.1	GO:0005525
Solyc02g092330.2.1	GO:0005622
Solyc02g092360.2.1	GO:0005975
Solyc02g092360.2.1	GO:0004867
Solyc02g092370.1.1	GO:0005515
Solyc02g092370.1.1	GO:0043565
Solyc02g092380.2.1	GO:0005515
Solyc02g092380.2.1	GO:0004842
Solyc02g092400.1.1	GO:0006468
Solyc02g092410.2.1	GO:0004020
Solyc02g092420.2.1	GO:0005515
Solyc02g092430.1.1	GO:0003735
Solyc02g092430.1.1	GO:0003723
Solyc02g092440.2.1	GO:0008308
Solyc02g092450.2.1	GO:0016020
Solyc02g092450.2.1	GO:0008152
Solyc02g092460.2.1	GO:0030528
Solyc02g092460.2.1	GO:0005515
Solyc02g092470.2.1	GO:0030036
Solyc02g092480.2.1	GO:0005515
Solyc02g092480.2.1	GO:0009416
Solyc02g092490.2.1	GO:0008152
Solyc02g092530.2.1	GO:0004328
Solyc02g092560.2.1	GO:0005515
Solyc02g092560.2.1	GO:0009416
Solyc02g092570.1.1	GO:0003700
Solyc02g092580.2.1	GO:0004601
Solyc02g092580.2.1	GO:0005515
Solyc02g092600.2.1	GO:0009416
Solyc02g092610.2.1	GO:0009416
Solyc02g092620.2.1	GO:0005515
Solyc02g092640.2.1	GO:0006468
Solyc02g092670.1.1	GO:0004252
Solyc02g092680.1.1	GO:0004252
Solyc02g092710.2.1	GO:0004656
Solyc02g092730.2.1	GO:0000104
Solyc02g092730.2.1	GO:0008270
Solyc02g092750.2.1	GO:0008287
Solyc02g092750.2.1	GO:0003824
Solyc02g092760.2.1	GO:0016787
Solyc02g092770.2.1	GO:0016787
Solyc02g092780.1.1	GO:0032947
Solyc02g092800.2.1	GO:0005384
Solyc02g092810.2.1	GO:0008270
Solyc02g092820.2.1	GO:0010279
Solyc02g092840.1.1	GO:0003824
Solyc02g092860.2.1	GO:0019825
Solyc02g092910.2.1	GO:0047485
Solyc02g092920.2.1	GO:0016020
Solyc02g092920.2.1	GO:0008152
Solyc02g092920.2.1	GO:0016021
Solyc02g092930.1.1	GO:0003700
Solyc02g092940.2.1	GO:0004675
Solyc02g092950.2.1	GO:0051010
Solyc02g092970.2.1	GO:0005525
Solyc02g092980.2.1	GO:0046982
Solyc02g092980.2.1	GO:0005516
Solyc02g092990.1.1	GO:0004842
Solyc02g093000.2.1	GO:0004722
Solyc02g093000.2.1	GO:0004725
Solyc02g093010.2.1	GO:0016021
Solyc02g093030.2.1	GO:0005515
Solyc02g093040.2.1	GO:0004197
Solyc02g093050.2.1	GO:0005516
Solyc02g093060.2.1	GO:0005515
Solyc02g093060.2.1	GO:0017150
Solyc02g093070.2.1	GO:0016491
Solyc02g093070.2.1	GO:0055114
Solyc02g093080.2.1	GO:0009815
Solyc02g093100.2.1	GO:0004674
Solyc02g093110.2.1	GO:0019789
Solyc02g093120.2.1	GO:0003676
Solyc02g093120.2.1	GO:0000166
Solyc02g093130.1.1	GO:0003677
Solyc02g093150.2.1	GO:0003677
Solyc02g093150.2.1	GO:0006355
Solyc02g093180.2.1	GO:0016740
Solyc02g093200.2.1	GO:0003677
Solyc02g093210.2.1	GO:0023034
