"gene" "PI1" "PI2" "PI3" "PI4" "PI5" "PI6" "PI7" "PI8" "PI9" "PI10" "PI11" "PI12" "salinas1" "salinas2" "salinas3" "salinas4" "salinas5" "salinas6" "salinas7" "salinas8" "salinas9" "salinas10" "salinas11" "salinas12" "PI1" "PI2" "PI3" "PI4" "PI5" "PI6" "PI7" "PI8" "PI9" "PI10" "PI11" "PI12" "salinas1" "salinas2" "salinas3" "salinas4" "salinas5" "salinas6" "salinas7" "salinas8" "salinas9" "salinas10" "salinas11" "salinas12" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24"
"1727" "gene1727" 74.80520462 146.6469802 224.1461067 22.33483622 14.66178486 21.19471553 93.51428614 113.3195992 138.6305027 59.07531994 79.70667967 66.82183373 238.4197587 229.5278916 241.9165858 150.8773837 102.5542886 139.3082726 120.6739707 138.3241988 167.5275855 93.82667016 129.500254 87.43299697 -0.694078567745406 0.394430862282568 1.56865754770521 -1.48908245426324 -1.60534056028886 -1.5063569733354 -0.410608240108466 -0.110528379102528 0.272969340989289 -0.93240964557861 -0.619813952625605 -0.815038474805317 1.78492454107366 1.65019956927606 1.83790665688021 0.458527748326894 -0.273638797945549 0.283238559999858 0.000901254492267733 0.26832838270405 0.710802995212833 -0.40587515898937 0.134632534469472 -0.502748788624013 0.673064320049644 3.71977487623775 -1.30341859075845 1.67564661895779 0.694466666960919 -0.0371659798421814 0.402213272395395 0.349807371259985 0.199265198849735 -0.298284630675264 0.0536271636543956 -0.654763372574795 0.208698415060475 -0.343968295682122 0.617031627261696 -0.20322780118795 0.330319766082645 -0.0897552582518701 0.235180810828395 0.131565510701769 -0.143217673995634 0.114184681469723 0.0973575782594764 1.83186799063151e-15
"1728" "gene1728" 141.8214495 507.4390483 498.9700785 61.60357296 31.44150168 61.07828925 369.6513149 471.5833961 393.8106049 259.185765 142.8962899 350.7010609 795.8306417 526.6337456 753.0940253 545.3232291 609.7298225 335.4034559 118.7258879 157.5498984 190.4363837 87.5077267 133.2571209 89.33823187 -0.771411513068999 0.829090366171203 0.792017199768337 -1.12256764606784 -1.25460300739579 -1.12486709108292 0.225920477832261 0.672131185552343 0.331678486125676 -0.257645742137816 -0.766706367349182 0.142965179075786 2.09153311703633 0.913115722721126 1.90445231161268 0.994929490882055 1.27687126313396 0.0759994596171679 -0.872513018752066 -0.70255976166369 -0.558598197184822 -1.00917144501769 -0.808902115446235 -1.00115835436188 -2.32421836125294 4.01630127791731 -0.488328363986967 0.293372714272657 -0.362532113175144 -0.432145728047487 0.126668185016172 -0.738595820486203 -0.180710358821046 -0.350334412049082 0.43305894003005 0.570531558151963 0.463621442028144 -0.0217230393603021 0.176150930556996 0.181459161733196 0.332882422605622 0.0933728261317989 0.393832927952498 0.159321255285937 -0.0907943905924827 0.178351844571294 -0.0092567955465388 1.22124532708767e-15
"1729" "gene1729" 46.50784548 89.72656615 20.76214674 79.83730209 88.57399551 80.45154668 91.16346768 126.1175667 67.73963686 931.8083311 308.1278618 1573.381723 14.48317137 19.80112051 29.15072435 339.1405798 419.652163 138.8928737 42.35134661 40.19715159 60.71645378 31.96836469 67.54900395 49.2011865 -0.428524512203083 -0.30645012277252 -0.501245092669741 -0.334383061400204 -0.309705641560962 -0.33264808331379 -0.302391490905882 -0.203661120598464 -0.368553788196213 2.07207047462771 0.31044006749691 3.88424073040886 -0.518980510855646 -0.503959580475842 -0.477550951009447 0.398037723229005 0.6254484889542 -0.167576345814847 -0.440264842639941 -0.446349521633307 -0.388391274661776 -0.469592322924021 -0.369092244581151 -0.420916976499857 -3.08784207794545 -1.44941804980566 -1.59633545241486 -0.684227840953542 1.33547119848153 0.256878751366418 0.80453021222136 0.723850078947611 -0.769420131670533 0.172762991625695 0.0401474792507179 0.516484774392323 -0.0946154401620852 -0.596043390934684 -0.180721915049961 0.586339353120503 -0.135192023266471 -0.0764152705987638 0.0521232353314792 0.128065120293844 -0.0781661781585399 0.0555369938625854 0.0810522085150199 4.44089209850063e-16
"1730" "gene1730" 266.6654089 213.7842559 240.2848316 271.216536 357.6934472 269.5787099 351.6727055 341.0164122 391.8533355 158.1872313 277.0588657 115.1154768 115.4818838 104.4184562 142.5019246 156.8989664 160.6392266 135.9203444 143.7132665 139.7390679 165.3604871 95.09161895 162.223078 112.3400192 0.691989007977103 0.110958273933378 0.402132881104903 0.741994436558422 1.69215797010259 0.723998851229203 1.62600517707558 1.5089193427655 2.06748913910719 -0.499913051319024 0.806186930888424 -0.973163192700891 -0.96913730226373 -1.09069651749997 -0.672255081486218 -0.514067839140874 -0.472971796293236 -0.744570077620543 -0.658945483767444 -0.702611920650799 -0.421097029986104 -1.19317497695553 -0.455569257026398 -1.00365848403153 -2.38808003582654 -0.631987562907132 5.16861834811218 -1.2757098138081 1.19724234346722 0.587947364202596 -1.43403847133121 -1.15756548055208 0.510182985600077 0.259013614285983 -0.223592135218029 -0.41078425826725 0.218081847816199 -0.0168334574675433 0.586887145336583 0.0100003042921011 -0.264403810576728 -0.0070376511140209 0.0679464377233879 -0.0637899778144962 0.237157357237511 -0.104942936023198 -0.0667780860900369 -1.47104550762833e-15
"1731" "gene1731" 100.128411 67.55257924 89.90726959 129.498685 173.1421886 167.4842116 135.5323004 126.1505767 155.3962 49.46966039 112.2088793 22.6002775 64.13980654 45.0529699 56.47262322 45.29258615 45.58748479 71.58188745 49.35532745 59.93395284 60.94822983 49.8232299 58.21126999 49.92840993 0.39834244016621 -0.347276093123661 0.164393771631198 1.07058991441464 2.06953309970641 1.94002934541369 1.2086915444245 0.993956058421832 1.66335043983775 -0.761170649366199 0.674848689389938 -1.37617597013428 -0.425390033353125 -0.862262965578147 -0.600881914071353 -0.856778460433544 -0.85002861309132 -0.255050454808508 -0.763787582055979 -0.521656568928632 -0.498441084295571 -0.753077901914515 -0.561086544789381 -0.75067046746195 -1.84737662666007 -1.44405194990649 4.3153368131041 -0.566572673434648 0.272367768128606 0.873714302182434 -1.10432943179976 -1.62461369772998 0.6946283106526 -0.310254294849651 -0.492132494661839 -0.266742583032841 0.494961692008583 0.121843211354435 0.55290635469165 -0.291382565844941 0.0294845849271537 -0.261674083840706 -0.0701735543376917 0.223875977143106 -0.322856145994122 -0.118673473720814 -0.0764792664105007 -3.60822483003176e-16
"1732" "gene1732" 1333.578914 1386.6324 1337.98093 1466.768886 2112.86753 1690.638358 2595.624694 2458.24001 2175.112301 1076.736647 1573.149274 609.1724561 1258.006422 1223.472619 1249.229801 1219.757213 2691.351877 2197.003021 1937.004193 1860.09743 1758.543774 2248.051518 2240.989682 2108.140446 -0.758188149768108 -0.659701787034413 -0.750016423888766 -0.510939629757892 0.688451969405502 -0.0953573243012277 1.58462299888308 1.32958758382141 0.804000664829245 -1.23497982888806 -0.313459345798431 -2.1029472326938 -0.898477891705166 -0.962585057986982 -0.914770458783268 -0.969482188611328 1.76232710052143 0.844637719111065 0.361986326802109 0.219219697715901 0.0306995653772091 0.939402100711776 0.926292791704976 0.679676800333734 0.796843697000922 -0.401510379295136 1.27813355734456 -3.51691632524303 0.263158180037018 1.78847085878096 -2.73176140537452 -0.447031177475374 1.33220221471827 0.118443324984416 -0.572763317926924 0.60855047065547 -0.406256281782908 0.0283453479112163 0.192404258104766 -0.134497185010746 0.239461553190907 0.0319018553050518 -0.105281668057948 0.0630721081471287 0.299835484669639 -0.439988612496718 0.14640607691308 2.77555756156289e-16
"1733" "gene1733" 85.45691679 85.79544192 76.79387215 292.8414508 160.2041665 160.7542998 196.8523207 126.194923 143.4332576 115.1013851 114.776627 91.57049442 29.37384016 23.41506838 27.20683056 56.60449153 29.29981732 9.745692879 35.31387667 30.94630399 37.77552165 26.117568 50.53085193 33.44531167 0.00691411109339169 0.0118349257761645 -0.119012248530272 3.02146390223117 1.09344309010847 1.10143984952224 1.62616210947309 0.599083381082462 0.849660494829465 0.437827275273667 0.433106578683641 0.0957813173949593 -0.808311709618862 -0.894928651960236 -0.839811446898011 -0.412485883976431 -0.809387708549673 -1.0936272350452 -0.721967103903434 -0.785454313174489 -0.686184535083926 -0.855645010564739 -0.500772549493847 -0.749128638669598 -2.65575611607768 -2.14707860314878 3.48657135470658 -1.34407079896946 0.590860253827694 -0.499761596421472 -0.33923027866864 -1.63083160541973 0.115406225968782 -0.853760832924611 0.108679896383412 -0.121431311768159 -0.125191188681151 -0.573206007667913 -0.584449763478233 -1.050127526452 0.113200029086539 0.109611623439717 -0.28966525024901 -0.755966446538332 0.791278039559331 0.283060246573132 0.123951658174986 -1.52655665885959e-15
"1734" "gene1734" 189.7595813 83.9082436 78.92561203 415.8573495 406.9797905 472.4501214 187.541187 218.8354337 247.8430314 210.6174418 270.1177489 232.0482035 86.59554044 97.73201203 131.0037256 297.4849502 471.3594965 692.7595532 323.1710797 384.2815254 292.9866038 388.2315162 366.6996733 372.3216107 -0.656513217217907 -1.36164178227342 -1.39483357677971 0.849636807120604 0.790498957992925 1.22662949242288 -0.67129104831079 -0.462824459701357 -0.269590380790813 -0.517568603346552 -0.121207375634027 -0.374807608786465 -1.34374035744648 -1.26955476468341 -1.04791528278056 0.0610992045335877 1.21936429589857 2.69422052045132 0.232207326827681 0.639294490983034 0.0311334751335084 0.665607350180716 0.522173003322409 0.559623532884246 -0.136357298833641 -3.43399104049625 -2.18769943316751 -0.786757057064943 -1.21418373329443 2.86165724327515 -1.51158173186063 0.414031657456975 1.028033764585 -0.0571890464810494 -0.254942156284614 -0.706360424482971 -0.207350450401345 0.530511456082804 0.191909172589024 -0.141061001094163 0.219944927223663 -0.119405702604445 -0.335789544964128 0.241530202280662 0.348218066549435 -0.370627356112636 0.150748577790278 -2.81719092498633e-15
"1735" "gene1735" 1347.138047 1347.500621 1447.882688 1567.734128 2154.819266 1654.662883 2680.317776 2539.862012 2281.823843 1063.649917 1642.820856 585.5882533 1297.529802 1315.816324 1148.630172 1302.404984 2639.476177 2181.440993 1941.762766 1934.014628 1751.579093 2267.006294 2358.984817 2231.29148 -0.777136748302019 -0.776483522598274 -0.595631761690346 -0.379703313321666 0.678009325831041 -0.223089498871284 1.62476539221083 1.37171548989044 0.90682511016647 -1.28787864712141 -0.244424499232147 -2.1491708707884 -0.866512657086622 -0.833567034393063 -1.13477531683081 -0.857729362661666 1.55118377232403 0.725971938578995 0.294159457528569 0.280200147435287 -0.0484819443264807 0.880129307728077 1.04584095670478 0.815784278825662 0.868480087198458 -0.43728768671645 1.46996668918452 -3.50293178715079 0.510937772339352 1.74566825035098 -2.74668920891083 -0.401769024974351 1.53799656202614 0.0510171417401486 -0.496638814382298 0.621852182694007 -0.213640231656578 0.0201512500015623 0.165458270073353 -0.184382681776924 0.288612176074837 -0.0196619928180206 -0.3882263893665 -0.00177412310665018 0.354140337666222 -0.23662310392448 0.0896764563571943 1.66533453693773e-16
"1736" "gene1736" 48.89184906 68.50701514 53.73737298 38.66628864 66.43165108 23.72539208 120.185751 105.818371 99.56897268 40.72703508 39.74362644 53.02304195 18.91471898 10.18988338 13.79972819 26.72391504 70.46367103 48.4979604 14.40538122 24.42744666 22.32009555 3.865091871 14.09139875 8.387510872 0.179602916884529 0.79099814608115 0.330635551304422 -0.139122850266854 0.726310053206734 -0.60482336177148 2.40179932037925 1.95397504235739 1.759184322635 -0.0748903815300956 -0.105542752679774 0.308370198973073 -0.754769713006479 -1.02671861415822 -0.914201499290424 -0.511360852970712 0.851986162774275 0.167325598070278 -0.895323587598 -0.582940660442467 -0.648625774177491 -1.22385930307692 -0.905110269159932 -1.08289769253726 -3.26473331652877 1.28052296923021 4.44709811368116 -3.17234035207158 0.625061919933558 1.03955396778115 -1.66529259760937 -0.62986551062113 -0.184702456046006 0.212181251173538 -0.431195349731624 -0.252728195014453 -0.221612325124762 -0.628762812358445 -0.193067087288689 0.133995012393676 -0.0852320501506934 0.0290159772117746 -0.373718059451901 -0.0694237150256706 0.284459774207375 0.168706655180347 0.0991998930450549 -1.19348975147204e-15
"1737" "gene1737" 89.31189956 12.54921296 0 1173.562546 601.2264636 894.6745977 63.18749661 57.76850432 75.38002659 885.3969945 783.2508786 1363.798706 11.52887764 20.66181333 36.49966341 120.4101334 6.844396448 50.46970588 96.54300229 98.06650332 121.1114244 106.5398878 131.2505574 111.1398872 -0.481129089973715 -0.667044433734044 -0.697437992697624 2.14487112684583 0.758702087970171 1.46941862413461 -0.544401072366559 -0.557525597563022 -0.514871381537059 1.44694873850922 1.1995560130528 2.6056134829119 -0.669515634263502 -0.647396126029051 -0.609037654322724 -0.405810740775881 -0.680861210737235 -0.575202918161256 -0.463615724960586 -0.459925882535091 -0.404112249450005 -0.439403773966621 -0.379555782231117 -0.428262808119442 -2.64557521216085 -3.86342766458832 -0.609161171010628 0.285903915771056 0.873781219702489 -0.0483389946654013 1.59692111173451 -0.568811973402982 -0.0544887289889368 -0.53437060425351 -0.0770114377182722 0.110636276653306 -0.173013666290921 0.0353336191532774 0.150142668348011 -0.386962402095862 0.149351801322407 0.022802693335572 0.129295798669613 -0.150135026396823 0.161939830321839 0.255001632155383 0.142523378811045 -9.71445146547012e-17
"1738" "gene1738" 176.3909866 144.2176632 100.4028007 688.9129527 441.8629056 446.6606764 271.3164665 307.941547 245.4893448 723.6046278 369.7808207 547.2055909 188.1363377 278.6582807 215.9860307 566.8410405 636.3600692 284.7585878 375.2005838 442.2319636 338.62995 471.2072195 312.7643601 421.2603475 -1.16846327916782 -1.35791255418783 -1.61591182372325 1.8494691147694 0.394740557981392 0.422991733294298 -0.609504444719831 -0.393841460140665 -0.761584769810485 2.05374744235196 -0.0297073163167367 1.01504002504691 -1.09930199846685 -0.566272933935911 -0.935311972233496 1.13066133171653 1.54001691564451 -0.530351908833031 0.00220639608747324 0.396913717703535 -0.2131359847507 0.567531504232061 -0.365442825843779 0.273424533302302 -1.59083999117589 -3.72192767485972 -2.87829759498886 -1.56250465860897 0.362999816330709 -0.414521606508695 -0.0332530550479575 -0.821984781423076 -0.164773701786327 0.109650262546917 0.491043787582327 -0.216610693167712 0.223802338956061 0.0137056987895615 0.114155191958275 0.0352867867105616 0.297237538261843 -0.476232826109011 -0.714047950278759 -0.615530926180865 0.457619208954866 -0.546099942290845 -0.308597424721948 1.03389519168218e-15
"1739" "gene1739" 222.8519415 137.5675795 83.7136701 776.7763491 813.3141568 829.3653445 328.8749573 264.5355159 268.4273031 631.7096204 413.0503987 724.5962625 67.72349905 30.84225176 72.81614499 484.0537253 611.9921889 541.9075616 89.22141359 82.52249341 97.99593514 55.71841101 126.341693 72.29220836 -0.371217166839819 -0.677623926779513 -0.871108423847566 1.61890363613025 1.75017543098353 1.8078435931296 0.00969872428583529 -0.221457836112703 -0.207475555207244 1.09771281903746 0.312121391947552 1.43143279278292 -0.928557367445362 -1.061063060396 -0.910260682034319 0.5672197328186 1.02687270065505 0.775075031434358 -0.851320390053635 -0.875388043012667 -0.819795586970081 -0.971688840119416 -0.717955910618657 -0.912143063768171 -3.90464724577257 -3.26427946758028 -0.0568120124484293 -0.498285887800551 -0.969118439806556 0.573692924842712 -0.215052633334313 -0.702302356415501 0.662421156309441 -0.272646144428431 -0.217635606724217 -0.096342440879944 -0.122702339465821 -0.356979113785578 -0.108420304518658 0.159184223270911 -0.0516872603171592 -0.111737339525788 -0.054984960880714 0.0581955242243045 -0.0422608047283426 -0.176191831610358 -0.126467612721037 -1.52655665885959e-15
"1740" "gene1740" 36.06373356 30.38643238 29.52596044 55.91736411 50.40128327 72.84149524 51.95507259 77.630074 66.48751578 16.46634756 76.65702838 1.908872515 18.17242843 33.80410652 23.54962516 25.75401237 64.73284899 32.18210995 37.29651387 24.30309961 32.93797429 26.99227147 33.82213823 24.10329088 -0.159148204268235 -0.435873868834579 -0.477815393845798 0.808566724676828 0.539699337188557 1.63349062525404 0.615434861611288 1.86689776672425 1.32378199205635 -1.11437314172931 1.8194691228474 -1.82394038653692 -1.03121455147909 -0.269288000359885 -0.769116718118555 -0.661669447609507 1.23825520421114 -0.348348114404703 -0.099059450874135 -0.732390514716746 -0.311505421868792 -0.601313644475451 -0.268409090332952 -0.742129685115208 -1.8067268672002 -1.16795621326042 2.9874952611206 -1.56067019596381 1.09940430960155 1.05522156490828 -0.766642394867638 -1.79618958008633 1.83529237293688 1.23860043880652 0.486136006378967 0.0622625124321886 -0.829412503372002 1.71326233092168 1.1603910690291 -0.326826609875025 0.269797090852092 -0.565912410615057 0.475667154254857 0.222042004754309 0.0273359950941674 0.0420980527100432 -0.0612474839993751 6.38378239159465e-16
"1741" "gene1741" 336.1223322 263.0458416 296.2585629 903.970406 1197.159551 627.5692606 679.4466345 548.3181619 527.9310314 807.3731714 683.9239309 1141.360776 87.04710592 107.8019107 131.6956412 882.1452245 780.237002 380.422272 290.8352148 275.5901104 315.3264587 312.8947262 385.6045113 475.7457122 -0.584524026688094 -0.819066476416047 -0.712468677973962 1.23801119919414 2.17901561439445 0.350888662008035 0.517391544946956 0.0965285158089807 0.0310950570983424 0.927977810151917 0.531761639312355 1.99992680932368 -1.38394273520302 -1.31732920851669 -1.24064115140562 1.16796224784552 0.840882992173497 -0.442341276556236 -0.729875169975117 -0.778805052937154 -0.651269365371923 -0.659074125739453 -0.425708634642005 -0.136396190832537 -3.41396142885252 -3.3044650359657 0.449095762410873 -1.59718325171746 0.520598613926483 -0.389506689666116 -0.856689955273799 -0.370270231246847 0.683985560406934 -0.22414162194755 -0.656412382289244 -0.0101623840807249 0.409573013797011 -0.446576290536701 -0.0142886829692362 0.697983302676221 -0.0727657922626936 0.0673733129056999 -0.0504458841597122 -0.0648011293047897 0.390840998295194 0.335502638202951 -0.132290711774845 -8.18789480661053e-16
"1742" "gene1742" 26.85698335 5.485398251 8.362847339 86.20650808 84.93809248 100.4160371 39.03333578 30.41434705 27.27536394 49.15107161 67.65829223 61.26462278 16.11715989 14.31109023 18.27318233 44.22010878 45.90726448 96.94129354 27.98631966 22.57418254 29.91553431 34.22586811 32.41411972 35.58950985 -0.548467125849533 -1.32780601094185 -1.22287659397236 1.61578003782956 1.569525836517 2.13394649356203 -0.104442740979206 -0.418743857922363 -0.533210407124906 0.264511874454525 0.939398487559475 0.706246140752735 -0.940106866310167 -1.0059672275657 -0.861485083375487 0.0846987695040794 0.146222799477723 2.00723606195446 -0.507284607255212 -0.704644273818499 -0.436933625450633 -0.279752456037752 -0.345819898569025 -0.230025726438894 -2.61110330285295 -3.95376588230192 -0.745771088046102 -0.0231578211598714 -0.833598480903856 1.79251103984829 -0.414929952515905 -0.702666963131123 1.30188006105376 -0.366716676148581 -1.05617432670472 -0.16604256222102 -0.47670983192082 0.386728333727376 -0.524676667210109 -0.360169486028402 0.588642449747432 0.0380181765741145 0.184494791895697 0.242026517348852 -0.139380883497368 -0.0221370567910422 -0.0409991256691964 -8.18789480661053e-16
"1743" "gene1743" 43.70090623 21.45062398 9.557729689 256.384631 346.016383 234.2703911 70.2170063 42.68271539 62.43921022 72.9349752 94.98803201 77.23089471 0.380693901 2.181569183 5.695807386 179.8125174 126.849061 107.1312662 11.92258624 11.91931668 21.99523421 5.742605106 18.45056821 8.191972122 -0.354429017372558 -0.596049684398136 -0.725197216962857 1.95514992940291 2.92848067018087 1.71500657592245 -0.0664849044015698 -0.365485773738879 -0.150945688122123 -0.036969887414638 0.202509065549438 0.00968043934669536 -0.824852649801879 -0.80529655240151 -0.767134673412508 1.12363664989876 0.548494927220253 0.334375093668502 -0.699516723976193 -0.699552228841219 -0.590135643148544 -0.766626486765946 -0.628627944220496 -0.740028276210825 -2.84992443650878 -3.44481420720042 0.3880530008765 -0.0741740036524602 -1.43288821669497 -0.2672723162917 -0.620429164461635 -1.05850306122767 1.21727497404631 -0.40682158675543 -0.670224640097148 -0.716242442659133 0.408593078280701 -0.0951236841273071 0.201437687580232 0.329609678614145 -0.357251795564447 0.0984575141556299 -0.0323581965894822 -0.0314901166035258 -0.0422277744312075 0.0120570257510884 -0.0365017968084937 -1.66533453693773e-15
"1744" "gene1744" 401.5697382 47.43883612 0 7207.629957 3185.916028 4969.86875 292.1037193 246.5380947 411.7431531 5178.841366 4436.305898 5678.097443 13.29978332 40.7432154 117.1412564 1143.50886 94.01930434 180.5969171 240.0099038 264.3776587 380.6374912 208.4286975 432.5755104 245.7650398 -0.478951955877821 -0.636855841366099 -0.658008405297663 2.55581102894902 0.762563808835 1.55801279302886 -0.527761900482255 -0.548079215708858 -0.474415718763355 1.65119186278311 1.32010176355317 1.8738058000275 -0.652078147728936 -0.639841360340111 -0.605776139127455 -0.148127762225511 -0.616086016206532 -0.57748181258915 -0.5509900791841 -0.540124709467037 -0.488285462538456 -0.56507186406615 -0.465126752050117 -0.548423914157055 -2.9120865953016 -3.91204916038898 -0.432226702321482 0.400742173385665 0.743932640075244 -0.236694684734559 1.54839937456059 -0.761104306686945 0.141963887251118 -0.543073495041007 0.0614792488703066 -0.0244197286462793 -0.18103639798315 0.224794113527361 0.153246287683745 -0.645086767844407 0.25594160320792 0.0563433048553454 0.00302871823831941 -0.377105222122727 0.239062606189028 0.0513925732497416 -0.0520713212091917 2.77555756156289e-17
"1745" "gene1745" 23.69478042 19.69197681 13.28845827 87.05650851 98.23886975 94.56251343 44.90504065 44.52730233 43.71813963 57.23130804 72.2569031 56.30573423 5.585878471 18.55880674 12.761491 80.74307399 98.87198073 64.33352159 20.61989595 26.18411396 32.94271498 30.16363485 22.32510759 21.68241177 -0.729811909487584 -0.864233596107151 -1.07927581309128 1.39799429507116 1.77351905339676 1.65006008181136 -0.0175314102310868 -0.0302165746864174 -0.0573897826379416 0.396407871763205 0.900995662526146 0.365325359416041 -1.33794295462096 -0.902287581982369 -1.09697236683919 1.18597726919949 1.79478011290424 0.634913583544388 -0.833072323159918 -0.646215399239245 -0.419248843591234 -0.512575590222584 -0.775808103621524 -0.797391040114315 -3.48222148680481 -3.31864162498199 -0.287161136245282 -0.955844280317864 -0.550854555659112 0.303158446384074 -0.93832659589421 -0.931153154045124 1.22893891386088 0.245429309056675 -0.45864957171163 -0.591260391607181 -0.387583492485241 0.508747173905398 0.515116625713017 0.0196060987828251 0.134735837066892 -0.408205571700005 -0.0816064255032231 0.301035311249513 -0.0540793947245297 -0.170492838827471 0.00469890576477139 -1.85962356624714e-15
"1746" "gene1746" 25.18675682 9.177363022 8.841079644 281.0882918 272.6147886 322.463309 48.4338814 28.60305077 37.04677889 120.4181438 122.4802653 278.3098104 3.894384719 3.372007463 11.49749555 62.30981536 80.03387062 79.42579998 12.72687342 16.81219185 28.26253753 10.25813843 19.7223246 10.44761562 -0.527041112053993 -0.68414843750641 -0.687448536359515 1.98423484549654 1.90108057733613 2.39026635267652 -0.298906704636317 -0.493515495018398 -0.41065342300501 0.40750698491524 0.42774350340624 1.95696836763478 -0.735992661096636 -0.741118982218025 -0.661379941661504 -0.162735972620074 0.0111980909181294 0.0052308223792997 -0.649315508019412 -0.609224455212718 -0.496857103394864 -0.673542306137036 -0.580666023904651 -0.67168288191831 -2.74212698565719 -3.78830311438334 -0.0896669327392783 0.0973226249829262 -0.704441981174049 0.111202559963785 0.671752441946199 -0.97954401605973 0.47585086009648 -0.711477668054517 -0.281368943748394 -0.190634434664546 -0.0637716259101693 -0.422804427330141 0.198850163506553 0.0647215782881788 -0.0730189638169735 -0.173978893439572 0.239310384858031 0.370113842503895 -0.140447954873286 0.32153004871639 0.229642316452921 -1.2490009027033e-15
"1747" "gene1747" 44.36648936 27.80966786 20.09842983 196.5827817 171.3087817 178.2654237 65.32300108 64.80748412 81.064055 80.25010235 84.03343424 99.2220241 15.32501793 20.13339365 15.85672988 141.9592991 117.8227494 121.5981955 32.48561172 28.13415867 47.62968491 35.97117605 36.51597699 38.70442941 -0.531277106849596 -0.832659801420613 -0.973026942297254 2.23950569968359 1.77944479834525 1.90607607906093 -0.149807150736177 -0.159191070862504 0.136726182113807 0.121909857440003 0.190777590263279 0.467254457441006 -1.05991703413761 -0.972390498262142 -1.05023831771087 1.24519816469922 0.805842193733826 0.874566382058598 -0.747543913676724 -0.826753117297617 -0.471877380412299 -0.684096423476022 -0.674179449055417 -0.634343198644669 -3.15565222799748 -3.45025045330533 0.0260037176235436 -0.274391447373706 -1.05330112155018 0.549862381991769 -1.00289426666504 -1.06063338173465 1.00572817512175 -0.482860435928679 0.110989660519158 -0.83523626767152 -0.0967674270124712 0.216809965904357 -0.0721873827961771 0.139371882379167 -0.0435443735056455 -0.347400151865164 -0.0642652804338247 -0.124496630988431 0.0424325235558712 0.191740541720304 -0.0100906007161131 -2.4980018054066e-15
"1748" "gene1748" 12.67270952 9.12058846 2.687923607 70.90760799 59.97851394 52.89933654 33.1488371 24.35542365 16.67958027 62.07827463 14.6010369 76.77304555 18.12885926 7.98538672 13.3387721 80.03531335 94.42805802 78.27667702 14.89395141 10.32549268 22.32280878 21.46945951 35.81042639 23.0969774 -0.817489933818618 -0.943772850021777 -1.17246316290047 1.2528428840574 0.864298168159508 0.612623421918877 -0.0895347037819616 -0.402152960617524 -0.675040024423035 0.938947623733514 -0.74893517433055 1.46136746623601 -0.623516111201121 -0.984130873800984 -0.79381046919581 1.57734569002427 2.08902807313963 1.51482368682057 -0.738521650158314 -0.900936804719005 -0.474415287538754 -0.504753058277749 0.00508855133769858 -0.446892500641796 -3.1429567869349 -2.40408505310273 -2.12860113806068 -0.800704943331139 -1.31923962660352 0.695134202249016 -1.36136296593568 -0.171832181975565 0.845288892385975 -0.555744056044028 0.174987893794535 0.178544024562367 -0.507477628258146 -0.757898666930515 -0.649073522849999 0.54809261670043 0.0368221145292684 0.129489080717649 -0.258765872685854 -0.329520789493856 0.274200998427896 -0.0632602661660921 0.0122925586000553 -1.45716771982052e-15
"1749" "gene1749" 85.32150877 81.03926032 62.46920324 428.4455619 205.5986772 314.627644 208.7192053 196.4788151 161.1261066 481.6362943 229.8050082 382.548808 131.6702636 150.6835339 127.7283011 321.4649899 396.7474083 162.383386 219.109907 287.4518053 198.9240897 265.8817948 154.8390511 268.4138551 -1.28695722565359 -1.32501493410181 -1.4900529571099 1.76249572600634 -0.218015649158512 0.750959570129673 -0.190282520167764 -0.299066773805376 -0.613257575356829 2.23521873810215 -0.00288626127837876 1.35459662836151 -0.875041051509548 -0.70606405118519 -0.91007453013427 0.811725244952171 1.48078412002614 -0.602083732128944 -0.0979370384685314 0.509439219744468 -0.277334838143716 0.31773965340238 -0.669132643795884 0.34024288127341 -1.88389615810267 -3.31097349837298 -2.5219793167698 -1.89427437836613 0.586858908197026 -0.224997786496811 0.038567050507535 -1.01830743805132 -0.647022845513042 0.0173678040337132 0.595818487121204 -0.0909711963044606 0.192495334954678 -0.278442777933902 0.0292673481118561 -0.509916718882856 0.687255349408487 -0.602873586286679 -0.704897286044945 -0.364258760893698 0.366707525873622 -0.342770935022507 -0.490615860566884 1.45022882591661e-15
