"gene" "PI1" "PI2" "PI3" "PI4" "PI5" "PI6" "PI7" "PI8" "PI9" "PI10" "PI11" "PI12" "salinas1" "salinas2" "salinas3" "salinas4" "salinas5" "salinas6" "salinas7" "salinas8" "salinas9" "salinas10" "salinas11" "salinas12" "PI1" "PI2" "PI3" "PI4" "PI5" "PI6" "PI7" "PI8" "PI9" "PI10" "PI11" "PI12" "salinas1" "salinas2" "salinas3" "salinas4" "salinas5" "salinas6" "salinas7" "salinas8" "salinas9" "salinas10" "salinas11" "salinas12" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24"
"155" "gene155" 38.16591415 51.62209721 36.43584959 54.30924933 43.47102814 51.01511533 57.83477785 49.52053185 46.79529449 44.9919606 57.08780588 61.94364573 45.04683584 24.64165525 35.17516578 14.78849992 47.78358401 30.04547462 29.11581957 38.21810967 31.1882856 33.00778704 27.42747878 33.06921989 -0.233671371740577 0.897393471354123 -0.379092639523189 1.12326311636618 0.212252104177032 0.846373366930579 1.41960282462663 0.720745555406281 0.491674640330293 0.34009468974212 1.35681579725959 1.76497535584642 0.344707249963962 -1.370458356764 -0.485059920838525 -2.19866926453937 0.574745710773276 -0.916238160695918 -0.994380687337529 -0.229284056453931 -0.820178727198541 -0.667239806735893 -1.1362948469634 -0.662076043985617 -3.19842565019959 -0.847860075384703 2.59914790862202 -2.14229051633159 0.564012964282049 0.244383822583246 0.895718418148084 -1.03415338538687 -1.18183444799582 -0.353437237223762 -0.762733422246097 1.05285321679493 -0.44575360119401 0.287174167456989 0.909764570721046 -1.47311037451796 0.386196037132814 0.39072266370256 0.121684837825181 0.149733455539021 0.0809589479086889 0.711684766767928 0.37676469188073 -8.32667268468867e-17
"156" "gene156" 29.63693056 50.47545647 45.45563906 37.275621 43.38518814 30.60924743 48.90538732 47.52206168 32.11610246 45.02064765 32.96375677 24.11663932 44.97516501 54.48972087 35.37011069 39.44512556 56.72708634 58.02474565 67.50549407 57.60242711 39.51281912 53.21398248 50.47927369 57.94948103 -1.40659078581159 0.487046517109228 0.030885964175598 -0.71244815666779 -0.157259930256277 -1.31823446429234 0.344371285499951 0.218665799166401 -1.18130362248397 -0.00864254969259481 -1.10427562979724 -1.90823036723874 -0.0127756454840775 0.851830515961049 -0.885605577672539 -0.515301065677954 1.05514425957983 1.17306508020367 2.03459909394619 1.13468817463401 -0.509149620468387 0.735901691892314 0.487393395300933 1.16622563807433 1.86092434486709 0.50614109748467 -2.08306064226726 -3.11319811875367 -1.19939854800526 0.696998698837168 0.685725760752311 1.26512921794081 1.25773095099686 0.559064824229127 -0.443922870725903 -0.259994281981079 0.669397046232437 -0.404817386256277 -0.9523678115636 -0.762340507133645 0.0114357671674987 0.354563935911574 -0.308188503832062 -0.728602497340925 -0.0888762638571601 -0.201552175585972 -0.661571926434361 4.88498130835069e-15
"157" "gene157" 262.1024865 155.2707567 178.7093737 163.7208756 113.989302 166.5476072 192.9487931 190.4256411 237.2065354 104.7131885 125.7046665 73.61683094 404.7987708 262.6423413 385.8702025 369.790783 316.397685 333.2273856 293.0446611 362.412581 395.3840694 355.8007555 294.8771967 290.0237693 0.10646358459218 -0.938458371466115 -0.709205081560655 -0.855807694682698 -1.34223259167963 -0.828159411553206 -0.569929212860994 -0.594608181629993 -0.137043901152413 -1.43296232788426 -1.22764452302069 -1.73711603604488 1.50217701909473 0.111743908468424 1.31703654958771 1.1597636260127 0.637525331204406 0.802136759885283 0.409109228056517 1.08759737652421 1.41009175359346 1.02292706137056 0.427033272600992 0.379561862544362 2.37956027864701 1.05486791838128 -3.04525599273613 1.29240920956195 -0.236847684367415 0.733146934577904 -2.03486342626556 -0.364398662359533 -0.983590724691737 0.523581295755556 -0.0271348912664562 -0.391621247435937 -0.0236655433995298 -0.00620753117235304 0.581974112975076 -0.212041330933654 0.505841176276581 0.393696651448296 -0.147985431763334 -0.188862395705426 -0.133708532756586 -0.137880491703767 0.357199686303378 -2.77555756156289e-16
"158" "gene158" 56.27143843 109.4731111 50.6773756 187.6841944 95.51792074 149.691655 70.90057854 97.17824993 89.0642142 203.4480864 116.7093379 226.3165507 67.0826702 68.41526755 60.19146112 104.9547603 143.4715152 110.7747701 77.66410379 73.68527915 84.06206989 68.30016228 77.76314373 81.53330609 -0.988439238313172 0.138098373274324 -1.10689269782502 1.79420658488956 -0.157400734712712 0.989720138395659 -0.678669343270166 -0.122243507763223 -0.294057023633452 2.12800468468158 0.29132441386786 2.61224106034958 -0.759512992102074 -0.731295438770836 -0.905433333105016 0.0424229581399291 0.858009590919138 0.165660811584431 -0.535452688630223 -0.619703716500604 -0.399976695346725 -0.733732775971702 -0.533355532434563 -0.453522897722563 -3.40097073210135 -2.64972572904132 -1.43753571936578 -0.887950935096399 0.249759611299963 0.4500277341013 1.08143453526717 -0.212232827856511 -0.415703587447018 -0.711904935616532 1.00726180808077 -0.201628194132274 -0.793280789495309 0.210949536014957 0.0357764093916784 -0.0477713434218811 -0.415990779888652 -0.109087927845836 -0.016674772185879 -0.422659721586497 0.0605845110277159 0.0558081493752599 -0.292948255519962 -1.49880108324396e-15
"159" "gene159" 64.94678162 49.30952897 33.95739406 137.0771297 81.04769895 144.9834463 47.69174475 46.62522439 60.89246718 182.8166338 141.6898697 172.6380765 17.51794299 9.435712705 19.78585852 24.91026382 13.88828695 16.94637561 30.30939935 21.65981949 30.50357785 13.86000956 24.23499854 23.45102338 0.113564395752928 -0.173355228653144 -0.455043379429973 1.43704575418662 0.408991556541101 1.58211454856384 -0.20303909008084 -0.222608104405913 0.0391739384017823 2.27629556555883 1.52168246486117 2.08953463620135 -0.756682115595459 -0.90497865653135 -0.715069340857034 -0.621044355977066 -0.823280742031289 -0.767169501178013 -0.521978492359068 -0.680685028618909 -0.51841561443321 -0.823799588806971 -0.633434439123293 -0.647819181986093 -3.32965550135652 -3.24472661865323 0.702918001278563 0.142218692298116 1.42367471781472 0.0864240747030478 1.54666419600307 -0.217935748476105 -0.534339235954456 -0.0558184152502845 0.108726782740964 0.248038002589949 -0.290385852010386 0.176889717936736 0.164369144617954 -0.612875401742145 0.00571665636437262 0.0556773107340887 0.201591729857159 -0.13494114102824 -0.222459056546367 -0.307210924245272 -0.384736864385429 2.77555756156289e-16
"160" "gene160" 66.87373341 153.9463476 100.8207827 153.7651797 125.6033798 117.6929868 106.2677843 124.4275742 74.11663291 160.6985733 118.9467908 138.737899 107.0881028 124.337072 120.010326 124.9020474 174.8880363 101.3104046 155.1376886 150.1167356 128.4228174 158.9673233 91.68318089 114.6027943 -2.10086234398167 1.06125155213946 -0.868047212716822 1.05467229022744 0.0319532685008559 -0.255319186355013 -0.670234851025582 -0.0107470829412633 -1.83783046684998 1.30646420498489 -0.209786258599324 0.508944180827911 -0.640444307210795 -0.0140337450785115 -0.171163099455445 0.00648380317619279 1.82176627266933 -0.850266189047809 1.10451608446301 0.922176029547161 0.13434347347107 1.24359243142456 -1.19988676903901 -0.367542079130656 -0.457057646515633 -1.43460392599745 -3.31170887497306 -2.97323497156692 -0.871258027889206 -1.61774379623804 2.30541208141974 -0.262899353434447 -0.68899657996651 0.262792457190005 -0.0139876096665682 -1.33433261551067 -0.412074622434097 0.557497859131968 0.500090627734461 -0.348127867002587 0.306844802243457 0.204672612880534 0.501391399345387 -0.556146202988808 -0.151618451599988 -0.683371490173268 0.453396643037857 6.52256026967279e-16
"161" "gene161" 680.4515732 500.448282 544.7895221 1058.712697 1016.831877 826.2206859 503.3130449 531.8136868 598.0936693 1185.608165 1366.831252 1294.924746 17.66557914 20.79013104 60.25391806 20.7880814 0 28.07451146 69.34071533 92.09725585 107.4868329 34.53867232 135.6491975 70.43466999 0.501475460516194 0.112230302103388 0.208115287938274 1.31944001034959 1.228875519519 0.816691482325276 0.118425161549523 0.180055906172442 0.323381964911809 1.59384302939576 1.98572591518697 1.83023287318597 -0.931755218388602 -0.924998582489466 -0.839660764898666 -0.925003014699795 -0.969955859637784 -0.909246593780706 -0.820011169498234 -0.770801662490982 -0.737522724551578 -0.895268275377844 -0.676623482115914 -0.817645565224616 -3.54921991302096 -2.84163609592327 2.22180161652068 -0.00814171187140883 1.52949111213149 -0.095741729567991 1.56875829457565 0.114271357118459 -0.0565171594345692 0.107622897296083 -0.606922581585101 0.226295042586626 -0.0645089298183596 0.476957719995882 0.501190273317638 -0.243716943084682 0.0607551393532486 0.166559892003352 0.0217194343463633 -0.193335583031037 0.0929247971351278 -0.103071394013244 -0.088857283287665 -5.82867087928207e-16
"162" "gene162" 71.10963881 112.2664575 82.15929928 139.0271849 223.1189278 90.80411837 143.6075911 146.6583551 115.5537991 183.0182125 165.943451 152.8000634 52.74630707 67.07655908 51.29060085 340.1912547 300.4102934 81.65060972 107.9563185 92.0771081 120.6837444 179.6569461 119.9175155 157.1347998 -0.927636685695097 -0.351438871141244 -0.772940807417142 0.0232128423425754 1.20050205038278 -0.651912845941546 0.0873387909997823 0.130049661408886 -0.305415900807238 0.639089743665295 0.400042106518386 0.216033928724161 -1.18472437986827 -0.984100032482201 -1.20510435016953 2.83952131988974 2.28258558745227 -0.780062490338412 -0.411781063547548 -0.634090916946006 -0.233596373333434 0.592031821905082 -0.244323621737968 0.276720486136673 -2.32833254757441 -2.08523880228037 -1.21834641224562 -2.11633541115578 0.576945354059509 -1.57943960132731 -1.72818917637195 0.449210098665558 0.875680099395543 0.460994200857391 -0.214557091701762 -0.0742266769113575 0.218479493695221 0.756450183851726 0.267484345016861 0.752795031561217 0.0745960130625086 0.0405447178337539 -0.0316451057539832 -0.165171504040916 -0.0912695577272994 -0.132397503272453 -0.0343563569478741 7.28583859910259e-16
"163" "gene163" 599.8099832 651.9257767 1021.726075 454.3682201 500.4302616 395.4151361 744.1871507 586.7842551 772.9856046 387.219858 445.7119401 279.9753524 719.2495406 792.1701191 722.3994975 703.884642 536.1879528 510.0844239 616.1509529 637.6261364 882.9465417 644.0456446 768.6139336 689.635695 -0.163492289107961 0.142590976613768 2.31447929236077 -1.01769188643298 -0.747163143775928 -1.36393150523659 0.684454790965819 -0.239994192417776 0.85359209513924 -1.41206350737805 -1.0685314165152 -2.04192532661256 0.537992756598 0.966265403076993 0.556492889284931 0.447752581305049 -0.537153276092246 -0.69046291288351 -0.0675195132001008 0.0586072107008484 1.49940789240595 0.0963098705324293 0.827916666512388 0.364066544156717 2.04139392404579 2.53915587398995 0.864039079893065 0.872750872256896 1.3562934576028 -1.04334493408834 -1.55854564544996 1.15133248765315 0.44246893316111 -0.819977190574796 -0.137213076807564 -0.98303012435319 -0.417147489478764 -1.37511327112655 0.506336913078251 -0.193335585568409 0.384247611294697 -0.503344006774348 -0.104027153757072 -0.113831672231561 0.037794821226307 0.201018537291406 -0.112819034958025 1.92901250528621e-15
"164" "gene164" 325.3181456 262.1396182 298.1677196 1104.428404 690.7955517 512.8200506 363.6169338 331.2654637 282.4304866 1335.969771 709.5476021 808.8509783 248.03094 590.7221238 296.6110822 1552.935485 1016.701708 191.9964708 544.9524725 480.0647672 572.9079139 716.9176039 444.0735678 524.8282415 -0.750596823644418 -0.928470698501236 -0.827036583723936 1.4429231317179 0.278374332711245 -0.222700847623536 -0.642769779555153 -0.733852645535368 -0.871343450762983 2.09480854014441 0.331169166706668 0.610749540576831 -0.968192505321031 -0.00337405749858194 -0.831419166501341 2.70565741314705 1.19593593546511 -1.1259528801244 -0.13223469358198 -0.314920616272199 -0.0535284797813918 0.351918792122403 -0.416250836546095 -0.188892787617956 -2.17997237454123 -2.97152571831987 -2.63902487139035 -0.444570447464053 0.863231613263985 -1.9507936294145 -0.107155726484898 -0.100003471412996 0.279083722207882 0.504150963424747 0.399275905022569 -0.482698488567993 0.111025448561053 0.116351492802618 -0.223619931170784 0.0410884558871723 0.215791260862648 -0.360821178820578 -0.511813999026607 -0.83110478116276 0.15756230989744 -0.516624163053147 -0.248999958675523 1.51267887105178e-15
"165" "gene165" 138.7117634 229.1831341 124.0652294 324.2524043 213.5102981 253.6751301 265.129691 287.9645918 207.0369412 331.2243789 198.089968 420.9614989 124.1542794 112.3504975 148.7983322 178.8875809 291.945572 189.7563671 264.7821449 236.9496176 227.2006328 272.9905499 190.3399102 214.8280627 -1.18967477033321 0.030114879891927 -1.38714818591915 1.31189618758264 -0.181195758982653 0.360330759269065 0.514768066072172 0.822641987338601 -0.268473465595685 1.40589655911357 -0.389101960839669 2.61578659802962 -1.38594756004699 -1.54509327524653 -1.05368155907391 -0.648000138936983 0.876315966279557 -0.501460600354865 0.510082239688908 0.134827300170802 0.00338560024702522 0.620752912481713 -0.493592919912611 -0.163428860923341 -1.49404329189874 -2.39850292524947 -0.624587639775551 -3.51660628801618 0.727119830164197 0.497523325866307 0.230286857892673 -0.60107803046124 -1.21434062819347 -0.236094884397606 0.701403989951547 -0.331366553037042 -0.704980853913988 -0.421501784995132 -0.336284154178042 0.199886612753896 0.177358460057064 0.138059368251646 0.425440261803444 -0.48244641125053 0.219239655712653 -0.102483268170787 0.578551498657097 -1.26981758441502e-15
"166" "gene166" 479.3531744 870.1942117 719.3078194 910.0701787 962.2292561 736.9136243 725.6957632 875.71655 618.1806661 976.5370082 851.1268693 944.5015097 741.644571 1124.15688 891.3672556 636.2240107 887.8261964 595.9326064 969.9249961 1019.909939 891.6079435 880.7914719 859.0734133 787.5405078 -2.34049524696948 0.257229086625779 -0.745637080125412 0.522264637951551 0.8689398630402 -0.628620125822951 -0.703179621805441 0.293933299364944 -1.41777854390161 0.964036314646149 0.130498025651101 0.751112424751682 -0.597175896096125 1.94519155808269 0.397955689275472 -1.29785348267809 0.374420044927356 -1.56565023735842 0.920089586726143 1.25231443031398 0.399555421020509 0.327663759712194 0.183314717724663 -0.292128625056886 0.923477228388871 -1.00299078283082 -2.76437252887064 -2.04588484105977 0.929756573382936 -1.22940310189797 3.16455261829799 -1.28993207800075 0.756407174919672 0.0259359798589469 -0.580001680729479 -0.873982254942865 -0.235050996577005 -0.286530409435248 0.878493294206326 0.332951649039924 -0.825746072504515 0.222797625478613 -0.171376690483133 0.134482147314762 0.37085393350544 -0.478662961675893 0.134421782806523 3.98292510084275e-15
"167" "gene167" 20.88570009 12.59297197 12.82637172 76.46868923 40.71788762 57.34628005 19.33978874 12.26253521 24.44976851 68.48688785 66.54145276 99.59516904 11.45363261 11.11158181 12.13187361 121.3928531 26.94985883 25.58799984 6.784998662 19.08092881 31.78156149 12.17363582 16.50861553 21.82480504 -0.440968955603762 -0.709328519785217 -0.701775510174423 1.3577427018469 0.200817091798415 0.7389256709029 -0.490995929857099 -0.720021727571599 -0.325632743676428 1.09944498501307 1.03648909096457 2.10613478139609 -0.746198487023981 -0.757267534783371 -0.724250045384972 2.81152592769435 -0.244727746071191 -0.288798633208029 -0.897279356127408 -0.499372852022352 -0.0883698381150848 -0.722898585610495 -0.582615044551747 -0.410578740049144 -3.35192997342896 -3.01150071471178 -1.40090066958376 0.676572510161265 1.16087691253565 -0.727744838525686 -0.279426786813859 -0.0783545674517385 0.03533338407233 0.0397210614141766 0.220953917076109 -0.847387664590875 0.103982694492913 0.34998325138387 -0.225320700313335 -0.289112208408535 0.31368411314791 0.303807812726666 -0.215327308452845 0.223282188411353 -0.0196883506180796 0.561668099508261 -0.000163718658815648 -9.29811783123569e-16
"168" "gene168" 244.8638646 288.3073488 263.0617936 490.696556 428.5379247 420.4600994 300.2311298 347.0322359 240.2176884 535.5302004 438.8523334 605.3292533 220.5602916 284.2186245 244.3441667 363.3151298 359.1231486 319.9866245 353.066947 332.5867936 312.2759133 340.0825382 301.9611629 340.1019972 -1.08154385861996 -0.630118785762792 -0.892447574655824 1.47292530216429 0.827029486485125 0.743092091919982 -0.506217726587205 -0.0199033086706883 -1.12982268496677 1.93879565217002 0.934207416262591 2.66408376202065 -1.33408442745892 -0.672605080290254 -1.08694408529817 0.149293676803442 0.105734430728379 -0.300936640171101 0.0428039061891515 -0.1700071726405 -0.381059319770556 -0.092118229925963 -0.488240800182835 -0.0919160297421033 -2.47028482592762 -3.80350001441597 -1.62369939551318 -1.39717762312944 0.81112024010268 -0.0976599632762799 1.6298880812537 -0.131397445848282 0.256147480522323 0.0253271157540649 -0.180086452783006 -0.296342947998268 -0.236475710080233 0.0669329997322812 -0.2292653882177 0.291545093375521 0.45289231885231 0.205485682878736 0.0633251162365996 -0.133583149929831 0.0652850474991997 0.0190022297169936 -0.0887847108315494 2.22044604925031e-16
"169" "gene169" 49.13822118 64.2861016 31.05659184 49.58299337 90.55106915 33.04513421 81.2574052 59.72229755 66.67099363 71.68462766 71.26759552 36.87075343 59.69205347 40.66439378 52.02702057 128.6720788 139.2368493 62.07240522 39.0932545 65.23239787 79.48630677 84.33711966 62.19797475 78.97124123 -0.654455269806412 -0.0845705082273371 -1.33471182977912 -0.637722308730188 0.90355485024535 -1.25990004337756 0.553914021463193 -0.25626729423404 0.00515251494321338 0.193772543264726 0.178083202242406 -1.11597481841978 -0.257405119450644 -0.973252683940688 -0.545774536530599 2.33772134042047 2.73518300176161 -0.16785290805795 -1.03236117365441 -0.0489694994221646 0.487282784713992 0.669777250648147 -0.163128804111951 0.467905288039741 -1.51064580036412 -0.777635345952922 -1.47927948025739 -1.76363331887318 0.297032482424872 -1.09174022418618 -2.94582892142542 0.0931933362644399 -0.0402130497586948 0.245702072691924 -1.24495574154329 0.0385772291459694 -0.345407676009292 0.811132109346533 0.866472403095835 0.00851109417643853 -0.239041241427904 0.470116897472174 -0.583863378975546 -0.00164599581237558 -0.0859954640483538 -0.33957575249565 -0.232367045239544 -3.19189119579733e-16
"170" "gene170" 39.20113757 48.11305105 51.19084053 42.65259436 27.2136789 39.47250528 46.96721339 65.59608149 34.13752148 33.45339111 43.92245336 29.73291803 31.54888293 40.04776326 38.41106345 32.56764786 55.73366621 44.14306856 58.07985553 46.85892566 33.94825144 35.14042767 34.81374442 37.6463118 -0.217747622628155 0.718100909460954 1.0413025174435 0.144693145871147 -1.47656208766696 -0.189251040650579 0.597775404222384 2.55401060612278 -0.749482776422454 -0.821323958897902 0.278042250278088 -1.21201438451849 -1.02131817883783 -0.128842651659402 -0.300714059309 -0.914336702141043 1.51834897370742 0.30120926278779 1.76472455130393 0.586404006442189 -0.769358203792789 -0.64416664113446 -0.678471960711081 -0.381021359270043 -0.263922688530773 1.17347317051365 1.27497587721529 -3.3563700998639 -0.566442298776715 0.918427731343084 1.74849917174213 0.186121608711697 0.994307700274712 2.53716962440761 1.29600929573712 -0.644554919630383 -0.528763003723718 0.524882395689211 -0.265650933939573 -0.115948445092638 1.94833764723356 0.519545876180161 0.641696839481545 -0.118813404769436 0.86232570499876 0.19501486724335 -0.141953795819792 2.31759056390501e-15
"171" "gene171" 46.34566696 56.13983478 35.54267385 47.35100743 57.20850957 39.24787606 58.61705975 60.68069956 48.34145784 45.46533991 36.43549557 63.44264747 53.19775366 56.9273152 43.41891246 65.86668173 91.85902299 74.85775309 83.40952784 67.20026763 57.65031819 64.68476181 79.57107648 81.10199672 -0.826239503255767 -0.183710007226505 -1.53495124335906 -0.760285874790483 -0.113601439877301 -1.29187783963237 -0.0211959334656973 0.114185598837393 -0.695309083043079 -0.88399184180794 -1.47637921352064 0.295378430253608 -0.376720167359825 -0.132048711780629 -1.01824418690498 0.454403019178353 2.15958576030974 1.04424675637745 1.60527119676459 0.541890623228692 -0.0846173469796578 0.376865200294569 1.35345621225541 1.45388959550412 1.41797770336907 -0.655722916601606 -2.84940259250003 -2.7003558531313 -0.772833039120556 1.25984700324271 -1.39722013564255 1.01926846226316 0.792150210534068 0.723580527840257 0.362516709183953 0.600879400597806 0.0733223985552735 -0.484657772748591 -0.607794507351364 0.451363461510869 -1.17764636920584 0.659670253375235 0.0759092885703126 -0.425231980205975 0.430846781471018 0.761172587390963 -0.208122519043404 1.11022302462516e-16
"172" "gene172" 40.93696459 67.34488425 50.21288857 89.73176753 58.59450178 64.02181377 43.65802778 65.78720968 52.90120301 80.40358619 52.16342724 111.0065588 78.86740433 59.32003434 80.33422547 107.9392594 103.0244214 96.47135139 44.09228151 86.59815779 65.00366959 58.22762138 54.72601478 57.43085925 -1.37577950218623 -0.105283458429805 -0.929510925543061 0.971758845752849 -0.526268013541504 -0.265157767058468 -1.24486801569975 -0.180223832534419 -0.800174995096154 0.522976145695495 -0.83566969551302 1.99529793888408 0.449069794845123 -0.491362339070951 0.51963917248872 1.84772888373358 1.61127397493734 1.29600303995435 -1.22397588738919 0.820999572451327 -0.21792027349934 -0.543918782808187 -0.712382538733268 -0.582251341639516 -2.46547275766136 -0.452224502499673 -3.75245310312862 -0.0909259300753167 -1.26668001456143 0.680909924463963 0.260080074137468 -0.480283692094046 -0.710381531321931 -0.662680923671828 0.792214376461274 -1.06815024946629 0.281508012894306 0.325633176872579 0.624234452137272 0.549156473375785 0.427088763415835 0.620433301634504 -1.00628865818135 0.399684850723746 0.575562082627384 0.297972757549186 0.357712931229248 -6.66133814775094e-16
"173" "gene173" 660.3208839 753.3985068 554.7492944 482.0128336 460.6958867 479.9472155 595.0368866 760.6593431 645.3115333 434.7544474 429.9465585 422.1106266 683.8645097 689.3481841 888.9522995 269.8286986 589.3655011 776.6576896 923.3453372 956.3986154 587.4740634 599.4363276 440.673476 610.5926856 0.278302728910361 0.817580549968097 -0.333363265313927 -0.754787436554504 -0.878294637508553 -0.766755318773652 -0.0999429838288629 0.8596487491434 0.191340797192832 -1.02859545552402 -1.05645164446715 -1.10185186150459 0.414710974261271 0.446482563282181 1.60295894367617 -1.98415056832203 -0.132802142878341 0.952340775134608 1.80222705831571 1.99373280686347 -0.143760849920294 -0.0744532809074523 -0.994301489404844 -0.00981501183988222 1.79749351775136 1.98082882397911 -0.275997945482088 -1.14281136401349 -1.21264712231493 2.13593299453777 1.32363406570808 -0.597514219294845 -1.76363517276579 1.56947807316341 -0.0920101356353951 -1.14547216397189 1.06522215228973 0.260563566943102 0.223505793864926 -0.373774910179571 -0.188006917011139 0.254458516394139 0.49571793763064 0.0672299837916969 0.718483396510245 -0.432949762862094 -0.11158895846102 -1.62196645003831e-15
"174" "gene174" 127.3979928 184.7174423 173.5807571 265.196066 255.652467 187.5210206 209.7353326 231.6737006 201.1048358 282.5277575 173.198184 349.040009 216.5774837 200.0347378 276.1938025 236.626481 239.2233738 223.1806611 226.2641267 301.8677351 276.773483 272.2551578 213.9119287 313.2495822 -2.10433780135742 -0.982275337800296 -1.20028260305451 0.593141794782409 0.406320143518271 -0.92739361786903 -0.492535190818947 -0.0630785324031525 -0.66148232107933 0.932420008926845 -1.20777170001586 2.23443706292562 -0.358595995898798 -0.682430128649037 0.808429056233553 0.0338751024547937 0.084710830260619 -0.229334853906345 -0.168974172887773 1.31101162312223 0.819776648291395 0.731327733493909 -0.410775827284775 1.53381807901564 0.57914611141504 -1.52995718543009 -3.47785263672109 -1.72540757064855 0.71107369761818 0.238785104553542 0.0291526331694262 -1.00839915696218 -1.5966878507413 -1.57664443967762 -0.545633240304731 -0.993754977583323 0.623730527837371 -0.551429101611442 0.399458818992561 1.18412094817519 0.59191854930172 0.168127543369703 -0.129523779173495 0.321140434562878 0.864745177752027 0.115051640195562 -0.439922839730859 1.0547118733939e-15
"175" "gene175" 67.12935555 177.6569383 109.6234707 87.08066764 73.71229422 37.76684775 161.9243235 122.2856625 98.95765009 77.62108417 57.1895494 33.18867015 97.17452533 169.8073407 151.8739037 176.610306 101.7242826 70.07140252 104.8575043 101.0281736 157.9504222 131.2328544 89.73080238 113.6759019 -0.947888441641409 1.67466880211493 0.0603960673550444 -0.474491152546412 -0.791690929086904 -1.64459107106485 1.30137118824879 0.360839829904643 -0.192678544478545 -0.698944619589834 -1.18373645325656 -1.75322036096111 -0.234987863469413 1.48841647908155 1.06289857721828 1.64983470141698 -0.127032920559277 -0.878080648865402 -0.0526890051203991 -0.143549935181077 1.20707994093308 0.573135460957183 -0.411609744246389 0.156550642837102 0.795439704614292 2.64456248141871 -0.212099898696911 -1.47135850105468 0.529794256073517 -2.36500617390197 -1.0046271812371 -0.443649896045541 -0.567921958527121 -0.453897434467343 -0.617839287363614 -1.54507947108108 -1.20044029212231 -0.00177557346055896 -1.37131096587549 -0.339577979736063 -0.452884778216544 0.394693850054099 0.258138794678002 0.169984818612005 0.215176205951841 -0.164751372146692 0.0499754646649935 8.70831184940357e-16
"176" "gene176" 111.4787882 240.4314652 172.5219814 84.04838591 130.9332607 89.9922049 195.1327521 202.9128266 162.5783323 108.332769 89.65133015 71.09241659 158.0138306 117.4176043 159.8392625 137.2199133 213.1351487 91.34662535 141.1838436 142.4358754 109.2082177 137.9764569 114.6872882 132.6291836 -0.608569686516056 2.34025523712619 0.787335336276677 -1.23583432204034 -0.163694599631952 -1.09991406053751 1.30438706202658 1.48229789045703 0.559948972688174 -0.680511270382648 -1.1077090127791 -1.53210490850331 0.45557024484705 -0.472763828584097 0.497313302908044 -0.0199345916628249 1.71605680797046 -1.06894185528386 0.0707105716339453 0.0993414047653324 -0.660491950070824 -0.00263433334013809 -0.535199323157828 -0.124913088209001 -0.641871252973583 3.15101102513207 1.95045079490676 -3.23207633512519 -0.755358811045115 -1.16687570963074 -0.418567813510481 0.328555016294595 -0.582869479435742 -0.0434433832433575 0.481735898273431 0.149576904564306 0.504292664390138 0.196501774471102 0.445697159338456 -0.0273120134218628 -0.283821869005416 0.701196438686243 0.447249841168907 0.187464421710042 0.0134558364764389 -0.301680537721172 -0.00709665003132193 1.81105130891979e-15
"177" "gene177" 344.319877 303.5414742 331.7731453 533.9716259 395.3270638 573.3942492 429.7066477 438.026304 574.8425987 551.8960283 546.8760219 581.1002808 384.8652004 323.2152501 347.2318944 555.4415583 423.1553567 489.7124147 384.4955285 376.7063113 448.0796304 319.8854438 476.6638601 338.6657587 -0.976220673221766 -1.40868588716366 -1.10928191732012 1.03508380490488 -0.435276633303753 1.45317063638778 -0.0706725025469028 0.0175595441899175 1.46853074697014 1.22517659879667 1.17193816882644 1.53489503890746 -0.546227324916222 -1.20004054748796 -0.945337996573785 1.26277783584138 -0.140150590686014 0.56570374275818 -0.550147788356291 -0.632754395077971 0.1241775982056 -1.23535398045828 0.427320540640184 -1.0361840193159 -3.22995184496816 -2.41370141948297 -0.124612545026909 0.229513404852745 2.52111372387582 2.01238054973237 -1.48391640780109 -1.01281574873422 0.777737028466554 -0.418181286968997 1.19542899688506 -0.503476146166429 -0.210064677425254 -0.0851039297256773 0.60125596331071 -0.817583674700531 -0.291050498144561 -0.101465155994689 0.104823180825458 -0.0710688904779834 -0.318558964645397 0.0462722641854413 -0.0453546729619821 1.27675647831893e-15
