gene	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	salinas1	salinas2	salinas3	salinas4	salinas5	salinas6	salinas7	salinas8	salinas9	salinas10	salinas11	salinas12
gene1727	74.80520462	146.6469802	224.1461067	22.33483622	14.66178486	21.19471553	93.51428614	113.3195992	138.6305027	59.07531994	79.70667967	66.82183373	238.4197587	229.5278916	241.9165858	150.8773837	102.5542886	139.3082726	120.6739707	138.3241988	167.5275855	93.82667016	129.500254	87.43299697
gene1728	141.8214495	507.4390483	498.9700785	61.60357296	31.44150168	61.07828925	369.6513149	471.5833961	393.8106049	259.185765	142.8962899	350.7010609	795.8306417	526.6337456	753.0940253	545.3232291	609.7298225	335.4034559	118.7258879	157.5498984	190.4363837	87.5077267	133.2571209	89.33823187
gene1729	46.50784548	89.72656615	20.76214674	79.83730209	88.57399551	80.45154668	91.16346768	126.1175667	67.73963686	931.8083311	308.1278618	1573.381723	14.48317137	19.80112051	29.15072435	339.1405798	419.652163	138.8928737	42.35134661	40.19715159	60.71645378	31.96836469	67.54900395	49.2011865
gene1730	266.6654089	213.7842559	240.2848316	271.216536	357.6934472	269.5787099	351.6727055	341.0164122	391.8533355	158.1872313	277.0588657	115.1154768	115.4818838	104.4184562	142.5019246	156.8989664	160.6392266	135.9203444	143.7132665	139.7390679	165.3604871	95.09161895	162.223078	112.3400192
gene1731	100.128411	67.55257924	89.90726959	129.498685	173.1421886	167.4842116	135.5323004	126.1505767	155.3962	49.46966039	112.2088793	22.6002775	64.13980654	45.0529699	56.47262322	45.29258615	45.58748479	71.58188745	49.35532745	59.93395284	60.94822983	49.8232299	58.21126999	49.92840993
gene1732	1333.578914	1386.6324	1337.98093	1466.768886	2112.86753	1690.638358	2595.624694	2458.24001	2175.112301	1076.736647	1573.149274	609.1724561	1258.006422	1223.472619	1249.229801	1219.757213	2691.351877	2197.003021	1937.004193	1860.09743	1758.543774	2248.051518	2240.989682	2108.140446
gene1733	85.45691679	85.79544192	76.79387215	292.8414508	160.2041665	160.7542998	196.8523207	126.194923	143.4332576	115.1013851	114.776627	91.57049442	29.37384016	23.41506838	27.20683056	56.60449153	29.29981732	9.745692879	35.31387667	30.94630399	37.77552165	26.117568	50.53085193	33.44531167
gene1734	189.7595813	83.9082436	78.92561203	415.8573495	406.9797905	472.4501214	187.541187	218.8354337	247.8430314	210.6174418	270.1177489	232.0482035	86.59554044	97.73201203	131.0037256	297.4849502	471.3594965	692.7595532	323.1710797	384.2815254	292.9866038	388.2315162	366.6996733	372.3216107
gene1735	1347.138047	1347.500621	1447.882688	1567.734128	2154.819266	1654.662883	2680.317776	2539.862012	2281.823843	1063.649917	1642.820856	585.5882533	1297.529802	1315.816324	1148.630172	1302.404984	2639.476177	2181.440993	1941.762766	1934.014628	1751.579093	2267.006294	2358.984817	2231.29148
gene1736	48.89184906	68.50701514	53.73737298	38.66628864	66.43165108	23.72539208	120.185751	105.818371	99.56897268	40.72703508	39.74362644	53.02304195	18.91471898	10.18988338	13.79972819	26.72391504	70.46367103	48.4979604	14.40538122	24.42744666	22.32009555	3.865091871	14.09139875	8.387510872
gene1737	89.31189956	12.54921296	0	1173.562546	601.2264636	894.6745977	63.18749661	57.76850432	75.38002659	885.3969945	783.2508786	1363.798706	11.52887764	20.66181333	36.49966341	120.4101334	6.844396448	50.46970588	96.54300229	98.06650332	121.1114244	106.5398878	131.2505574	111.1398872
gene1738	176.3909866	144.2176632	100.4028007	688.9129527	441.8629056	446.6606764	271.3164665	307.941547	245.4893448	723.6046278	369.7808207	547.2055909	188.1363377	278.6582807	215.9860307	566.8410405	636.3600692	284.7585878	375.2005838	442.2319636	338.62995	471.2072195	312.7643601	421.2603475
gene1739	222.8519415	137.5675795	83.7136701	776.7763491	813.3141568	829.3653445	328.8749573	264.5355159	268.4273031	631.7096204	413.0503987	724.5962625	67.72349905	30.84225176	72.81614499	484.0537253	611.9921889	541.9075616	89.22141359	82.52249341	97.99593514	55.71841101	126.341693	72.29220836
gene1740	36.06373356	30.38643238	29.52596044	55.91736411	50.40128327	72.84149524	51.95507259	77.630074	66.48751578	16.46634756	76.65702838	1.908872515	18.17242843	33.80410652	23.54962516	25.75401237	64.73284899	32.18210995	37.29651387	24.30309961	32.93797429	26.99227147	33.82213823	24.10329088
gene1741	336.1223322	263.0458416	296.2585629	903.970406	1197.159551	627.5692606	679.4466345	548.3181619	527.9310314	807.3731714	683.9239309	1141.360776	87.04710592	107.8019107	131.6956412	882.1452245	780.237002	380.422272	290.8352148	275.5901104	315.3264587	312.8947262	385.6045113	475.7457122
gene1742	26.85698335	5.485398251	8.362847339	86.20650808	84.93809248	100.4160371	39.03333578	30.41434705	27.27536394	49.15107161	67.65829223	61.26462278	16.11715989	14.31109023	18.27318233	44.22010878	45.90726448	96.94129354	27.98631966	22.57418254	29.91553431	34.22586811	32.41411972	35.58950985
gene1743	43.70090623	21.45062398	9.557729689	256.384631	346.016383	234.2703911	70.2170063	42.68271539	62.43921022	72.9349752	94.98803201	77.23089471	0.380693901	2.181569183	5.695807386	179.8125174	126.849061	107.1312662	11.92258624	11.91931668	21.99523421	5.742605106	18.45056821	8.191972122
gene1744	401.5697382	47.43883612	0	7207.629957	3185.916028	4969.86875	292.1037193	246.5380947	411.7431531	5178.841366	4436.305898	5678.097443	13.29978332	40.7432154	117.1412564	1143.50886	94.01930434	180.5969171	240.0099038	264.3776587	380.6374912	208.4286975	432.5755104	245.7650398
gene1745	23.69478042	19.69197681	13.28845827	87.05650851	98.23886975	94.56251343	44.90504065	44.52730233	43.71813963	57.23130804	72.2569031	56.30573423	5.585878471	18.55880674	12.761491	80.74307399	98.87198073	64.33352159	20.61989595	26.18411396	32.94271498	30.16363485	22.32510759	21.68241177
gene1746	25.18675682	9.177363022	8.841079644	281.0882918	272.6147886	322.463309	48.4338814	28.60305077	37.04677889	120.4181438	122.4802653	278.3098104	3.894384719	3.372007463	11.49749555	62.30981536	80.03387062	79.42579998	12.72687342	16.81219185	28.26253753	10.25813843	19.7223246	10.44761562
gene1747	44.36648936	27.80966786	20.09842983	196.5827817	171.3087817	178.2654237	65.32300108	64.80748412	81.064055	80.25010235	84.03343424	99.2220241	15.32501793	20.13339365	15.85672988	141.9592991	117.8227494	121.5981955	32.48561172	28.13415867	47.62968491	35.97117605	36.51597699	38.70442941
gene1748	12.67270952	9.12058846	2.687923607	70.90760799	59.97851394	52.89933654	33.1488371	24.35542365	16.67958027	62.07827463	14.6010369	76.77304555	18.12885926	7.98538672	13.3387721	80.03531335	94.42805802	78.27667702	14.89395141	10.32549268	22.32280878	21.46945951	35.81042639	23.0969774
gene1749	85.32150877	81.03926032	62.46920324	428.4455619	205.5986772	314.627644	208.7192053	196.4788151	161.1261066	481.6362943	229.8050082	382.548808	131.6702636	150.6835339	127.7283011	321.4649899	396.7474083	162.383386	219.109907	287.4518053	198.9240897	265.8817948	154.8390511	268.4138551
gene1750	8.115373618	13.39740292	3.392519146	78.85756201	67.69283935	69.80297036	36.10847925	35.42705788	20.54884377	61.15953983	38.79758175	103.095506	5.75821351	2.704814766	9.805594945	40.30638627	88.74039132	97.25402501	6.884739583	6.882956214	10.77549705	3.529035887	14.80645101	4.853905924
gene1751	6.912634375	0	0	92.07530806	106.1842833	113.9504603	11.42153738	4.199663933	6.961738095	118.3317124	54.05533249	147.8728346	0.125552976	1.690583555	3.764815695	73.06227939	58.84799856	63.65685586	7.488855857	7.486892394	11.77419304	3.792614862	11.40764003	5.252591682
gene1752	18.76314676	7.197613728	4.592587322	61.2281814	55.00567806	71.35852751	30.15171839	17.31935581	44.83004026	57.74403772	44.58736607	89.93051234	30.53579262	12.21927103	37.45094476	77.78700533	60.40183608	45.91092498	27.87801431	27.87421162	26.52394761	44.19782893	29.13910565	25.92912628
gene1753	28.11469508	0	0	689.633548	544.900483	901.0273198	25.08328174	11.74175679	23.01388507	258.7341531	274.5217366	538.516222	0	3.496890368	10.82772147	157.3674044	129.2872099	201.6086357	26.11219623	28.36348288	37.94168675	12.49043616	36.70743488	21.35042732
gene1754	21.1826852	0	0	614.6138241	488.7978784	638.6303296	4.684485988	5.629815146	11.68795308	324.8233428	216.2341986	600.4124941	0	3.445150198	10.62646219	218.6575905	261.1909674	153.1446089	23.08843853	23.08195284	37.20980099	13.75888981	35.99939562	19.3506452
gene1755	75.30719893	7.744243413	5.251375133	383.9026335	387.2520484	484.4598676	88.85264279	50.19976873	102.9003461	318.1888859	390.1341205	528.8749214	13.06428453	3.606021007	23.79206149	453.9255723	241.8982195	176.6641631	37.26163864	33.48105475	46.69067805	22.62461931	64.2566271	26.79575722
gene1756	25.8518281	0.699263232	2.093392188	314.1717735	331.3581569	350.8354118	23.88005699	21.51655685	41.03865256	41.54118544	81.6091582	56.68272276	4.005259501	5.452818549	7.171444668	139.0625425	158.1336488	174.2782288	21.17293246	19.52375741	26.93945593	35.19220775	28.26630482	21.39223635
gene1757	16.6207767	0	0	337.983534	199.4401676	277.6506027	17.6053653	3.460785934	6.634262041	266.1878028	159.3681322	591.7518734	0	2.878198142	8.418480763	411.2077958	153.6424361	73.88507765	18.10707702	20.48625788	29.14168543	11.44039176	28.19547018	15.85019553
gene1758	67.1376289	27.97167282	17.20371104	356.7126907	363.5144898	352.6679817	87.31642985	84.27412729	94.12882636	125.6863801	141.9981913	167.9800094	36.54695222	33.8346533	51.32990157	166.1493731	245.0716371	395.9958702	92.19063838	92.17788381	105.342455	91.68516035	88.9725868	125.5212997
gene1759	7.255844673	2.743107961	0	61.99817711	46.12994073	74.35350514	17.29173362	9.268110877	16.52592353	112.8887579	31.68422805	95.64612184	7.473122289	2.816472819	6.58855601	161.4966586	171.5948919	79.48777849	7.864882216	7.862806959	12.39504783	9.13620924	12.00742755	8.540813905
gene1760	152.4418909	56.37758066	51.42204257	333.7686981	783.294643	484.7599534	266.986147	191.0374725	206.7532231	82.3219275	254.4262289	49.67669217	37.94367173	33.15943165	42.19831154	106.2466191	162.5687185	101.666308	142.3524159	116.2318525	145.9366424	129.6897514	131.1359847	158.1332233
gene1761	22.14866991	0	0	653.83506	507.0630169	991.9902916	15.44369372	3.550811357	17.55768771	180.3543017	204.796619	419.4298629	0	3.273205931	9.957368904	160.4284447	153.1169473	170.8641377	21.58136738	21.57531168	34.77269188	14.47236626	47.93064314	21.54929006
gene1762	16.72715247	1.934576712	0.422026153	171.7813968	118.6197387	200.3171487	17.29078365	19.35771918	25.2379274	51.32367065	45.6579181	58.79447883	5.593935068	1.733277756	3.933380492	72.49195881	72.76658039	137.4629286	7.878277103	9.772714443	12.41715346	10.36919106	12.02878364	5.50986638
gene1763	284.8522994	20.75812123	0	6258.969861	6740.644369	4736.820072	418.2284464	192.6368842	247.1342182	1218.577766	1826.018863	1549.319578	13.80918174	50.73489566	106.9802081	4593.955048	4161.509311	1170.781893	213.3393015	220.8681311	339.1806934	149.3118857	389.7477798	200.3290342
gene1764	15.385954	0	0	298.4824369	207.6588231	220.8155948	13.06291293	9.404178712	10.14546534	157.5689018	141.5457638	346.8468069	0.292326503	2.248949932	7.401284265	133.4057583	61.7849185	71.12503303	12.52506173	12.52161639	20.04833595	8.82929594	24.81276684	8.592809007
gene1765	10.20619776	3.811523455	0.11956667	73.86103726	82.98311713	84.91201069	19.29676432	14.29876723	23.38259347	65.08261799	59.55257303	79.77270858	1.960234308	7.00357161	7.605012323	77.36773563	96.34151725	95.95845297	19.86004574	26.71172758	18.06273563	29.76225572	26.20553353	29.67082413
gene1766	35.03834748	11.54871112	10.36150624	102.5325529	47.83820003	148.5884776	41.88752344	51.59546549	74.86072509	76.0947516	59.07821423	109.9708252	32.15677027	26.93799717	33.89687909	52.47220235	34.60996987	35.90581421	33.8096274	49.45450692	39.09656491	32.84365386	54.7793156	36.90835814
gene1767	24.84065299	5.109622144	3.531430687	210.6048327	212.2016507	194.4536588	36.73509202	28.54702824	36.33554927	108.5550993	117.3669317	89.99453875	4.141338553	5.349010424	5.357335786	156.3012793	163.0705675	127.4712172	13.23266028	18.52083896	23.08792442	28.83850061	24.59324615	16.63310525
gene1768	15.12792355	0	0	473.9288682	463.1646176	431.947651	17.70659056	7.486395312	11.55330151	117.4102883	103.0142727	158.8994263	0	2.693549526	7.698085976	360.4572556	248.2761786	133.5307828	16.47609795	16.47150731	26.49131309	9.261346608	25.63247209	13.03457509
gene1769	6.600588455	0	0	110.5963535	147.1480701	144.3039135	9.481270377	6.214701942	11.80579991	82.96526218	43.80791007	95.50664253	0.173474981	1.653182102	4.962185475	57.44408794	62.23480839	60.09050951	8.995050577	7.145050995	13.61234122	9.98354819	10.86175102	6.571609868
gene1770	7.235461738	0	0	264.3025444	83.75380542	181.6337533	8.458221721	7.24593644	16.52921375	79.8229919	64.31917448	66.43657984	0.975600397	1.729356824	3.917906576	106.6994027	66.79258001	49.33238026	7.842552268	7.840483643	14.84805768	3.947219995	16.53847824	5.486255841
gene1771	73.77663792	0	0	1762.910942	878.0230589	1126.246598	58.55637758	51.03066767	67.12103533	1214.646138	1147.825991	1463.294746	6.154774991	19.85078395	34.98428572	363.7325697	66.41300371	48.22699003	79.61847712	73.87992603	101.1992344	91.56575506	139.2273662	88.86553279
gene1772	15.1610161	3.603157639	1.219580943	171.5872943	161.419694	139.7489297	37.01697669	16.32945851	25.256355	62.28475109	51.07756412	117.2557579	3.746722154	1.7210216	6.542059832	39.27444813	55.72181067	57.8343148	7.76658193	7.764535876	12.23280048	3.91399547	14.28298323	5.436052751
gene1773	19.50802911	0	0	545.8756465	421.7589188	568.526453	15.4628345	5.581429294	10.96641492	251.0105113	211.4356166	535.5422743	2.572817222	3.236608675	9.814901194	209.0958133	236.4809073	203.9613274	21.26021707	27.98670866	34.2529495	18.38278995	36.7526736	16.32665548
gene1774	40.25975556	8.415189329	0	337.2324239	506.4823356	421.7682636	74.81355939	35.76603772	56.90853163	111.5704455	240.7560223	170.1275549	0.723351681	2.600365307	12.91182634	148.3743674	152.0038853	90.92009476	19.97137447	21.85918192	25.14865	12.9919085	27.52494918	15.68673703
gene1775	41.60640798	0	0	462.6712773	390.7046134	448.3539745	38.80356699	23.89323989	36.43118867	269.5316133	207.9650917	491.3747297	31.04910831	53.22288571	57.32086056	308.3185547	260.3913652	262.040504	79.02572523	91.58493918	110.4122963	95.73509251	119.2364748	75.32219757
gene1776	12.26411414	3.586727182	5.756511119	131.8881812	81.22234956	136.5578858	31.94765369	24.45156263	32.74920239	57.59562062	48.44596996	76.37339002	10.03258241	12.523505	17.14734119	121.0188321	160.0044368	215.4609768	21.06571666	32.39619616	34.65669889	28.87239913	37.14709915	17.87807711
gene1777	237.1401647	0	0	7442.132359	2637.566366	5345.258325	148.0082876	129.9531197	217.8841135	3292.862868	2982.727051	3709.334381	16.77531367	59.07853126	112.9366857	878.8296739	71.92031376	176.4444535	219.2703373	219.2128507	347.3228771	205.6739225	405.7314984	239.7847089
gene1778	19.16692641	0	0	258.8245163	220.8147095	355.2223905	20.97590282	19.47782142	36.29266967	70.63875699	112.5519777	110.5852697	6.880768258	6.449779598	9.566264795	68.90928658	78.81035136	254.8005093	11.40879533	25.10884342	18.22122251	17.12803545	25.0643654	23.51631931
gene1779	19.90527271	0	0	600.9602452	450.6650305	919.2406777	10.57219602	7.627918656	13.74922835	199.6888523	200.2111515	478.3372074	0	4.403890518	13.01022942	175.5595942	171.178731	202.7471762	21.69392799	28.45667339	34.95482291	13.11055046	43.22026215	16.62477447
gene1780	19.6761345	0	0	634.7830575	520.7428469	911.1156971	10.58653604	6.604140694	12.83379573	204.2837608	194.3060002	421.1545348	0	3.257522457	9.896317945	165.2738723	172.7097028	175.638444	21.44375785	21.43774147	34.55000567	11.53155788	40.07454664	19.85293277
gene1781	21.18054563	15.23801809	7.656818382	92.92329614	165.1431074	147.9526871	52.79666782	39.50441122	79.85461403	65.89080965	91.80345674	85.54919015	0.939384515	1.756783534	10.43624168	41.27287375	37.87217345	83.12503819	8.092287864	8.090145106	12.77023928	4.05650146	12.36990275	8.706429329
gene1782	19.27104971	0	0	683.6249742	507.3705058	882.9937463	16.4531497	7.609215852	14.78297962	191.9822365	198.4133134	379.7892841	0	5.426186727	11.23732783	149.7495881	151.9508122	195.6504156	21.00147033	20.99558037	33.83409219	16.92479016	36.32933889	19.53655078
gene1783	16.17681582	3.242560364	0	127.2577319	106.0656603	85.9547659	26.97033173	25.48400342	31.66636479	107.4487738	67.04385966	108.1703952	4.311078276	4.147881049	6.28961848	149.6335059	246.023597	162.4288654	12.09724764	13.91513883	16.02627581	23.50526498	24.62312346	17.11900723
gene1784	62.81310658	0	0	2980.517234	2214.921819	5264.183847	35.71057266	11.63429982	44.31931571	246.2101983	602.0830426	352.7035991	0	8.516081663	32.32164707	25.54301323	0	91.9420406	57.00990678	56.99390835	91.53508937	27.82025351	94.11115198	44.90098327
gene1785	101.3396027	0	0	3381.78878	2571.98339	4334.905799	68.80474517	42.59431973	106.9239438	604.1060714	1381.024066	1292.295156	0	9.274651186	35.00282407	101.25675	0	261.2125753	73.35746295	80.06506589	123.9435194	38.66093338	160.9016384	69.08702827
gene1786	8.786565708	0.346756006	0	106.209103	270.4436253	122.3065191	23.07329181	14.36987124	19.17517919	74.49226493	157.6094252	115.8063181	0	1.916634905	4.655687474	82.10826407	113.860016	134.29253	9.541194265	9.538623161	15.15618717	6.090466481	21.65487335	6.610631514
gene1787	6.834764612	0	0	89.70654289	68.45827604	73.79600766	26.19183259	15.30872801	19.49729149	77.37814512	61.28327794	119.7796554	5.672122042	1.681242904	5.07895032	61.90923657	111.1455816	82.63605199	7.403530902	15.59713522	16.18972918	20.68975424	11.27146684	13.60162744
gene1788	46.30213546	17.25391092	0	623.5741182	958.1181979	704.1777955	168.1771862	85.73088713	114.407647	252.5781795	215.0311119	271.6077375	3.808319375	5.45477957	17.18112472	501.9548083	782.6644739	381.6909942	30.76686743	40.3133911	57.50700396	18.79509978	61.59279727	28.17332212
gene1789	6.752696066	6.319188149	0	82.82976218	254.2191929	89.30828334	47.9293971	35.44587178	33.11334218	76.11440266	102.8573945	145.9274342	0.150131878	1.67140378	3.689036189	0	0	4.43162251	7.313601201	7.31168992	11.48463121	3.71608514	11.12791453	5.136877285
gene1790	6.633508168	0	0	113.9975628	88.86758367	164.1137587	22.26561273	16.30933515	11.8007874	44.9919606	45.53637071	88.30153898	1.071112011	1.657124103	7.518546671	54.31032094	82.14954952	109.4088457	9.033604856	7.181116847	17.71969114	7.554255177	13.28176581	13.41767211
gene1791	33.81374098	14.35619193	7.839764201	101.399802	452.0199553	117.4943208	109.5600854	72.96610533	96.17476161	71.41926144	224.4527856	246.7548149	6.480877445	2.399259803	6.548177151	52.96771343	118.0200786	247.0504047	13.86519562	23.33204062	27.98651331	8.068191496	24.56022195	11.23396897
gene1792	10.32699999	0.3093697	0	135.6616986	381.4989295	145.7199983	43.62837984	20.4810895	30.51204038	93.74840629	208.6221742	122.5552725	0	2.10394669	5.391421797	90.15167958	93.53986745	183.4301591	13.31458953	11.22399344	20.78678796	5.435236875	20.14862178	7.729588187
gene1793	42.28139094	0	0	426.3625031	1083.04737	428.2726815	123.8416313	50.39490966	84.49680972	349.3065231	668.5711186	520.1242396	2.083244928	4.268247402	15.43436445	303.7326851	303.4973424	497.6514003	33.03567201	35.442955	48.78466333	21.39791846	51.38865406	37.18797183
gene1794	43.05281023	0	0	726.1917852	767.3038322	465.982907	148.9182783	78.88369363	87.34244585	616.6005313	419.4860713	1046.373601	1.983094038	9.478740524	25.69984762	483.1631537	588.5650563	217.4957863	36.71132473	44.52023452	63.8336478	28.65296233	79.91876127	38.96767509
gene1795	11.07215208	0	0	112.4080571	81.98440293	94.8251606	29.93410057	24.47123457	39.45328493	104.7759441	69.84356162	161.2680289	3.407985009	4.132513254	7.564567238	127.4857422	139.6275383	248.4474777	9.939623905	9.936935495	20.88188318	16.32122042	17.97867485	12.92214747
gene1796	18.4751014	0	0	289.536501	773.6446612	288.2512972	72.46273891	32.89022882	60.03663133	227.7691653	434.3557884	281.497037	0	3.108208714	10.84395509	194.1352332	182.9178017	268.9573683	20.1323413	20.12670003	32.42643152	15.15680251	31.37235149	23.53539673
gene1797	37.19589837	29.81313488	42.99105779	18.09247119	35.72997152	18.70276736	75.63271837	83.70103337	70.231101	0	49.75193175	0	104.3044645	113.7242382	103.2206666	1.205641369	27.5978221	63.72873537	56.22728589	48.7095872	52.56741558	55.35609889	64.38457539	53.22691584
gene1798	130.5153017	113.7496838	138.7429161	63.6893802	219.7638885	78.31975986	289.8784678	264.8979755	217.6517935	18.50054303	182.3364194	8.843520924	72.31989537	83.52289153	64.65956626	1.733201383	36.77878604	26.3455048	77.50350922	68.34340326	57.61407945	65.93432333	87.24866809	84.33240625
gene1799	441.5781006	459.4264765	541.9583308	183.103237	308.01637	212.0851447	814.5366478	1005.855171	755.8588136	101.7779871	362.8389233	66.54441025	398.7040108	499.4816383	456.6769831	11.25060407	71.78804823	275.7950597	218.104056	165.4835268	170.1402788	167.7590888	285.4771933	173.4182973
gene1800	274.3548419	126.3683281	89.63119052	842.6104896	649.3224154	872.1070967	455.3471261	270.8315078	615.1182728	1563.297703	1318.88819	2733.95253	111.0811439	65.60180112	145.6381843	1333.200881	214.4155513	41.85609864	97.08321713	111.365391	190.7782494	78.93299277	200.6621591	89.73980404
gene1801	218.8673201	250.1124758	386.9424417	91.68838149	106.0025024	105.4422022	664.0786127	1342.699769	862.9535504	71.4056136	427.7340955	71.88586122	690.0134188	783.2309016	835.9373569	0	27.14833447	247.2538267	641.51512	535.7680563	460.3535854	253.05853	675.3873253	330.5739417
gene1802	176.7760436	225.7125801	263.4624345	75.68513833	132.2977925	83.88696111	602.4346541	904.9083236	551.8284443	63.92070519	350.4283988	63.80817511	355.369021	486.3258216	501.8221532	0	39.01431622	102.2694725	364.0439652	351.6191894	360.0901003	169.3867568	395.0008872	237.2199654
gene1803	752.5821069	878.8865382	1013.351759	573.0567799	486.0595564	611.3823749	754.4618287	1032.979131	756.9216929	252.3041019	459.7427891	44.5650532	1300.0266	1451.495461	1254.224868	330.0197979	441.6876273	813.4404977	1083.182595	981.5996664	1053.573407	1039.330009	1059.980864	982.5287234
gene1804	662.5236318	584.5722046	823.6881634	614.5518205	554.736893	657.7415189	684.3343941	651.9246233	683.0890199	336.0482178	579.6311461	239.3810986	628.5405346	752.1668828	644.4636839	444.4247521	350.3592824	435.9866674	653.0819074	596.2913147	725.7546919	691.9536173	746.7791145	611.5002483
gene1805	447.6776134	360.456058	462.1425739	247.0066802	216.4025949	284.9743198	399.6905303	473.4009081	460.1378174	102.4439131	214.9267181	59.75717148	512.7438805	456.1963852	501.4090904	133.4368098	166.2165354	393.8389703	333.263218	364.6923443	405.4626544	336.1366199	394.872201	337.3147381
gene1806	1075.019933	1258.305662	1426.771267	1037.365011	906.1865677	929.9018078	1117.269816	1341.180511	1120.489565	541.5574578	739.1798177	218.4084575	1698.706195	1916.231941	1735.225822	746.1843952	1000.342126	1060.223123	1764.524373	1545.637428	1503.343427	1863.771593	1646.834649	1752.524135
gene1807	1440.316288	1600.504886	1725.947708	1507.668086	1371.859229	1227.698616	1472.869751	1630.89851	1398.053986	949.4837339	1381.346708	477.3149719	1067.602838	1555.971004	1181.282777	796.1593822	817.2583315	528.1350402	1365.522803	1059.52738	1269.730484	1333.047277	1359.192805	1251.810145
gene1808	393.3155631	394.4356038	456.7314303	330.0645133	284.915262	284.8529825	386.3676307	427.4000827	385.7973582	184.9252571	232.1980697	76.81754365	434.6065488	529.9309094	536.3170468	219.6188472	240.1553085	321.7852033	445.7685461	440.739262	492.6996844	549.1754019	435.9532004	524.809135
gene1809	249.5096581	268.3588077	249.8129619	155.6291086	144.8240191	171.5485845	207.2020794	257.5954981	209.8099659	88.77073016	136.8253324	19.33263421	317.7817153	353.6959562	271.11736	93.55212184	178.8835786	193.7997629	263.3010593	247.0728922	247.9889771	328.5417519	291.8379546	281.7768589
gene1810	337.6240159	473.8183563	475.2980628	284.9144232	286.8177465	281.9277978	378.756891	436.2947408	366.8859929	151.5294887	299.8894659	52.86013055	389.9073698	558.8388881	428.3524176	138.0093352	344.644157	248.6102505	466.0006544	387.6384993	391.3260203	389.4040103	380.7295195	354.4118502
gene1811	357.1387161	323.5520547	357.0160985	280.749137	219.6256391	226.561781	318.0352563	337.4758778	374.0296883	150.0161742	193.97234	86.70110031	389.7349862	411.1608387	394.5118698	167.4316621	108.26541	245.1094278	331.622684	376.4200498	417.9663683	355.5778939	333.1465058	359.640983
gene1812	686.9911001	782.5932906	914.3394838	392.6381934	460.9976659	443.1010074	754.3545913	872.180509	840.0987243	208.2505188	371.8793346	67.29329455	955.0377132	926.613382	824.5043578	226.5259548	428.2839175	684.9671688	713.3392963	709.5156618	737.50494	677.2061418	818.7125708	652.562876
gene1813	2958.485822	2727.038459	3323.5096	2432.233633	2557.321326	2272.459718	2235.979897	2133.05062	2641.359005	1574.119612	2281.784546	1213.09261	2496.584163	2870.527406	2469.983535	1750.383959	1621.982765	1858.421763	2324.189707	2341.686534	2554.114709	2487.687974	2637.98433	2987.470044
gene1814	348.7640019	378.0338323	485.6395157	396.1259086	389.5154907	323.7026017	451.3218575	436.6059115	476.0175166	252.6511755	358.3881198	127.4888871	421.0885594	506.1214855	435.8963095	418.7080159	300.7576225	292.1207012	435.4270457	359.4986579	446.2271021	428.9205542	499.9046923	429.6457887
gene1815	1082.110787	689.3030795	875.7989183	543.6662945	577.8681004	585.1801979	765.246511	942.0384914	992.5603026	252.7448841	654.213554	129.2908603	863.6773336	929.9306814	886.8418278	160.4383111	252.4219912	606.5119956	977.4815745	892.04139	866.5122178	956.3625905	959.5144729	1017.362099
gene1816	1761.052722	1450.727692	2126.416995	1166.129001	1523.139928	1200.802373	1749.17308	1797.601877	2029.317417	737.019252	1447.814909	437.1418451	1553.927706	1802.397586	1647.805104	927.3803608	875.6716579	875.7506213	1288.356351	1300.944314	1372.598499	1266.653763	1556.5891	1366.368889
gene1817	267.1200113	301.8209564	297.7158007	240.2733524	237.8602038	205.1280973	312.4116809	329.2786987	265.2072064	168.6842043	185.6714857	79.34302747	345.0354317	399.1673549	327.0192482	137.1775245	208.6999932	223.3353223	319.6444304	317.119994	308.3276635	318.7521894	280.5113675	293.1421413
gene1818	190.4157631	201.6524615	297.9847963	97.13172682	115.2003812	124.8139657	123.8171061	204.9874567	154.5094022	52.25444064	112.8028245	21.90504243	259.6171031	245.7521274	202.7084763	71.10539415	116.9146667	214.4997619	178.6448179	153.4604692	148.5121695	125.5807795	208.6618119	144.6421343
gene1819	333.2223181	311.0585827	466.3126758	173.4471333	219.083836	186.3338915	262.5056867	309.409105	298.3965011	75.32550496	194.8505088	15.59299787	455.2419873	690.4621181	494.5810233	137.3642437	143.8917062	321.9494716	412.1173171	420.7259025	448.6053966	420.9017583	475.1508344	411.5975586
gene1820	810.823454	1012.188804	1128.78172	675.9934227	747.0698738	582.4179852	1133.183586	1201.892119	1085.845652	374.8690241	618.9451323	104.6975826	1269.295433	1446.42352	1143.445367	740.1057483	822.6975538	682.9859991	1245.217776	1246.336047	1302.88458	1521.378713	1165.399836	1259.627406
gene1821	147.5194781	197.5151711	132.3815043	148.2358328	118.5037734	161.1334939	133.8254141	162.6957861	139.167575	99.22474881	138.8286388	74.41779922	157.0894398	196.3250106	185.0127641	59.23741759	104.7344247	96.0699443	157.304365	161.050969	144.8153656	211.629907	117.3097558	173.2057544
gene1822	616.786896	522.9995841	628.4505194	577.6402202	469.2985607	435.9299855	629.2530433	547.1981615	617.2754776	393.1246787	450.9412306	138.4834638	660.4236507	919.2088499	770.5292625	918.2837432	362.2697622	218.0361675	553.0027666	503.2455376	789.1857455	699.2191264	610.5240452	643.8012825
