"","5th.SAM.1","5th.SAM.2","5th.SAM.3","5th.SAM.4","4th.leaf.1","4th.leaf.2","4th.leaf.3","4th.leaf.4"
"14437",118.78626300326,133.991177872538,117.173156807932,93.9970491864291,149.693255197025,127.752211476735,126.22395032972,102.995390379736
"14438",0.0504223023847834,7.08255457382211,0.00127714754125519,6.27149332631448,35.1522904060247,18.6776708939619,14.4133241277287,14.8437294309235
"14439",149.636546818879,150.389599007482,143.217118075175,151.121509088385,142.244311498174,151.38366035958,121.602109664568,151.713516197206
"14442",53.1665147670865,61.9441592197658,50.0790342357019,59.1946797599104,42.5981309546051,33.1558282593674,38.2417994920032,53.582298668814
"14445",0.169274872291772,9.16566877954983,21.0236739058986,14.9835254795291,11.8539777461177,15.0624358094737,13.9760854558959,0
"14446",94.5948973954813,103.907378762705,130.198306648786,210.135528983606,85.6719505641868,145.936343919968,87.0384866005383,137.900238003728
"14447",567.562322153105,564.684841973356,498.759699357644,466.421293909466,515.859321552863,507.862093003213,505.927830340315,501.576163271115
"14448",0.079235046604659,0.0216343941142538,11.011888660993,9.86425175914446,16.5325864644436,18.2684957181567,0.245348339078548,11.8949801945891
"14449",116.990077038929,102.811172509081,142.198240553261,135.202132488511,74.7436858818284,82.0131363909643,83.7831595624134,96.2104719231787
"14451",0.100844604769565,7.11303470409277,21.0190585291824,0,10.0003936680177,4.554922515805,11.8518223213749,9.91588398341249
"14452",15044.3161863105,17205.0207707195,20283.414307913,24100.0103985769,22245.2283894011,29035.516269183,33384.7736722787,34942.0738421922
"14453",27.655435137621,39.548826952625,27.042088310803,23.9170086017042,39.9615062681523,41.3453182249949,41.1943765479903,28.7099013256026
"14454",252.9751475145,224.630565034971,223.337067515519,219.667330254013,243.569078026991,235.547846317395,197.088042403068,231.986186571676
"14455",324.764998787305,299.977805951462,329.485687411739,338.519035378543,320.02755053387,318.753646905409,297.722451104249,323.202594795412
"14456",176.611753025955,154.477010289304,157.232674483269,135.743865707637,171.122426662633,140.428019767087,135.687834887409,168.584540649879
"14457",86.4012319323915,158.380450214482,140.208343767699,170.468407121479,87.5784538238843,102.082332762147,130.868411304934,134.913725430831
"14458",17.8370675696422,19.2401426473467,0.00419634192126406,8.48317768681925,9.01083656830183,12.9691394121895,0.203586919660922,16.8845667286628
"14459",643.501252749813,640.325457218019,674.98710746814,650.556884066597,1064.73611606856,961.08976462027,1203.33693848745,1009.93369574036
"14460",298.267577543229,274.299713911723,245.378658959931,240.464253557109,450.290544304708,367.084813858558,382.337242766564,372.640158887063
"14461",0.0360159302748451,0.00983381550647877,5.00550298154182,4.47504462593965,9.12673666646513,11.8189409475839,9.70459427914808,0
"14462",160.548840076286,164.669762148432,163.247511269988,187.797001800087,165.190538474945,211.408181491036,174.202852389435,161.514509216976
"14463",328.131563084713,462.932582704711,430.622015082827,400.442764866733,222.028015922918,185.03385718178,233.326888482137,239.983496152925
